video_id,video_timestamp,video_duration,video_locationcreated,suggested_words,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified
7339676050546298144,2024-02-25T17:51:49,52.0,GB,"Big Sister And Little Brother, Sisters Funny Videos, relationship, Sibling Love, Sister Forever, Brother and Sister (2022), Private Practice Brother And Sister, Relationship TikToks, how it feels like having an older sister, scouse uk accent",137600.0,1774.0,2319.0,820000.0,@Cz saw this in my memories and just started laughing 🤣🤣🤣#fyp #funny #viral ,False,,izzyremi,ISRAEL,,,,,,False
7338419724193238277,2024-02-22T08:36:31,15.0,US,house,6067.0,41.0,166.0,52800.0,dey play!!!! #grandprinceita ,False,,grandprinceita,grandprinceita,,,,,,False
7337376536833674539,2024-02-19T13:08:50,15.0,US,"nigeria, Africa, African Dresses, African Comedy, african food, african cities, African Food Dishes, african street food, African Wall Decor, African Mansions",870.0,8.0,11.0,6112.0,This era of psquare was elite #africantiktok#nigeriatiktok ,False,,itsmaxx_1,Max,,,,,,False
7340044431061732654,2024-02-26T17:41:23,13.0,US,"have you seen my boyfriend song, excuse me have you seen my boyfriend, Scar Lip, Scar Lip Explains Her Scar, scar lip boyfriend, have you seen my boyfriend",52000.0,75.0,1499.0,629000.0,Anout 10x a day wbu? #fyp #fup ,False,,scar_lip,Scar_lip,,,,,,True
7329954717189180718,2024-01-30T13:08:42,6.0,US,"sudanese henna, african henna, Henna, hennabyhinda, Henna Tattoo, Henna Tattoo Designs, west african henna, henna brows, Henna Design, Henna Eyebrow Tinting",42900.0,167.0,326.0,191000.0,@hennabyhinda on ig y’all tap in she has a promotion going #fyp #darkskin #henna ,False,,zioraaaa,ziora,,,,,,False
7334750494608411937,2024-02-12T11:18:07,11.0,GB,"Twins, Twins Of TikTok, Two Twins, Identical Twins, twins outfit, Sunglass Headband, Low Bridge Nose Sunglass, Polarized Sunglass, Visor Sunglass, most identical twins",144800.0,153.0,258.0,1900000.0,Its the upside down sunglasses for me 🤣,False,,leighannepinnock,Leigh-Anne,,,,,,True
7339076627952930090,2024-02-24T03:06:56,148.0,US,"tres leches cake, crumble cookie, crumbl tres leches, tres leches crumbl cookies, tres leches cake crumbl, tres leches, crumbl, 3 Leches Cake, Trying Crumbl Cookies, Cookies",42300.0,1210.0,400.0,437500.0,#stitch with @Pepperoncini P  Crumbl Cookie Tres Leche Cake Taste Test😋  ♛ ♛ ♛ #crumbl #crumblcookies #tresleches #treslechescake #mukbang #tastetest #foodie #latenightsnack #sweettoothnation #fyp ,False,,antoniogotfans,♛Big Baby♛,,,,,,False
7338480284859419936,2024-02-22T12:31:33,21.0,ES,"lana rey you serve me lemonade, trash magic, come back to me please lana del rey, trash magic lana del rey, Lana Del Rey, Lana Del Rey Audios, come back to me please lana del rey will you serve, come back to me please edit, lana del rey you serve me lemonade, come back to me please lyrics",296100.0,384.0,293.0,1900000.0,18:31 | Come back to me….please…. #slo#slowedn#songsr#lyricsd#audioss#musicv#reverbr#Viralr#foryoup#fypi#stickylyricsspシ ,False,,stickylyricss,Tom,,,,,,False
7339655370123529502,2024-02-25T16:32:04,12.0,US,"keith lee, Salisbury Steak, keith lee wingstop, and then you said you made steak, critiquing food, steak, food critic, acting like a food critic, Keith Lee Impression, keith lee impersonation",184900.0,2272.0,706.0,721700.0,still gon eat it 👌#explore #foryoupage ,False,,yoodeli3.0,{Dj},,,,,,False
7323711869024324906,2024-01-13T17:23:01,46.0,US,"scar lip, Scar Lip Explains Her Scar, Kp Philly Scar Lip, Scar Lip Rapper, Scar Lip Bet Awards, Dv Survivor Lip Meaning Scar, Scar Lip At Bet Awards 2023, Bambi And Scar Lip",10000.0,132.0,202.0,134200.0,Got hit wit da mmm #fyp #fup ,False,,scar_lip,Scar_lip,,,,,,True
7334716702929931525,2024-02-12T09:06:53,0.0,ZA,"africa, African Dresses, african cities, African Braids, South African Huns Pictures, African Masquerade Costumes, African Mansion",44500.0,32.0,127.0,400300.0,African beauty >>>   Pictures taken by :@Thickleeyonce  #fyp,False,,amaqamataofficial,amaqamata,,,,,,False
7337002902017559854,2024-02-18T12:58:52,13.0,US,"Angela Bassett Edit, Angela Bassett, angela bassett golden globe, globe awards 2024, angela bassett red carpet, golden globes 2024, golden globes, golden globes red carpet 2024, golden globes 2024 winners, angela bassett who can be against u speech",29000.0,174.0,240.0,113400.0,omggggg ; panning puriell n cc bari ; #fyp #angelabassett #goldenglobes2024 #angelabassettedit ,False,,dexvoodoo,dex ꨄ ‘,,,,,,False
7339970631645121824,2024-02-26T12:54:59,21.0,IE,"Weddings, Nigerian Wedding, Nigerian Brides, nigeria, africa, African Dresses, Nigerian Wedding Dresses, african time, African Masquerade Costumes, Black Aesthetic Wedding",2700.0,10.0,29.0,13500.0,Partying with africans >> #africanweddings #nigeriatiktok ,False,,theerabbithole,Rabbit🫀,,,,,,False
7335825104355593477,2024-02-15T08:48:04,58.0,GH,,275.0,0.0,1.0,3242.0,Pressure mounts on Tuchel as Bayern lose again + Convincing win for PSG at home. #psg #ucl #review #prrrr #ghanatiktok🇬🇭 #trending #kwadwosheldonstudios ,False,,kwadwosheldonstudios,kwadwosheldonstudios,,,,,,False
7339574874882592043,2024-02-25T11:19:42,90.0,US,"kountrywayneatl, dewayne colley, blake and kountry wayne, wayne, blake losing her mom, Kountry Wayne Atlanta, Wayne Drowning, Wayne Scene, kountry wayne new videos, kountry wayne atl 1",34000.0,279.0,1517.0,976800.0,The pain of losing your momma is unbearable!!! #kountrywayne #dewaynecolley #jesusispoppin #helpisontheway #fyp #foryourpage #god #jesusbeenpoppin #letthatsizzleinyourspirit #love #mom ,False,,dewayne.colley6,DeWayne Colley,,,,,,False
7330948545010355461,2024-02-02T05:24:31,11.0,US,,49100.0,720.0,745.0,395300.0,Your rubbish perdonality won’t hold my hands in public 😭 #imounusual ,False,,imo_unusual,Imooooooo,,,,,,False
7338850869309426949,2024-02-23T12:29:35,58.0,MR,"sourate maryam, Quran",1400000.0,41600.0,19500.0,8500000.0,تبارك الله #القرآن #سورة_مريم #موريتانيا #نواكشوط ,False,,ghalyabechir,الغالية خادمة القرآن💛,,,,,,False
7334930240067751175,2024-02-12T22:55:37,32.0,AU,"Matcha, How To Make Matcha, Matcha Tea, How To Make Matcha Drinks, Matcha Drink, How To Make A Matcha Latte, Tutorial To Make Matcha Latte, Matcha Recipe, Matcha At Home, Making Matcha Latte",189.0,4.0,3.0,10700.0,#onthisday we make matcha without a traditional whisk - using just a frother.  I use to make this when i just started quitting coffee and it was the easiest switch over as it was quick & convenient 🙏  #howtomakematcha #matchatips #greencaffeine ,False,,greencaffeinematcha,Leo - Matcha Sensei,,,,,,False
7336727917201739014,2024-02-17T19:11:29,206.0,ID,,5990.0,236.0,99.0,136500.0,geng yang suka lupa minum air merapat!! @Owala ,False,,olivialazuardy,Olivia Lazuardy,,,,,,False
7339902651410304261,2024-02-26T08:31:02,0.0,GH,,262.0,0.0,18.0,2630.0,#fy #fyp,False,,michaelcarbonu,Michael Karl🫥🤫,,,,,,False
7337849637178592558,2024-02-20T19:44:37,15.0,US,"Jerseys, Jersey Club, Jersey Store, new jersey city, jersey outfits, New Jersey, Jersey Dress Outfits, New Jersey Activities, Jersey Rental Apartments, Jerseys & Shirts",7097.0,53.0,52.0,55400.0,Come heree😈😈 #nyc #jersey #london ,False,,d4msloan,D4M Sloan,,,,,,False
7339762081094290730,2024-02-25T23:26:06,5.0,US,"this many fs, dis many fuxx bunny ears girl, this many fs bunny ears, dis many fuxx, finger bite, Bunny Ears Headband, this many fs girl, dis many fux renee, Dominic Fike, this many fs blackpink",1500000.0,7772.0,4897.0,6500000.0,,False,,dominicjjuliano,DOMINIC,,,,,,False
7330348670623304992,2024-01-31T14:36:46,15.0,FR,"elysha couple, elysha off, coup du marteau dance",242200.0,1343.0,506.0,2000000.0,🙏🏾😂 #pourtoiii #fypシ゚ ,False,,jsk.u,Jsk.🎭,,,,,,False
7339978378474212651,2024-02-26T13:25:02,119.0,US,"Trichologist Hair, scalp care, Scalp, Scalp Treatment, Care Of Hair, #HairTok, Hair Treatment, how to get rid of dandruff, Scalp Care And Tips, How To Stop Dandruff",627.0,4.0,32.0,10200.0,"Replying to @callmeliz23 now that I’m a certified trichologist, I’ll be sharing a little bit more about my personal experience with dandruff, what I’m using, what has worked best for me, etc. here’s the video that started it all:  @Ijé  #dandruff #dandruffsolution #dandruffsolutions #scalpcare #flakyscalp #flakyscalptreatment #trichologist #haircareeducation ",False,,ijesimonn,Ijé,,,,,,False
7339435766268841259,2024-02-25T02:19:46,84.0,US,"americanidol, wait a minute willow, willow smith wait a minute, nya, wait a minute cover, willow smith, Singing, american idol audition, 2024 american idol, Vocal Singing",80800.0,652.0,905.0,641300.0,She’s amazing!!!👏🏼👏🏼👏🏼 lmk who i should post next🎤 #fyp #foryou #foryoupage #singing #americanidol #nya ,False,,e1246892,Bestsingers,,,,,,False
7335215836551990558,2024-02-13T17:24:21,15.0,US,"jersey club, Jerseys, Jersey Soccer, Jersey Club Beats, football jerseys, Jersey Club Audios, footsketball jersey joe budden, jersey outfits, Jersey Joe Kai Cenat, sydney sweeney jersey joe",66000.0,247.0,447.0,657300.0,Lemme get that 😂🔥🔥 #jerseyclub #jerseyyjoe #jersey #trend #viral #fyp ,False,,jerseyyjoe,jerseyyjoe,,,,,,False
7332721185731644718,2024-02-07T00:03:31,297.0,US,,964.0,7.0,30.0,59000.0,Part 4| 16 year old boys blog themselves brutally murdering their best friend Cassie Jo Stoddart #murder #crime #truecrime #crimestories ,False,,altfour102,The Interrogation Zone,,,,,,False
7336341595102399786,2024-02-16T18:12:37,16.0,US,"haitian music, drill, drill music, Drill Music Musical Style, drill rapping",9167.0,215.0,271.0,81700.0,Li lage uii 🔥🔥🔥 turn me tf up #bongrennmuzik #ganguappgang💹💫 #haitiantiktok #haiti #musichaitienne🇭🇹🇭🇹🇭🇹🇭🇹 #fyp #haitiandrill #hmi ,False,,thekidnely_rz,KidnelyRz,,,,,,False
7340001064692862250,2024-02-26T14:53:08,28.0,US,"Teacher TikTok, a teacher, teachers of tiktok, student teacher, Teacher Ski Mask, Teacher Teaching, teacher trending tiktok, that one teacher on my fyp, Her Way Song By PARTYNEXTDOOR, Singing Teacher",103200.0,930.0,770.0,530400.0,That one teacher #blockblast #friends #paramore #herway #herwaychallenge #presidentdeborahalivilliams #deborahaliwilliams #floptok #flopera ,False,,toyyii_,Toyy,,,,,,False
7339767662911835438,2024-02-25T23:47:43,74.0,US,"kaycee rice, kaycee rice dance, kaycee rice hip hop, kaycee rice pop lock, dance your style, World Of Dance",114100.0,2586.0,1076.0,2000000.0,#kayceerice #zoitatopoulos #zoitatopouloschoreography #contemporary #contemporarydance #contemporarydancer #kayceericeedit #fyp #fypシ #viral ,False,,layla_.mckenzie,Kaycee Rice Fanpage,,,,,,False
7322575808185240878,2024-01-10T15:54:23,7.0,US,"Proposing At A Wedding, proposal, wedding proposal, Marriage TikTok, Engagement Proposals, Marriage, Marriage Proposals, Proposal Videos, Nigerian Brides, Nigerian Wedding",62300.0,304.0,459.0,291800.0,i can curse your enemies for you why would you say no #nigeriantiktok🇳🇬 #africantiktok #marriage #fyp ,False,,osaderae,BIG OSA🇳🇬,,,,,,False
7336601266686102817,2024-02-17T11:00:00,19.0,NL,,225.0,2.0,1.0,2761.0,delusion is a disease🦠! #fyp #viral #comedy #siblingsbelike #netherlandtiktok #uktiktok #usatiktok #contentcreator #nivekk07 ,False,,7nivekk,7Nivek🎬,,,,,,False
7338033055417781510,2024-02-21T07:36:01,0.0,GH,,93.0,0.0,5.0,1248.0,#fypシ゚viral ,False,,olekuwuo_,Olekuwuo,,,,,,False
7334805129020919072,2024-02-12T14:50:06,7.0,GB,,9652.0,60.0,52.0,41200.0,Next promotion is the dishes 🫧🍽️ (just kidding…or not 😂) #toddlermom #parenting #fyp ,False,,moniquei8,Monique,,,,,,False
7339258095228456238,2024-02-24T14:50:14,54.0,US,"homeless, Homeless Helping, People Helping Homeless People, homeless people fits, i lured a homeless woman to my house, Houston Tx, homeless costume, Homeless Helping Window Cleaner, Homeless Care Packages, shamar homeless",116200.0,1077.0,1071.0,441000.0,Pov : This nice homeless lady wanted to do a tiktok with my girls♥️😊#fyp #dance #foryoupage #homelesslivesmatter #homeless #7eleven #houstontx ,False,,courtneyozuna,Courtney Ozuna956,,,,,,False
7339700449731431726,2024-02-25T19:26:48,10.0,GH,,9156.0,5.0,39.0,64500.0,Oh well let me learn the new one that has come : snap: dulcieslife ,False,,dulcie_ox,Dulcie Boateng,,,,,,False
7336626989991824683,2024-02-17T12:40:06,10.0,US,"am i your baby mariah, couple, Couple TikTok, Couples Of TikTok, couple video, daddy's am i you baby, daddy's am i your baby mariah, Reassurance In Relationship, wlw couples, Couples Comedy",86100.0,706.0,178.0,686700.0,this is how she’s been asking for reassurance every since the Mariah video came across her fyp 😭 #couple #couplehumor #thisisitcouple #wlw #reassurance ,False,,thisisitcouple,This is IT,,,,,,False
7337752217044126982,2024-02-20T13:26:14,83.0,NG,"Movie Clips, people being cute, Cute Movie Scenes, Cute Viral Video, Cute Videos, love movie, Movie Recommendation Clips, Romantic Movies",6498.0,185.0,1662.0,108400.0,Cute guys don’t cry or beg for love ✌️tag that cute guy in your list😂 #fyp #repost #viralvideo #explore #trending #synache #movie #movieclips #love #fypシ #fypシ゚viral ,False,,gorgeous_papito,Prosperous Henry,,,,,,False
7340027750792662305,2024-02-26T16:36:32,12.0,NO,,271.0,0.0,11.0,1920.0,Draftssss! Rema in my heart always😭 #anotherbanga #blacktiktok #foryoupage #draft #fyp #darkskin ,False,,ayanmou,Ayan Mou,,,,,,False
7331665007517682949,2024-02-04T03:44:48,14.0,NG,,14900.0,25.0,169.0,207700.0,Happy Sunday guys ❤️ #iamgraciousbrown #fypシ゚viral #goviral #tiktok #trendingsong #teedollar ,False,,iamgraciousbrown,iamgraciousbrown,,,,,,False
7334418295556197637,2024-02-11T13:48:56,29.0,NG,"Ayrastarr, Jaden Smith, commas ayra starr, jaden smith and ayra starr, commas lyrics, commas, ayra starr commas lyrics, jaden, Music Lyrics Videos, Ayra Starr Songs",97100.0,1462.0,275.0,1100000.0,Ayra Starr - Commas [Sped Up] (Lyrics)  #lyricstrybe #afrobeats #viral  #tiktokafrica #tiktoknigeria #tiktokmusic #lyricsvideo #viral #music #musiclyrics #foryou #fyp #foryoupage #naijalyrics #xyzbca,False,,lyrics_trybe,LyricsTrybe,,,,,,False
7339295686824955142,2024-02-24T17:15:42,11.0,BR,"Cat Singing, Cats Videos, Cat Of Tiktok, Cat Chattering, Pet Cat, Brazil Funk, funny cat video, Cat Song, Cat Funny Moments, Kitty Cat",1700000.0,37900.0,5667.0,9300000.0,#brasil #cat #funk ,False,,hannaeleo,Hanna e Leônidas,,,,,,False
7327258498943732998,2024-01-23T06:45:16,9.0,GH,,7407.0,134.0,81.0,51500.0,#fyp #trending #fypシ゚viral #blowthisup #goviral #シ゚viral ,False,,senemah_c,cordia_sn,,,,,,False
7339970766663994670,2024-02-26T12:55:34,5.0,US,"Work Wife Meets Real Wife, blacktiktok, meeting the work wife, work life, what is a work wife, husband energy",69700.0,2272.0,752.0,689800.0,Baby i dont know that man sorry to that damn man!! #blacktikok #blackgirltiktok #relatable #workhusband #workwife #blackcomedy #trendingsound #fy #fypシ ,False,,taharasaron,Tahara Saron,,,,,,False
7335914829049285893,2024-02-15T14:36:15,0.0,GH,,855.0,0.0,44.0,4445.0,💋post-birthday  POST💕,False,,mensatpof4v,Ceec🫶🏽,,,,,,False
7339643657013710085,2024-02-25T15:45:59,76.0,NG,"funny video, leg, India, funny videos laugh, Comedy Video, African Comedy, Funny Medical Videos, indian massage, indian head massaging, Funny Video Reaction",18600.0,3181.0,1541.0,583500.0,see someone that went to India for treatment #funnyvideo #foryou #africantiktok #india #viral ,False,,broda_bobby,broda bobby,,,,,,False
7333004208444067104,2024-02-07T18:21:42,9.0,FR,,20800.0,88.0,139.0,223500.0,,False,,manu_vss7,Manu🦁,,,,,,False
7322112495261338923,2024-01-09T09:56:34,167.0,US,"chymarron, chymarron captain skee yee, chymarron captain, chymarron captain reveal, chymarron captain account",228500.0,13300.0,4425.0,2400000.0,I done went to HR and everybody mad at me now #fyp ,False,,chymarron_official,Chymarron Official,,,,,,False
7326246871024930091,2024-01-20T13:19:57,7.0,US,"Afcon, Football, Football Player, football moments, National Football League, Football Chants, AFCON 2023, football voiceovers, Football Edits, South Africa",52600.0,603.0,1569.0,335300.0,Only in Africa 😂 #afcon #CAN #marshalldior #football #africantiktok #african ,False,,marshalldiorr,Marshalldior🩵,,,,,,False
7339990097648962822,2024-02-26T14:10:22,0.0,JM,"dance with you machel montano, Soca Music, caribbean tiktok, Caribbean Songs, Caribbean, Trinidad And Tobago, caribbean party",5500.0,76.0,24.0,42500.0,#soca #trini_tiktoks #machelmontano #caribbeantiktok #fyp #westindiantiktok #tobago #music ,False,,socaleaks,Soca Leaks,,,,,,False
7339671505921445163,2024-02-25T17:34:30,6.0,US,"Mini Fridge, creeper mini fridge, Frigidaire Mini Fridge, Mini Fridge Restocking, Cute Mini Fridge, husband in wall, To My Husband, husband energy, Mini Fridge Organization",153800.0,3941.0,2473.0,1100000.0,🤣🤣🤣🤣,False,,itscharislove,𝙲𝚑𝚊𝚛𝚒𝚜 🦋,,,,,,False
7339617729940573486,2024-02-25T14:05:52,88.0,US,"seela, seela made it out, Malta Travel, seela and father, seela's dad",46800.0,1507.0,841.0,200000.0,"Baby girl made it out, after losing her mom and baby brother 💔 #fyp #viral ",False,,jar_323,Jar323,,,,,,False
7339932583024758049,2024-02-26T10:27:13,10.0,GB,,338.0,0.0,4.0,2231.0,And boyyy when she starts chatting she nuh stop ,False,,mimiix98,🫧,,,,,,False
7336621968508161312,2024-02-17T12:20:22,13.0,GB,,13400.0,123.0,187.0,165000.0,draftyy wafty#fypシ゚viral #sass #jason #leeroy #real ,False,,jayzdidit7,bruce wayne🐐,,,,,,False
7335196598357527813,2024-02-13T16:09:09,113.0,GH,frimp,148900.0,18600.0,1881.0,2500000.0,,False,,frimp_0,FRIMP,,,,,,False
7331498036478086401,2024-02-03T16:57:13,32.0,AU,"stormzy laneway, stormzy, Street Festival, laneway festival 2024, Stormzy Festival 2023, big red boots, Stormzy And Maya Jama, Where Is Laneway Festival, aj tracey laneway, Festival in the USA",19600.0,482.0,141.0,145400.0,waiting all day for this view was worth it @STORMZY #lanewayfestival #stormzy ,False,,sunnysfc,sunny,,,,,,False
7338910807226387717,2024-02-23T16:22:12,18.0,GH,,18800.0,400.0,639.0,243300.0,,False,,symplyvee,@vee,,,,,,False
7335569750141078830,2024-02-14T16:17:31,0.0,US,"me without nails, me without nails vs me with nails, me with nails vs me without them, nail inspo, nails, valentines nails, Nails Art, Nail Filter, me without nails trend, Nails Before And After Transition",871600.0,14300.0,2363.0,3900000.0,#fyp #foryou #valentinesday #nails,False,,glf.isaac,Isaac💫,,,,,,False
7339735648896617771,2024-02-25T21:43:17,144.0,US,"Blac Chyna, wendy williams update 2024, wendy william, Wendy Williams Young, wendy williams passing out, angela white blac chyna, Wendy Williams Funny Moments, the wendy williams experience, blac chyna interview, Wendy Williams Iconic Moments",106900.0,1380.0,1256.0,1600000.0,Part 2 - Wendy Williams chats w/ Blac Chyna #wendywilliams #wendywilliamsshow #lifetime #lifetimemovies #lifetimedocumentary #lifeofdano #blacchyna #angelawhite ,False,,lifeofdano,LifeofDanO,,,,,,False
7339622747083001094,2024-02-25T14:24:52,22.0,KE,"perfect match ebru tv, John And Emma Perfect Match, Francesca Perfect Match, funny video, Perfect Match Show, perfect match, Funny Videos Laugh, Creating Wonders, The Perfect Match (2016), perfect match netflix",27400.0,1418.0,1378.0,380900.0,#fypシ゚viral🖤tiktok☆♡🦋myvideo #fypシ゚viral🖤tiktok☆♡🦋myvideo #trendingvideoviral #viralvideo #foryoupage #viral #fyppppppppppppppppppppppp #kenyantiktok #newvideo #kenyantiktok🇰🇪 #trending ,False,,.whatifoundontheinternet,Whatifoundontheinternet.,,,,,,False
7337100230829083947,2024-02-18T19:16:40,21.0,US,,2546.0,10.0,488.0,21800.0,"Like didnt una learn this in primary school? South-South is a geopolitical zone. It might not make cardinal sense, but it also makes no sense we were crammed into this country. Let people rep their cultural/geopolitical region paisisi 💀💀💀 #southsouthnigeria #bayelsa #riversstate #edostate #deltastate #akwaibom #crossriverstate #nigeriantiktok🇳🇬 ",False,,ijawse,Ijaw Cultural Page 🇳🇬,,,,,,False
7337725007306460422,2024-02-20T11:40:39,21.0,TW,"Grey Sweatpants, Grey Sweatpants Outfit, Black Compression Shirt Grey Sweatpants, Grey Sweatpants And Compression Shirt Outfits, grey sweatpants compression shirt, grey sweatpants print, Grey Sweatpants Style Inspo, Styling Grey Sweatpants",311500.0,2123.0,2879.0,1100000.0,Yoyoyouoyo #fyp ,False,,junan.di,宅,,,,,,True
7339313289786133806,2024-02-24T18:24:22,9.0,US,"ms netta and charles, ms netta charles, ms netta charles arguing, charles locked ms netta out, Siblings, Netta, charles open the door, charles ms netta arguing at the door, unlock the door, miss netta",97600.0,2126.0,630.0,669200.0,Imma kick the door down😁#mrsnetta #siblings #openthedoor #fy #fyp #relatable #funny #childhood ,False,,julesupdates0,julesupdates,,,,,,False
7339665501485911342,2024-02-25T17:11:04,65.0,US,"wren mom exploiting, leslie drowning scene, ryan and leslie, Always Watch Your Children, demps and whitney wren",2300000.0,38700.0,13900.0,18300000.0,#protectthechildren #drleslie ,False,,drlesliedobson,Dr. Leslie,,,,,,False
7325851464520191238,2024-01-19T11:45:15,9.0,GH,,11900.0,33.0,171.0,100800.0,She had the big bowl with all the meat too o 😂,False,,theleo_ailin,Ailin🖤,,,,,,False
7332979340591860997,2024-02-07T16:45:05,23.0,NG,,87500.0,289.0,945.0,443100.0,,False,,samuel_banks21,Samuelbanks🤴🖤,,,,,,False
7331281323438460166,2024-02-03T02:55:54,0.0,ZA,,353.0,1.0,0.0,10300.0,#SAMA28 #mtshali #thiclemon#foryoupageofficiall2024 #foryoupageofficiall #throwback #throwbacksongs ,False,,thiclemon31,samukelisiwe,,,,,,False
7339662611430067489,2024-02-25T16:59:37,9.0,GB,"gypsy roseblanchard727 divorces, Pregnant of TikTok, Cryptic Pregnancy, Gypsy Wedding",834200.0,3135.0,3925.0,7500000.0,"I got some question's for that woman, HOWS SHE DONE ALL THATS IN 2 MONTHS ? 😟 | #gypsyroseblanchard #gypsyrosepregnant #gypsyrosecase #gypsyrose #fypシ゚viral #foryoupage #foryou #xyzbcafypシ #fy ",False,,bobbi3.423,Bobbie,,,,,,False
7338899104363302149,2024-02-23T15:36:47,87.0,NG,"Seyi Vibez, bank of america seyi vibez, god sent seyi vibez, chance seyi vibez, bank of america, Afrobeats, Afrobeats Music, Afrobeats Songs, Vibe Songs, deja vu",29400.0,137.0,2180.0,203900.0,Whats your favorite seyi vibez song? Comment below #seyivibez #afrobeats #amapiano #dj #afrobeatdj #street #fyp #foryou #djkeywe #djkeywemix #seyivibez #dapper #tiktok #tiktoknigeria🇳🇬 #nigeria ,False,,djkeywe,Dj KeyWe,,,,,,False
7337124636607499562,2024-02-18T20:51:20,20.0,US,,4979.0,80.0,121.0,23200.0,#fyp #relatable #ghanatiktok🇬🇭 #africantiktok ,False,,itstrenddy,trenddy,,,,,,False
7332956180802850053,2024-02-07T15:15:12,15.0,GB,,53300.0,158.0,3253.0,338100.0,Super Eagles 🦅 be making us proud fr!!!🇳🇬🇳🇬 what a time to be alive 🇳🇬😍#fyp #im_christabel #afcon ,False,,im_christabel,Christabel💙🫶🏾,,,,,,False
7327309517195152672,2024-01-23T10:03:17,15.0,GB,"Jason, lee and jas, Leeroy Jenkins",28400.0,239.0,285.0,179200.0,yasss#fypシ #sass #jason #leeroy #fypシ゚viral ,False,,jayzdidit7,bruce wayne🐐,,,,,,False
7338063524901522694,2024-02-21T09:34:17,0.0,EG,,604.0,2.0,2.0,12100.0,Part 43 | #foryou #spotify #musicisdaway🇸🇸 #afrobeat ,False,,music_is_lifeee333,MUSIC IS LIFE 😩🎵,,,,,,False
7338150892354505989,2024-02-21T15:13:19,33.0,JM,"college, jamaica tiktok, Jamaica, college life",5443.0,45.0,51.0,46500.0,Last one fr🤞🏾 #jamaicacollege #fyppppppppppppppppppppppp #jamaicantiktok🇯🇲 #foryou #foryoupage #viralvideo #viraltiktok ,False,,deanz.8,Deans🥀,,,,,,False
7337419813897211168,2024-02-19T15:56:25,28.0,GB,"kira england case, kira england florida case, kira england, kira england florida, marlon maurice joseph, kira england florida sentencing, kira brabham case, kira england florida boyfriend",119100.0,788.0,6314.0,2100000.0,#fyp #foryoupage #foryou ,False,,chriseanrockjr,chriseanrockjr,,,,,,False
7335153300574178566,2024-02-13T13:21:09,129.0,NG,"nysc posting, NYC Soccer, NYC Tiktok Videos",33400.0,328.0,1865.0,251000.0,What in the name of posting is this😂💔🤦🏾‍♂️   #nysc  did me strong thing🤦🏾‍♂️😂😂 #viralvideo #fyp #funnyvideos ,False,,ewaszn,EWA,,,,,,False
7340010379818323242,2024-02-26T15:29:13,115.0,US,"gift, Unexpected Gift, Fundraiser Gifts, Reaction Gift, Gifts For Them, What Women Want, Couple Gift, Personalized Gifts, Thoughtful Gifts, Customized Gift",3874.0,116.0,162.0,22800.0,LIKEEEEEE WOTTICE DIS NONSENSE?!! #discussion #gifts #dating ,False,,ohwawa_,Ohwawa,,,,,,False
7336969482851601697,2024-02-18T10:48:54,22.0,BE,"kids visit to see dad, old dad, This Is The First Time My Dad Came Into My Room, happy father's dad, dad chats, Surprising My Family, my dad and my mom, Parents Of Tiktok",47100.0,187.0,591.0,879200.0,First time we saw eachother in 16 years ❤️#dad #fyp #foryou #gambian_tiktok🇬🇲🇬🇲 ,False,,marokepedebojang,marokepedebojang,,,,,,False
7339153420881857797,2024-02-24T08:03:38,70.0,NG,"paramount comedy, ninibillionz, Paramount, nino tiktok, Max And Nino, Comedy Theatre, Nino Sentimonster, Stand Up Comedy, 815 Paramount, Ysn Nino",66500.0,582.0,2216.0,1200000.0,Paramount once said #trendingchallenge #trending #fyp #fypシ #fypシ゚viral ,False,,paramountsplace,Paramountkomedy,,,,,,False
7339994262492319008,2024-02-26T14:26:32,0.0,BE,"Fashion Clothes, fashion inspo, Clothes, Fashion, Clothing Inspo, Clothing Outfit Ideas, Outfit Inspiration, Street Wear Outfit Ideas, Streetwear Clothing, Streetwear",10200.0,13.0,11.0,52100.0,#clothes #streetwear #fashioninspo #tiktok #fashion #style #closet #foryou #fashion #outfitideas #style #fashioninspiration #fashiontrends #fyp #fo,False,,ai.amy,Ai amy,,,,,,False
7339700358333074719,2024-02-25T19:26:33,9.0,US,"bibi, bam yang geng bibi, charlie park, bibi sugar rush live, charlie park bibi, bibi backup dancer, bibi kissing her fan, Bibi Speaking English, bibi kpop idol, kpop",535200.0,1621.0,419.0,2500000.0,watching bam yang gang and sugar rush back to back was crazy like hold awn ??? #bibi #kpop #kpopfyp #fyp ,False,,y8njins,NEWTOPIA B-SOTY,,,,,,False
7340026306261683499,2024-02-26T16:31:01,0.0,US,,85.0,0.0,2.0,949.0,I love this makeup style on her 😍😍 #Beyoncé #fyp ,False,,bey_devine,Bey_devine,,,,,,False
7317794628344859909,2023-12-28T18:40:43,7.0,NG,,9378.0,223.0,94.0,49800.0,Before you will slap me and say you were seeing red i can not die😂😂😂e#titkoknigeria🇳🇬🇳🇬😁😁🥱😁#iseered#egbamiooo#izjadine#cleanmydraft😁🙊 ,False,,.zuni_i,Clean my drafts,,,,,,False
