,abstract,lead_paragraph,pub_date,document_type,section_name,type_of_material,headline,keywords
0,The race for president is a proxy contest about national identity.,"TAIPEI, Taiwan — Can China extend its control over Taiwan as it has over Hong Kong? Beijing certainly wants to, judging by its many and varied efforts to influence the course of Taiwan’s politics, but the people of Taiwan won’t let it, apparently. Taiwan’s presidential election on Saturday, which essentially pits the incumbent Tsai Ing-wen (who has stood up to China) against Han Kuo-yu (who promotes close ties with the mainland), is also a proxy contest about Taiwan’s identity.",2020-01-11T00:00:09+0000,article,Opinion,Op-Ed,Taiwan’s Election is a Vote About China,"Politics and Government;Economic Conditions and Trends;Defense and Military Forces;Polls and Public Opinion;Foreign Investments;Voting and Voters;Communist Party of China;Han Kuo-yu;Ma Ying-jeou;Trump, Donald J;Tsai Ing-wen;Xi Jinping;China;Hong Kong;Taipei (Taiwan);Taiwan;United States"
1,"“It’s crazy that you could harm somebody like that,” said a neighbor in Queens.","It was hard to miss Maria Fuertes in her neighborhood. She was 92 years old and could be seen at all hours of day, shoulders hunched, slowly pushing her black cart filled with bottles and cans through the streets of South Richmond Hill, Queens. ",2020-01-11T00:06:14+0000,article,New York,News,She Was 92 and Loved Cats. An Attack Left Her Dead on the Street.,"Murders, Attempted Murders and Homicides;Elderly;Richmond Hill (Queens, NY)"
2,To say Sanders is unelectable is indefensible.,"“The first principle,” said Richard Feynman, “is that you must not fool yourself — and you are the easiest person to fool.”",2020-01-11T00:11:52+0000,article,Opinion,Op-Ed,Of Course Bernie Can Win,"Sanders, Bernard;Democratic Party;Presidential Election of 2020;Trump, Donald J;United States Politics and Government"
3,"Times reporters fielded questions from readers, covering topics like the chief justice’s role and the odds of a second impeachment.","In Thursday’s newsletter, we asked readers to send questions about the impeachment process. Within hours, our inbox was flooded with hundreds of responses. We read through them all, selected a few that seemed to come up frequently, and enlisted our colleagues to help answer them.",2020-01-11T00:20:10+0000,article,U.S.,News,"Your Impeachment Questions, Answered",Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry
4,A debate of how much blame the government bears for the downing of a Ukrainian jetliner threatens to destroy a moment of national solidarity.,"The American killing of a legendary Iranian general seemed for a moment to sweep away months of violent protests against corruption and misrule, drowning it all in nationalist outrage.",2020-01-11T00:20:42+0000,article,World,News,"Iran, United by Loss of General, Is Divided Over Plane Crash","Aviation Accidents, Safety and Disasters;Ukraine International Airlines Flight 752;United States International Relations;Boeing Company;Suleimani, Qassim;Iran"
5,"A presidency in crisis, a nation on the brink of war — and a White House press secretary who was largely out of sight.","It’s not every day that the White House press secretary is offered $200,000 to appear on camera and explain the president’s decisions — any of them — to the public.",2020-01-11T00:26:13+0000,article,Business Day,News,Stephanie Grisham: Trump’s Press Secretary Who Doesn’t Meet the Press,"Grisham, Stephanie;Trump, Donald J;News and News Media;United States Politics and Government"
6,She challenged privileged white parents to send their children to schools with predominantly black and Latino student bodies.,"Courtney Everts Mykytyn, a California activist who battled educational segregation by urging white parents like herself to send their children to public schools with largely black and Latino student bodies, died on Dec. 30 when she was struck by a car in Los Angeles. She was 46.",2020-01-11T00:38:51+0000,article,Education,Obituary (Obit),"Courtney Everts Mykytyn, Crusader for School Integration, Dies at 46","Everts Mykytyn, Courtney;Deaths (Obituaries);Education (K-12);Segregation and Desegregation;Minorities;Los Angeles (Calif);Integrated Schools (Nonprofit)"
7,The memento mori of two friends.,"Samuel Beckett, when asked one beautiful spring morning whether such a day did not make him glad to be alive, responded, “I wouldn’t go as far as that.” Life is a predicament, death the elephant at the horizon that looms larger as the years pass.",2020-01-11T00:38:59+0000,article,Opinion,Op-Ed,Two Deaths and My Life,"Just, Ward;Mehta, Sonny;Knopf, Alfred A, Inc;Books and Literature;Writing and Writers"
8,"The longest-serving Arab ruler, Qaboos pulled his nation from poverty and brokered quiet talks between global foes.","BEIRUT, Lebanon — Sultan Qaboos bin Said of Oman, who over nearly five decades in power transformed his Persian Gulf kingdom from an isolated enclave into a developed nation known for brokering quiet talks between global foes, has died, the Omani government announced on Saturday. He was 79. ",2020-01-11T00:47:18+0000,article,World,Obituary (Obit),"Sultan Qaboos, 79, Is Dead; Built Oman Into Prosperous Oasis of Peacemaking","bin Said, Qaboos;Deaths (Obituaries);Oman;Political Prisoners;Middle East and North Africa Unrest (2010- );United States International Relations"
9,Gov. Greg Abbott told the State Department that Texas would not accept refugees this year.,"WASHINGTON — Gov. Greg Abbott of Texas vetoed the resettlement of refugees in his state on Friday, turning a state that has traditionally been one of the most welcoming into the first to reject refugees under an executive order issued by President Trump. ",2020-01-11T01:07:21+0000,article,U.S.,News,"Texas Governor Shuts State to Refugees, Using New Power Granted by Trump","Refugees and Displaced Persons;Immigration and Emigration;Executive Orders and Memorandums;United States Politics and Government;Local Government;Abbott, Gregory W (1957- );Trump, Donald J;Texas"
10,The Community Reinvestment Act needs a renovation. The Trump administration instead is proposing a partial demolition.,"Banks don’t like lending in lower-income neighborhoods, even as they profit from deposits taken from those same communities. Since 1977, the Community Reinvestment Act has forced the issue, requiring banks to provide mortgages, small-business loans and other services in all areas where they operate.",2020-01-11T01:10:52+0000,article,Opinion,Editorial,Changing Rules to Help Bankers and Hurt Poor Neighborhoods,"Banking and Financial Institutions;Regulation and Deregulation of Industry;Community Reinvestment Act;Federal Reserve System;Office of the Comptroller of the Currency;Treasury Department;Brainard, Lael;Mnuchin, Steven T;Otting, Joseph M;Gruenberg, Martin J"
11,"The announcement comes as American and allied intelligence assessments have suggested that Iranian missiles brought down the plane, most likely by accident.","Iranian officials plan to meet with international investigators on Saturday and announce the cause of the Ukrainian jetliner crash near Tehran this week that killed all 176 aboard, Iran’s semiofficial Fars News Agency reported on Friday, capping a day of international recriminations.",2020-01-11T01:11:57+0000,article,World,News,Iran Is Expected to Announce Cause of Ukrainian Jet Crash,"Defense and Military Forces;Aviation Accidents, Safety and Disasters;Ukraine International Airlines Flight 752;United States International Relations;Missiles and Missile Defense Systems;Pompeo, Mike;Suleimani, Qassim;Trump, Donald J;Zelensky, Volodymyr;Iran;Ukraine"
12,"In a rare public filing, the bureau said it would extend wiretap changes to other tools for collecting data on suspected spies and terrorists.",WASHINGTON — A chastened F.B.I. told a secretive court on Friday that it was increasing training and oversight for officials who work on national security wiretap applications in response to problems uncovered by a scathing inspector general report last month about botched surveillance targeting a former Trump campaign adviser.,2020-01-11T01:24:06+0000,article,U.S.,News,"F.B.I. Apologizes to Court for Botching Surveillance of Trump Adviser, and Pledges Fixes","Surveillance of Citizens by Government;Russian Interference in 2016 US Elections and Ties to Trump Associates;Wiretapping and Other Eavesdropping Devices and Methods;Foreign Intelligence Surveillance Act (FISA);United States Politics and Government;Espionage and Intelligence Services;Inspectors General;Federal Bureau of Investigation;Justice Department;Boasberg, James E;Collyer, Rosemary M;Horowitz, Michael E;Page, Carter;Trump, Donald J;Wray, Christopher A"
13,"The coronavirus, which surfaced in the city of Wuhan, has put the region on alert, but there is no evidence that it can spread among humans.",HONG KONG — Chinese state media on Saturday reported the first known death from a new virus that has infected dozens of people in China and set off worries across Asia.,2020-01-11T01:41:56+0000,article,World,News,China Reports First Death From New Virus,"Wuhan (China);Coronavirus (2019-nCoV);China;SARS (Severe Acute Respiratory Syndrome);Epidemics;Viruses;Far East, South and Southeast Asia and Pacific Areas"
14,"The downing of an airliner near Tehran, apparently by an Iranian missile, has created a diplomatic crisis.","Like most Canadians, when I saw the first bulletins about a jetliner going down near Tehran’s airport, I had no inkling that the tragedy would reach Canada in a significant way. But it has been hard felt, particularly in Edmonton, from where I’m writing this week’s Canada Letter.",2020-01-11T01:42:11+0000,article,World,News,A Distant Missile Strike Spreads Grief Across Canada,
15,The National Labor Relations Board said the settlement with unionized broadcast technicians was the largest monetary remedy in its 84-year history.,"CNN has agreed to pay $76 million in back pay to settle allegations that it violated federal labor law when it replaced hundreds of unionized broadcast technicians more than 15 years ago, the National Labor Relations Board said Friday.",2020-01-11T01:49:00+0000,article,Business Day,News,CNN Agrees to Pay $76 Million to Settle Allegations It Violated Federal Labor Law,"Workplace Hazards and Violations;Organized Labor;Labor and Jobs;Communications Workers of America;National Assn of Broadcast Employees and Technicians;National Labor Relations Board;Perez, Thomas E;Des Moines (Iowa)"
