,abstract,lead_paragraph,pub_date,document_type,section_name,type_of_material,headline,keywords
0,"The decision by Justice Arthur F. Engoron is a major victory for Attorney General Letitia James in her lawsuit against Mr. Trump, effectively deciding that no trial was needed to determine that he had fraudulently secured favorable terms on loans and insurance deals.","The decision by Justice Arthur F. Engoron is a major victory for Attorney General Letitia James in her lawsuit against Mr. Trump, effectively deciding that no trial was needed to determine that he had fraudulently secured favorable terms on loans and insurance deals.",2023-09-27T00:14:11+0000,multimedia,U.S.,Interactive Feature,Read the Judge’s Ruling in the Trump Fraud Case,
1,A New York judge ruled that Donald J. Trump committed fraud by inflating the value of his assets and stripped the former president of control over some of his properties. Here is the judge’s legal reasoning.,,2023-09-27T00:28:08+0000,article,New York,News,Read the Judge’s Ruling in the Trump Fraud Case,"Decisions and Verdicts;Frauds and Swindling;Suits and Litigation (Civil);New York State Civil Case Against Trump (452564/2022);Attorneys General;Courts and the Judiciary;Politics and Government;Engoron, Arthur F;James, Letitia;Trump, Donald J;New York State;Trump Organization"
2,The leadership of the Writers Guild of America voted to end a 148-day strike. Members will start voting on the deal’s ratification next week.,"After 148 days on strike, television and movie writers will begin returning to work on Wednesday.",2023-09-27T00:42:30+0000,article,Business Day,News,TV and Movie Writers to Begin Returning to Work on Wednesday,Organized Labor;Strikes;Writing and Writers;Movies;Writers Guild of America;Television;ALLIANCE OF MOTION PICTURE AND TELEVISION PRODUCERS
3,"Pava LaPere, 26, had been heralded in the city as a rising businesswoman devoted to her community. Officials said the suspect, a sex offender released from prison last fall, was armed and dangerous.","The founder and chief executive of a Baltimore tech start-up who was acclaimed as a rising entrepreneur in the city was found dead on Monday, the police said, prompting a manhunt on Tuesday for a suspect considered to be armed and dangerous.",2023-09-27T01:21:12+0000,article,U.S.,News,Baltimore Police Search for Suspect in Killing of Tech C.E.O.,"LaPere, Pava;Fugitives;Murders, Attempted Murders and Homicides;Johns Hopkins University;Baltimore (Md);EcoMap Technologies;Billingsley, Jason Dean"
4,Scott Koenig puts silly thoughts to bed with a clever crossword.,Jump to: Today’s Theme | Tricky Clues,2023-09-27T02:00:08+0000,article,Crosswords & Games,News,"Talk, Talk, Talk",Crossword Puzzles
5,"Quotation of the Day for Tuesday, September 26, 2023.",“It was not enough for him to imprison me and send me into exile in addition to stigmatizing me as a terrorist and traitor.”,2023-09-27T03:42:59+0000,article,Corrections,Quote,"Quotation of the Day: In Nicaragua, ‘Traitors’ Lose Their Citizenship, and Now Their Houses",
6,"Corrections that appeared in print on Wednesday, Sept. 27, 2023.","An article on Sept. 7 about a missile strike on a street market in Kostyantynivka, Ukraine,  overstated what is known about the origin of the missile. While President Volodymyr Zelensky attributed the strike to Russia, which had shelled the town in recent months, evidence uncovered later suggests an errant Ukrainian missile may have hit the market. A spokesman for Ukraine’s armed forces said the country’s security service was investigating the episode.",2023-09-27T03:43:04+0000,article,Corrections,Correction,"Corrections: Sept. 27, 2023",
7,"The law, aimed at forcing social media giants to adopt new policies to curb harmful content, is expected to face blowback from Elon Musk, who owns X.","The Facebook page in Slovakia called Som z dediny, which means “I’m from the village,” trumpeted a debunked Russian claim last month that Ukraine’s president had secretly purchased a vacation home in Egypt under his mother-in-law’s name.",2023-09-27T04:00:11+0000,article,Technology,News,E.U. Law Sets the Stage for a Clash Over Disinformation,"Law and Legislation;Social Media;Rumors and Misinformation;Freedom of Speech and Expression;General Data Protection Regulation (GDPR);Censorship;Regulation and Deregulation of Industry;European Commission;Caputova, Zuzana;Slovakia;Europe"
8,The first matchup last month fueled momentum for Nikki Haley and a slide in standing for Ron DeSantis. What it didn’t do is diminish Donald Trump’s lead.,"Seven Republican presidential hopefuls not named Donald J. Trump will gather on Wednesday at the Ronald Reagan Presidential Library in Simi Valley, Calif., with the pressing task of securing second place in the Republican Party’s nominating race — and the ultimate mission of actually challenging the front-runner, Mr. Trump.",2023-09-27T04:01:13+0000,article,U.S.,News,Here’s what to watch for tonight.,"United States Politics and Government;Presidential Election of 2024;Debates (Political);Primaries and Caucuses;Republican Party;Reagan, Ronald, Presidential Library and Museum;Christie, Christopher J;DeSantis, Ron;Haley, Nikki R;Pence, Mike;Ramaswamy, Vivek (1985- );Scott, Timothy Eugene;Trump, Donald J"
9,"The nation’s current crisis can be traced back, in ways large and small, to the outsize personality of its longest-serving prime minister.","Flanked by two bickering ministers, Benjamin Netanyahu appeared to shrivel in his seat. It was late July in the Knesset, the last week before the summer recess, but there was no anticipatory buzz in the air. While lawmakers were preparing to vote, anti-government protesters, walled off from Parliament by newly installed barbed wire, chanted “Busha!” — “Shame!” ",2023-09-27T04:01:28+0000,article,Magazine,News,"Benjamin Netanyahu’s Two Decades of Power, Bluster and Ego","Netanyahu, Benjamin;Israel;International Relations;Israeli Settlements;Palestinians;Terrorism;Levin, Yariv (1969- );Iran;Netanyahu, Sara;Obama, Barack;Hasidism"
