,abstract,lead_paragraph,pub_date,document_type,section_name,type_of_material,headline,keywords
0,"Under the withering attacks, 165 people were killed in the past 24 hours, Gazan officials said, while Israel said it had destroyed the apartment of a Hamas leader.","Israeli forces clashed with Hamas militants across the Gaza Strip on Saturday, the Israeli military said, deepening its engagement in the decimated enclave even as the Palestinian death toll from relentless airstrikes in 12 weeks of war soared higher.",2023-12-31T00:00:18+0000,article,World,News,"Defying U.S. Pressure, Israel Deepens Gaza Assault","Israel-Gaza War (2023- );Defense and Military Forces;Palestinians;Civilian Casualties;Hamas;Netanyahu, Benjamin;Sinwar, Yehya;Gaza Strip;Israel;United States International Relations"
1,"While conditions in some areas were expected to ease on Saturday, rough conditions could continue elsewhere until Monday.","A third day of rain, coastal flooding and gigantic waves along parts of the California coast forced residents to evacuate and left streets and parking lots flooded on Saturday, though forecasters predicted that conditions would soon improve in some areas.",2023-12-31T01:05:13+0000,article,U.S.,News,Storms and High Waves Pummel California Coast for a Third Day,Weather;Floods;Tidal Waves and Tsunamis;Beaches;Evacuations and Evacuees;California;Surfing
2,"Our correspondents ventured to some of the world’s most remote, and dangerous, locales to report stories that reveal a country’s culture and the human condition. Here are our favorites from the year.","Bearing witness, at close range and often at great risk, is the essence of a dispatch, and in 2023, our correspondents filed 80 of them from 37 countries, capturing the human experience from almost every angle: the good, the bad and the wrenching.",2023-12-31T05:01:27+0000,article,World,News,The World in Stories: 13 Favorite Dispatches From 2023,"Israel-Gaza War (2023- );Two Thousand Twenty Three;AFGHANISTAN;Defense and Military Forces;Russian Invasion of Ukraine (2022);Afghanistan Earthquake (June 22, 2022);Animal Behavior;Photography;Politics and Government;Religion and Belief"
3,"Quotation of the Day for Sunday, December 31, 2023.","“This query came in today and it’s either brilliant or it’s bananas, because there’s a talking octopus.”",2023-12-31T06:16:12+0000,article,Corrections,Quote,Quotation of the Day: The Unusual Reach of ‘That Octopus Book’ Took Even Its Publisher by Surprise,
4,"Corrections that appeared in print on Sunday, Dec. 31, 2023.",“The Year’s Best Historical Fiction” on Dec. 10 referred imprecisely to James McBride’s novel “The Heaven & Earth Grocery Store.” It takes place between the 1920s and 1970s. It does not take place just in the 1950s.,2023-12-31T06:16:16+0000,article,Corrections,News,"Corrections: Dec. 31, 2023",
5,"A quick stop at the post office, a bright spot in the sky and more reader tales of New York City in this week’s Metropolitan Diary.",Dear Diary:,2023-12-31T08:00:22+0000,article,New York,News,"‘As I Got to the Front of the Line, a Man Approached Me From Behind’",New York City
6,"Apps that remotely track and control cars are being weaponized by abusive partners. Car manufacturers have been slow to respond, according to victims and experts.","After almost 10 years of marriage, Christine Dowdall wanted out. Her husband was no longer the charming man she had fallen in love with. He had become narcissistic, abusive and unfaithful, she said. After one of their fights turned violent in September 2022, Ms. Dowdall, a real estate agent, fled their home in Covington, La., driving her Mercedes-Benz C300 sedan to her daughter’s house near Shreveport, five hours away. She filed a domestic abuse report with the police two days later.",2023-12-31T08:00:24+0000,article,Technology,News,"Your Car Is Tracking You. Abusive Partners May Be, Too.",Automobiles;Privacy;Stalking (Crime);Mobile Applications;Cyberharassment
7,"Security guards have confiscated naloxone from bar and nightclub goers, even though city officials encourage people to carry the drug to save lives.","On a Thursday night last October, Ryan Carlos set off the metal detectors at the door of Brooklyn Steel, a popular music venue in Williamsburg. A security guard pulled him aside, patted him down and instructed him to turn out his pockets.",2023-12-31T08:00:25+0000,article,New York,News,An Overdose Antidote Becomes a Tricky Issue at Some Nightclubs,"Drug Abuse and Traffic;Bars and Nightclubs;Naloxone (Drug);Opioids and Opiates;Fentanyl;Bossa Nova Civic Club (Brooklyn, NY, Nightclub);Brooklyn Steel (Brooklyn, NY, Music Venue);Health and Mental Hygiene Department (NYC);OnPoint NYC (Nonprofit);Vasan, Ashwin;Bowery (Manhattan, NY);Brooklyn Navy Yard (Brooklyn, NY);New York City;Williamsburg (Brooklyn, NY)"
8,"After The New York Times announced that Ms. Bennett would become Wordle’s first editor, her life took a public turn. About a year later, she’s still getting used to it.","When Tracy Bennett sits down to play Wordle, she does so with a word of six — not five — letters in mind: Whimsy. She wants to approach the game with a bit of levity. So, she opens The New York Times Games app and taps into her intuition, five empty squares — each a chance for success — staring back at her.",2023-12-31T08:00:25+0000,article,Times Insider,News,Tracy Bennett Brings Whimsy to Wordle,"Wordle (Puzzle);Puzzles;Crossword Puzzles;Bennett, Tracy (Crossword Constructor);ANN ARBOR (MICH);Ezersky, Sam;Wardle, Josh;Spelling;Newspapers"
9,"As conventional forces struggle to break through defensive lines, both sides are increasingly turning to guerrilla tactics.","The saboteurs managed to place four explosives on a Russian freight train carrying diesel and jet fuel, roughly 3,000 miles from the Ukrainian border. But more important than the destruction of the train, Ukrainian intelligence officials said, was the timing of the blast.",2023-12-31T08:00:27+0000,article,World,News,"Ukraine, Stalled on the Front, Steps Up Sabotage, Targeting Trains",Ukraine;Russia;Russian Invasion of Ukraine (2022);Defense and Military Forces;Railroads;Espionage and Intelligence Services;Bridges and Tunnels
10,Feeling stuck on today’s puzzle? We can help.,"Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below.",2023-12-31T08:00:28+0000,article,Crosswords & Games,News,Spelling Bee Forum,Spelling Bee (Game)
11,In case you need some puzzle help.,"Good morning, dear connectors. Welcome to today’s Connections forum, where you can give and receive puzzle — and emotional — support.",2023-12-31T08:00:30+0000,article,Crosswords & Games,News,The Connections Companion,Crossword Puzzles;Connections (Game)
12,In case you need some puzzle help.,"Welcome to The Wordle Review. Be warned: This page contains spoilers for today’s puzzle. Solve Wordle first, or scroll at your own risk.",2023-12-31T08:00:45+0000,article,Crosswords & Games,News,Today’s Wordle Review,Wordle (Puzzle)
13,Mr. Salaam will take office 34 years after a wrongful prosecution for rape led to his spending nearly seven years in prison.,"Yusef Salaam stood at the front of the City Council Chamber in Lower Manhattan with his right hand raised and his left hand on the Quran that his mother gave him when he was 15 years old and standing trial for a crime he did not commit. Its pages, filled with notes and bookmarks, were kept intact by a cloth cover that Mr. Salaam made during nearly seven years in prison.",2023-12-31T08:00:47+0000,article,New York,News,He Was One of the Central Park Five. Now He’s Councilman Yusef Salaam.,"Salaam, Yusef;False Arrests, Convictions and Imprisonments;Central Park Jogger Case (1989);City Councils;City Council (NYC);Burns, Ken;DuVernay, Ava;Reyes, Matias;Santana, Raymond;Richardson, Kevin;McCray, Antron;When They See Us (TV Program)"
14,"In “Pure Wit,” Francesca Peacock makes a fresh case for the writer Margaret Cavendish’s place in the feminist canon.","Margaret Cavendish was an intrepid and prolific writer of the 17th century, who — despite the efforts of many scholars and enthusiasts — is now less well-known than her family’s namesake banana.",2023-12-31T10:00:17+0000,article,Books,Review,The Saucy Polymath Who Scandalized 17th-Century London,"Books and Literature;Pure Wit: The Revolutionary Life of Margaret Cavendish (Book);Peacock, Francesca;Cavendish, Margaret;Writing and Writers;Content Type: Personal Profile"
15,"After months of war and fleeing from one place to the next with family, Palestinian Poet Mosab Abu Toha crossed into Egypt. He describes his harrowing experience, including being stripped, beaten and detained by Israeli soldiers.","After months of war and fleeing from one place to the next with family, Palestinian Poet Mosab Abu Toha crossed into Egypt. He describes his harrowing experience, including being stripped, beaten and detained by Israeli soldiers.",2023-12-31T10:00:30+0000,multimedia,World,Video,‘You Carry Your Home With You’: A Palestinian Poet’s Journey Out of Gaza,Poetry and Poets;Palestinians;Israel-Gaza War (2023- );Refugees and Displaced Persons
16,"At a time when support for peace is at a low, conversations at Israel’s Hand in Hand schools about the Oct. 7 attack and the war in Gaza sound different than they do elsewhere.","In a classroom decorated with Hebrew and Arabic letters, a group of third graders — their eyes closed, their hands placed facing up on their laps — took a deep breath in unison.",2023-12-31T10:00:51+0000,article,World,News,"At These Schools, Arab and Jewish Students Share Their Feelings, With Each Other",Israel-Gaza War (2023- );Education (K-12);Jews and Judaism;Palestinians;Bilingual Education;Language and Languages;Religion and Belief;Children and Childhood;Teachers and School Employees
