,abstract,lead_paragraph,pub_date,document_type,section_name,type_of_material,headline,keywords
0,The Republican Party apparatus is undergoing a large cut with just eight months until the election.,"Days after allies took over the Republican National Committee, Donald J. Trump’s advisers are imposing mass layoffs on the party, with more than 60 officials, including senior staff members, laid off or asked to resign and then reapply for their jobs, according to two people familiar with the matter.",2024-03-12T00:03:05+0000,article,U.S.,News,"Trump Aides, Taking Over R.N.C., Order Mass Layoffs","Republican National Committee;Republican Party;United States Politics and Government;Presidential Election of 2024;Layoffs and Job Reductions;Trump, Donald J;Whatley, Michael (1968- )"
1,"ABC’s telecast of the 96th Academy Awards on Sunday drew 19.5 million viewers, according to Nielsen.",The comeback of live event TV continues.,2024-03-12T00:09:17+0000,article,Business Day,News,"‘Barbenheimer,’ and an Early Start, Boost Oscar Ratings to 4-Year High","Academy Awards (Oscars);Ratings (Audience Measurement);Awards, Decorations and Honors;Actors and Actresses;Box Office Sales;ABC Inc;Nielsen Media Research;Kimmel, Jimmy"
2,People spit out the word “Zionist” when they really seem to mean “Jew.”,"Every time I write, as I did last week, that I don’t think anti-Zionism is necessarily antisemitic, I get emails from Jewish readers that are angry, disappointed or sometimes simply baffled. “Israel is the political entity through which the Jewish people exercises its natural right of self-determination and control over its own fate,” said one typical recent message. “How is singling out the Jewish people to deprive it of those rights not antisemitic?”",2024-03-12T00:15:17+0000,article,Opinion,Op-Ed,Where Antisemitism and Anti-Zionism Collide,Israel;Gaza Strip;Zionism;Palestinians;Jews and Judaism;Israel-Gaza War (2023- );Anti-Semitism;Discrimination
3,"William J. Burns, the C.I.A. director, and Avril D. Haines, the director of national intelligence, described an increasingly dire situation.","Senior intelligence officials warned on Monday that without additional American aid, Ukraine faced the prospect of continued battlefield losses as Russia relies on a network of critical arms suppliers and drastically increases its supply of technology from China.",2024-03-12T00:25:33+0000,article,U.S.,News,Intelligence Officials Warn of Losses for Ukraine Without More U.S. Aid,"Russian Invasion of Ukraine (2022);Defense and Military Forces;Foreign Aid;United States International Relations;Espionage and Intelligence Services;Central Intelligence Agency;Defense Department;Burns, William J;Haines, Avril D;Russia;Ukraine"
4,"Working off ideas from Ryan Gosling and Greta Gerwig, the choreographer Mandy Moore created the crowd-pleasing number in days.","Sixty-two dancers. One week of cast rehearsals. Ncuti Gatwa, didn’t arrive until Friday. Slash showed up on Saturday.",2024-03-12T00:48:57+0000,article,Movies,News,How ‘I’m Just Ken’ Won the Oscars Without Winning an Actual Oscar,"Academy Awards (Oscars);Movies;Gosling, Ryan;Moore, Mandy;Liu, Simu;Barbie (Movie);I'm Just Ken (Song)"
5,The mannequin was dressed in a T-shirt that said “Let’s Go Brandon.” The county party chair said that “the mask was regrettable and removed.”,"Kansas Republicans are coming under fire for holding a fund-raiser on Friday evening at which attendees physically assaulted an effigy resembling President Biden, according to video footage shared on social media over the weekend.",2024-03-12T00:51:31+0000,article,U.S.,News,Attendees at Kansas G.O.P. Event Punch and Kick Mannequin Wearing a Biden Mask,Republican Party;United States Politics and Government;Presidential Election of 2024;Right-Wing Extremism and Alt-Right;Kansas
6,"Samples from an oil sheen in the Pacific Ocean off the coast of Huntington Beach, Calif., were more consistent with oil that seeps naturally.","An oil sheen that emerged last week in the Pacific Ocean off the Southern California coast does not appear to have been caused by an oil spill, officials with the U.S. Coast Guard said on Monday.",2024-03-12T01:10:12+0000,article,U.S.,News,"Southern California Oil Sheen Is Unlikely to Stem From Spill, Tests Indicate",United States Coast Guard;Huntington Beach (Calif);Offshore Drilling and Exploration
7,A new play by J.T. Rogers goes behind the scenes of the shady “news-gathering” that rocked Rupert Murdoch’s British media empire over a decade ago.,"“Corruption,” J.T. Rogers’s tantalizing new phone-hacking play, starts on Rebekah Brooks’s wedding weekend. In a village in the English countryside, the flame-haired power broker, one of Rupert Murdoch’s favorite tabloid editors, has drawn the cream of Britain’s political class to her celebration.",2024-03-12T02:00:07+0000,article,Theater,Review,"‘Corruption’ Review: Onstage, a Scandal’s Human Drama Is Muffled","Theater;Theater (Broadway);Lincoln Center Theater;Rogers, J T;Sher, Bartlett;Corruption (Play)"
8,Andrew Kingsley and Garrett Chalfin have a pitch-perfect puzzle for us.,Jump to: Today’s Theme | Tricky Clues,2024-03-12T02:00:08+0000,article,Crosswords & Games,News,Start of a Spell,Crossword Puzzles;Games
9,The company failed 33 of 89 audits during an examination conducted by the Federal Aviation Administration after a panel blew off an Alaska Airlines jet in January.,"A six-week audit by the Federal Aviation Administration of Boeing’s production of the 737 Max jet found dozens of problems throughout the manufacturing process at the plane maker and one of its key suppliers, according to a slide presentation reviewed by The New York Times.",2024-03-12T02:35:35+0000,article,U.S.,News,F.A.A. Audit of Boeing’s 737 Max Production Found Dozens of Issues,"Federal Aviation Administration;Boeing Company;Spirit AeroSystems Inc;AIRLINES AND AIRPLANES;Aviation Accidents, Safety and Disasters;ALASKA AIRLINES;Factories and Manufacturing;Regulation and Deregulation of Industry;United States Politics and Government"
10,"Patrick Milando, an accomplished French horn player, now splits his time between the orchestra pit and the cockpit, where he teaches budding pilots like he himself once was.",“It’s Never Too Late” is a series that tells the stories of people who decide to pursue their dreams on their own terms.,2024-03-12T04:00:13+0000,article,Business Day,News,It’s Never Too Late to Find a New Career (a Mile Above Your Old One),AIRLINES AND AIRPLANES;Pilots;Coronavirus (2019-nCoV);Classical Music;Careers and Professions;Content Type: Personal Profile;Metropolitan Opera
11,Aid is scarce and food prices are high. Three families shared their recent struggles to find something to eat.,Aid is scarce and food prices are high. Three families shared their recent struggles to find something to eat.,2024-03-12T04:01:01+0000,multimedia,World,Interactive Feature,The Daily Hunt for Food in Gaza,Israel-Gaza War (2023- );Famine;Gaza Strip;Israel;Palestinians;Food;Shortages;Food Insecurity;Humanitarian Aid;Refugees and Displaced Persons
12,"Increasing overseas sales of manufactured goods are helping China’s economy and creating employment, but countries from Europe to South Asia may lose jobs.","China’s factory exports are powering ahead faster than almost anyone expected, putting jobs around the world in jeopardy and setting off a backlash that is gaining momentum.",2024-03-12T04:01:10+0000,article,Business Day,News,China’s Exports Are Surging. Get Ready for the Global Backlash.,"International Trade and World Market;International Relations;Politics and Government;Factories and Manufacturing;Customs (Tariff);Economic Conditions and Trends;Banking and Financial Institutions;Foreign Investments;Layoffs and Job Reductions;Electric and Hybrid Vehicles;Wind Power;European Commission;European Union;National Development and Reform Commission (China);People's Bank of China;China;Europe;Germany;Far East, South and Southeast Asia and Pacific Areas;India;United States;South Korea;Vietnam"
