,abstract,lead_paragraph,pub_date,document_type,section_name,type_of_material,headline,keywords
0,The former president cited comments by the Russian leader to argue the 91 felony charges he is facing undermine the United States’ claim to be the world leader on democracy.,"Former President Donald J. Trump on Saturday invoked Vladimir V. Putin to support his case that the four criminal indictments he is facing are political payback, quoting the Russian president saying that the charges undercut the argument that the United States is an example of democracy for the world.",2023-12-17T00:04:11+0000,article,U.S.,News,"Trump, Quoting Putin, Declares Indictments ‘Politically Motivated Persecution’","Trump, Donald J;New York State Criminal Case Against Trump (71543-23);Georgia Criminal Case Against Trump (2020 Election);Federal Criminal Case Against Trump (2020 Election Case);Federal Criminal Case Against Trump (Documents Case);New Hampshire;Presidential Election of 2024;Putin, Vladimir V;Russia;Russian Interference in 2016 US Elections and Ties to Trump Associates;United States Politics and Government;Biden, Joseph R Jr"
1,"The vessel set off with 86 people on board, the International Organization for Migration in Libya said, and women and children were among those who died in the shipwreck.","More than 60 migrants drowned in a shipwreck off Libya, an international migrant agency said on Saturday, another chapter in the unrelenting toll in the Mediterranean Sea as people in Africa flee famine, conflict and other upheavals for distant shores.",2023-12-17T00:35:06+0000,article,World,News,"At Least 61 Migrants Drown Off Libya, Agency Says",Drownings;Maritime Accidents and Safety;Middle East and Africa Migrant Crisis;Libya;International Organization for Migration;Europe
2,"The nation has long been lauded for trying to do right by its Indigenous people, but a new government may force a reckoning of Māori affairs.","It is a rarity among nations that were once colonized: a country that widely uses its Indigenous language, where a treaty with its first peoples is mostly honored and where Indigenous people have permanent representation in the halls of power.",2023-12-17T02:06:51+0000,article,World,News,"In Rightward Shift, New Zealand Reconsiders Pro-Maori Policies","Politics and Government;Indigenous People;Maori;Treaties;New Zealand;Luxon, Christopher;Seymour, David Breen;Peters, Winston (1945- )"
3,There were reports of power outages and damage across Argentina’s capital as it was swept by the storm that earlier had a deadly impact on the port city of Bahía Blanca.,"A storm that has already killed at least 13 people in Argentina was making its way through Buenos Aires on Sunday morning, drenching the city and bringing heavy winds that led to reports of power outages and damage across the capital.",2023-12-17T03:38:19+0000,article,World,News,Storm Hits Buenos Aires After Killing at Least 13,ARGENTINA;Tornadoes;Weather;Ships and Shipping
4,He produced soaring installations of public art over a career that he said was shaped by attending the funeral of Emmett Till.,"Richard Hunt, a prolific sculptor whose towering metalwork became a mainstay of American public art, and whose 70-year career drew the attention of presidents from Lyndon B. Johnson to Barack Obama, died on Saturday at his home in Chicago. He was 88.",2023-12-17T03:52:51+0000,article,U.S.,Obituary (Obit),"Richard Hunt, Sculptor Who Transformed Public Spaces, Dies at 88","Hunt, Richard (1935-2023);Deaths (Obituaries);Art;Sculpture;Chicago (Ill);ART INSTITUTE OF CHICAGO;Midway Airport (Chicago, Ill);Museum of Modern Art;National Museum of African American History and Culture"
5,"Mr. Roe, who helped lead Never Back Down, the super PAC behind the Florida governor’s presidential campaign, resigned Saturday, the latest shake-up in the group.","Jeff Roe, the chief strategist for the leading super PAC supporting Gov. Ron DeSantis’s presidential bid, resigned on Saturday night, the latest and perhaps most significant departure from the group, which has been consumed by turmoil in recent weeks.",2023-12-17T04:14:22+0000,article,U.S.,News,"Jeff Roe, Top Strategist for Star-Crossed DeSantis Super PAC, Resigns","Never Back Down Inc;Roe, Jeffrey B (1970- );DeSantis, Ron;Presidential Election of 2024;Campaign Finance;Political Action Committees;United States Politics and Government"
6,"Corrections that appeared in print on Sunday, Dec. 17, 2023.","An article on Page 6 this weekend about a company trying to make the dance world more inclusive for plus-size dancers misidentifies the part of the Ailey organization where Akira Armstrong’s company, Pretty Big Movement, leads training workshops. It is Ailey Extension, not the Ailey School.",2023-12-17T04:52:07+0000,article,Corrections,News,"Corrections: Dec. 17, 2023",
7,"Quotation of the Day for Sunday, November 17, 2023.",“It is a buyout from death.”,2023-12-17T04:57:47+0000,article,Corrections,Quote,Quotation of the Day: ‘People Snatchers’ for Ukraine Use Harsh Tactics to Fill Ranks,
8,Answer grids for 2023 Puzzle Mania,Answer grids for 2023 Puzzle Mania,2023-12-17T07:18:30+0000,multimedia,U.S.,Interactive Feature,Puzzle Mania 2023 Answer Key,
9,"Enter either contest for a chance to win $1,000.",FIRST PRIZE,2023-12-17T07:23:34+0000,article,Crosswords & Games,News,Puzzle Mania 2023 Contest Rules,Crossword Puzzles;Contests and Prizes
10,This year’s Super Mega has 769 clues.,"This year’s Puzzle Mania features a 50 by 50 grid with TK entries. While the print issue provides a slip sheet with all the clues, we’ve reproduced it in digital form in case you lose it or want another way to solve. We suggest ctrl + f the number of the clue and A. or D. for across and down, respectively.",2023-12-17T07:28:10+0000,article,Crosswords & Games,News,Super Mega 2023 Clues,Crossword Puzzles
11,In case you need some puzzle help.,"Welcome to The Wordle Review. Be warned: This page contains spoilers for today’s puzzle. Solve Wordle first, or scroll at your own risk.",2023-12-17T08:00:05+0000,article,Crosswords & Games,News,Today’s Wordle Review,Wordle (Puzzle)
12,Feeling stuck on today’s puzzle? We can help.,"Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below.",2023-12-17T08:00:17+0000,article,Crosswords & Games,News,Spelling Bee Forum,Spelling Bee (Game)
13,In case you need some puzzle help.,"Good morning, dear connectors. Welcome to today’s Connections forum, where you can give and receive puzzle — and emotional — support.",2023-12-17T08:00:19+0000,article,Crosswords & Games,News,The Connections Companion,Crossword Puzzles;Connections (Game)
14,The small neighborhood on the border of Brooklyn and Queens has a colorful history but an uncertain future because of climate change.,"Snakes are not a typical concern for most New Yorkers. Yet this fall, Julisa Rodriguez nearly tripped over one in her backyard.",2023-12-17T08:00:24+0000,article,New York,News,"Snakes, Spores and Sewage: Life in the Neighborhood Called ‘the Hole’",Brooklyn (NYC);Queens (NYC);Floods;Sewers and Sewage;Real Estate and Housing (Residential);Global Warming;Urban Areas
15,"Seeking a soup recommendation, celebrating Walt Whitman and more reader tales of New York City in this week’s Metropolitan Diary",Dear Diary:,2023-12-17T08:00:24+0000,article,New York,News,‘I Wandered Into a Corner Restaurant in Hell’s Kitchen on a Sunday’,New York City
16,"The Windham Mountain Club, with $200,000 memberships, is looking to seize on the potential of luring the wealthy from New York City.","Windham Mountain, a ski resort just over two hours north of New York City, was in need of revamping. The lift lines were too long. The food and drink quality had declined.",2023-12-17T08:00:24+0000,article,New York,News,"A Ski Resort Rebrands as Ultraexclusive, and Some Locals Feel Left Out",Skiing;High Net Worth Individuals;Windham (NY);New York City;New York Metropolitan Area;Gentrification;Catskills (NYS Area)
17,"What made Sydney, the A.I.-powered chatbot, fall in love with a New York Times reporter? A hallucination, probably.","On Valentine’s Day this year, the reporter Kevin Roose had an unsettling interaction with the chatbot built into Microsoft’s A.I.-powered search engine, Bing.",2023-12-17T08:00:40+0000,article,Times Insider,News,"A.I. Chatbots, Hens and Humans Can All ‘Hallucinate’",Artificial Intelligence;Computers and the Internet;Psychedelic and Hallucinogenic Drugs;ChatGPT;Dictionary.com
18,"On a long-term assignment following wildland firefighters, Max Whittaker observed them struggling against walls of flames and grinding their morning coffee.","It was almost 1 a.m., and I was struggling to stay awake. For three days, I had followed the Tallac Hotshots while they worked on containing the Yeti fire near Happy Camp, Calif., and so far, this night shift had been quiet. On the dry, steep terrain of Klamath National Forest, crew members sat around their buggies reading or playing games on their phones. Their leaders monitored the changing fire and weather conditions.",2023-12-17T08:00:48+0000,article,Times Insider,News,A Photographer in Pursuit of the Moments Between Fires,Fires and Firefighters;Photography;Wildfires;Forests and Forestry;Forest Service;Klamath National Forest (Calif);California
19,Contestants’ wardrobes are more deliberate than you may think.,"Year after year, with each new crop of “Survivor” castaways, it’s easy to see that they’re meant to represent a familiar cross-section of archetypes.",2023-12-17T08:00:48+0000,article,Style,News,"Outwit, Outplay, Outdress: How Clothes Shape ‘Survivor’","Reality Television;Fashion and Apparel;Probst, Jeff;Survivor (TV Program);Bathing Suits and Swimwear"
20,"Six million have died, and more than six million are displaced after decades of fighting and the ensuing humanitarian crisis in the eastern region of the Democratic Republic of Congo, drawing in neighbors, mercenaries and militias. An upcoming election is inflaming tempers.","Artillery boomed, shaking the ground, as a couple scurried through the streets of Saké, their possessions balanced on their heads, in the embattled east of the Democratic Republic of Congo.",2023-12-17T08:01:03+0000,article,World,News,The Overlooked Crisis in Congo: ‘We Live in War’,"Congo, Democratic Republic of (Congo-Kinshasa);War and Armed Conflicts;March 23 Movement;Refugees and Displaced Persons;Tshisekedi, Felix;Elections;Goma (Congo, Democratic Republic of);Rwanda;Kagame, Paul;War Crimes, Genocide and Crimes Against Humanity;vis-photo"
21,McKinnon was self-deprecating and did not reprise any impersonations of politicians or celebrities. Billie Eilish was the musical guest.,"Given the kind of week, month and year that it’s been, you can consider it a Christmas gift of sorts that “Saturday Night Live” largely avoided topical comedy in its final new episode of 2023. Or perhaps it’s an unusual choice for an episode hosted by Kate McKinnon, who impersonated dozens of politicians and celebrities in her time on “S.N.L.,” but didn’t reprise them this week.",2023-12-17T09:38:36+0000,article,Arts,News,‘S.N.L.’ Hands Out Christmas Awards as Kate McKinnon Returns,"Television;Saturday Night Live (TV Program);McKinnon, Kate;Eilish, Billie"
22,"If companies want to leave Russia, the president is setting the terms — in ways that benefit his government, his elites and his war.","If companies want to leave Russia, the president is setting the terms — in ways that benefit his government, his elites and his war.",2023-12-17T09:53:44+0000,multimedia,World,Interactive Feature,How Putin Turned a Western Boycott Into a Bonanza,"Russia;Russian Invasion of Ukraine (2022);Putin, Vladimir V;Ukraine;Boycotts;Economic Conditions and Trends;Corporations"
23,"A man was abducted by a Chinese gang and forced to work in a scam operation. He gathered financial information, photos and videos and shared the material with The New York Times.","A man was abducted by a Chinese gang and forced to work in a scam operation. He gathered financial information, photos and videos and shared the material with The New York Times.",2023-12-17T09:54:29+0000,multimedia,World,Interactive Feature,7 Months Inside an Online Scam Labor Camp,Myanmar;China;Human Trafficking;Forced Labor;Southeast Asia;Thailand;Frauds and Swindling;Organized Crime;Kidnapping and Hostages;vis-video
24,Maybe it’s time to say goodbye to ADIEU?,"Millions of people play Wordle every day, and share, discuss and debate how they tried to win.",2023-12-17T10:00:11+0000,article,The Upshot,News,Seven Things We Learned Analyzing 515 Million Wordles,Wordle (Puzzle);Content Type: Service;English Language
25,"“Maybe economics is one way of starting to unify this country,” says the congressman, often mentioned as a possible 2028 presidential candidate.","“Maybe economics is one way of starting to unify this country,” says the congressman, often mentioned as a possible 2028 presidential candidate.",2023-12-17T10:00:18+0000,multimedia,Magazine,Interactive Feature,Rep. Ro Khanna Has a Reminder for Democrats: Americans Love Money,"Khanna, Ro;Democratic Party;United States Economy;Corporate Social Responsibility;United States Politics and Government;Computers and the Internet;Obama, Barack;Musk, Elon;Andreessen, Marc L"
26,"The decision by an arts journal to allow the famous artist to veto a historian’s essay about his work created “a chilling effect on the critical culture,” a journalism expert said.","It all began with the flowers, and the hands holding them aloft.",2023-12-17T10:00:20+0000,article,Arts,News,Jeff Koons Killed Her Review,"Art;Koons, Jeff;Freedom of the Press;The Brooklyn Rail (Newspaper);Golan, Romy;News and News Media;Writing and Writers;Sculpture;Bui, Phong (1964- );Perriand, Charlotte;Leger, Fernand"
