,abstract,lead_paragraph,pub_date,document_type,section_name,type_of_material,headline,keywords
0,"Reducing access to Al Aqsa, the sacred mosque compound in Jerusalem that has long been a flashpoint for tensions, may set off unrest, some Israelis warned.","The Israeli government was locked in debate on Monday on whether to increase restrictions on Muslims’ access to an important mosque compound in Jerusalem during the holy month of Ramadan, leading to predictions of unrest if the limits are enforced.",2024-02-20T00:43:20+0000,article,World,News,Israel May Put New Restrictions on Visiting Aqsa Mosque as Ramadan Nears,Al Aqsa Mosque (Jerusalem);Israel-Gaza War (2023- );Ramadan;Muslims and Islam;Houthis;Hamas;Jerusalem (Israel);Israel;Palestinians;United Nations;Gaza Strip;Mosques
1,Physicians say the government’s plan to admit more students to medical school ignores the real cause of doctor shortages: harsh conditions and low wages.,"Hundreds of interns and residents at major South Korean hospitals walked off the job on Tuesday, disrupting an essential service to protest the government’s plan to address a shortage of doctors by admitting more students to medical school.",2024-02-20T01:51:06+0000,article,World,News,"South Korean Doctors Walk Out, Protesting Plan to Increase Their Ranks",South Korea;Strikes;Health Care Workers;Doctors
2,The latest storm uprooted trees and collapsed part of California State Route 84.,The latest storm uprooted trees and collapsed part of California State Route 84.,2024-02-20T02:12:52+0000,multimedia,U.S.,Video,California Endures Flooding After Another Atmospheric River,California;Floods
3,Get live results and maps from the 2024 Pennsylvania legislature special election.,Get live results and maps from the 2024 Pennsylvania legislature special election.,2024-02-20T02:50:43+0000,multimedia,U.S.,,Pennsylvania State House 140th District Special Election Results,"internal-paywall-exempt;Elections, House of Representatives;Elections;Elections;Pennsylvania;Elections, State Legislature"
4,Robert S. Gard senses a novel opportunity.,Jump to: Today’s Theme | Tricky Clues,2024-02-20T03:00:09+0000,article,Crosswords & Games,News,Flight of Fancy,Crossword Puzzles;Games
5,"The international police organization has toughened oversight of its protocols, which autocrats have used to pursue dissidents. But the autocrats have adapted.","For years, strongmen and autocrats had a novel weapon in their hunt for political enemies. They used Interpol, the world’s largest police organization, to reach across borders and grab them — even in democracies.",2024-02-20T05:01:26+0000,article,World,News,"Strongmen Find New Ways to Abuse Interpol, Despite Years of Fixes","Interpol (International Criminal Police Organization);Police;International Relations;Politics and Government;Fugitives;Asylum, Right of;Political Prisoners;Stock, Jurgen (1959- );Kavanagh, Stephen James;Urquiza, Valdecy;Turkey;Belarus;Russia;Great Britain;Brazil;Human Rights and Human Rights Violations"
6,"Hong Kong residents are finding in Shenzhen, the mainland city next door, lower prices, better service and tasty cuisine.","Shuen Chun-wa, 81, and her husband hurried toward a green bus with two dozen other Hong Kong residents, dragging empty suitcases. They had purple tour stickers on their jackets and were headed to shop in Shenzhen, a bustling Chinese city that sits on the northern side of the border with Hong Kong.",2024-02-20T05:01:26+0000,article,Business Day,News,Spicy Food and Dental Implants: Low Prices Lure Hong Kongers to China,"Hong Kong;Shenzhen (China);Discount Selling;Shopping and Retail;International Relations;Politics and Government;Economic Conditions and Trends;Prices (Fares, Fees and Rates);Elderly;Budget Travel;Food"
7,Traders and strategists are thinking about all the ways that November’s election could alter the mood in markets.,"Nine months ahead of the presidential election, investors are already thinking about how financial markets might respond to the outcome of the vote, and how they should trade to prepare for it.",2024-02-20T05:01:43+0000,article,Business Day,News,Wall Street Is Already Placing Bets on the Biden-Trump Rematch,"Presidential Election of 2024;United States Politics and Government;Government Bonds;Stocks and Bonds;Interest Rates;International Trade and World Market;United States Economy;Federal Reserve System;Powell, Jerome H;Trump, Donald J;Biden, Joseph R Jr"
8,Officials hope an Olympic Village can transform a Paris suburb known for poverty and crime. But big plans have failed before.,"Parisians are already grumbling about the crowds for this summer’s Olympics. They envision sweaty tourists jamming the subway cars, making the hell of commuting even more, well, hellish. They are planning their summer escapes; at worst a “télétravail” schedule to work from home.",2024-02-20T05:01:52+0000,article,World,News,Can the Olympics Rejuvenate One of France’s Poorest Corners?,St Denis (France);Olympic Games (2024);Area Planning and Renewal;Poverty;Labor and Jobs;Suburbs;Infrastructure (Public Works);Urban Areas;Immigration and Emigration;Real Estate (Commercial);Public and Subsidized Housing;Real Estate and Housing (Residential);Affordable Housing;Paris (France)
9,"As an election looms, strongmen are finding new ways to use the international policing organization to pursue dissidents.","Interpol is the world’s largest police organization. It serves as a powerful bulletin board that governments and law enforcement agencies use to team up to pursue fugitives across the globe. At its best, it helps track down killers and terrorists.",2024-02-20T05:01:54+0000,article,World,News,4 Ways Autocrats Have Used Interpol to Harass Faraway Enemies,"Police;Passports;Extradition;Interpol (International Criminal Police Organization);Browder, William F"
10,"Julian Assange, the WikiLeaks founder, has been in prison for nearly 5 years, fighting a U.S. extradition order. A hearing is his last chance to be granted an appeal in Britain.","Since 2019, Julian Assange, the founder of WikiLeaks, has been held in a high security prison in southeast London while his lawyers fight a U.S. extradition order. Now, that particular battle may be nearing its end.",2024-02-20T05:02:12+0000,article,World,News,‘Beginning of the End’ as Assange Case Returns to Court,"Assange, Julian P;Great Britain;Classified Information and State Secrets;Extradition;WikiLeaks"
11,"The wife of Russia’s most famous opposition leader long shunned the spotlight, but his death in prison may make that impossible. “I have no right to give up,” she said.","It was August 2020, and Yulia Navalnaya, the wife of Russia’s most famous opposition leader, was striding through the battered, gloomy hallways of a provincial Russian hospital, looking for the room where her husband lay in a coma.",2024-02-20T05:02:13+0000,article,World,News,"Wife, Protector and Now Political Heir: Yulia Navalnaya Rallies Russians","Navalnaya, Yulia B;Russia;Navalny, Aleksei A;Political Prisoners;Putin, Vladimir V;Politics and Government;Deaths (Fatalities);Assassinations and Attempted Assassinations;audio-neutral-informative"
12,Aleksei Navalny’s widow keeps fighting.,"Yulia Navalnaya, the widow of the Russian opposition leader Aleksei Navalny, vowed to continue his fight against President Vladimir Putin’s autocratic rule.",2024-02-20T05:29:09+0000,article,Briefing,briefing,Tuesday Briefing,
13,"Quotation of the Day for Tuesday, February 20, 2024.","“This was always cosmetic. If signing a piece of paper was getting these companies into trouble, it’s no surprise they’re getting the hell out.”",2024-02-20T05:46:23+0000,article,Corrections,News,Quotation of the Day: More Wall Street Firms Are Flip-Flopping on Their Climate Pledges,
14,"Corrections that appeared in print on Tuesday, Feb. 20, 2024.","An article on Monday about European leaders’ growing concerns surrounding the threats posed by President Vladimir V. Putin of Russia misstated the day on which the widow of Aleksei A. Navalny spoke at the Munich Security Conference. It was Friday, not Thursday.",2024-02-20T05:46:47+0000,article,Corrections,Correction,"Corrections: Feb. 20, 2024",
15,My friend Aleksei’s dream of a beautiful Russia is immortal.,"It’s 2007, a warm, sunny spring day in Moscow. It’s my first rally, and I’m nervous. I’m 16, silly and shy, falling in love with courageous and loud people around me. I hear my quiet voice join others screaming, “Russia without Putin.” We lock our arms and together push the police out of the street. Russia could be free: It’s a new feeling for me. This is where I see Aleksei Navalny for the first time.",2024-02-20T06:00:13+0000,article,Opinion,Op-Ed,Putin Can’t Kill the Vision of the Future Navalny Gave Us,"Russia;Putin, Vladimir V;Navalny, Aleksei A;Pussy Riot;Deaths (Fatalities);Demonstrations, Protests and Riots;Politics and Government;Political Prisoners;Assassinations and Attempted Assassinations"
16,"Nicholas Jordan, 25, who was enrolled at the school, was arrested on murder charges in Colorado Springs.","A Michigan man was arrested on Monday on murder charges related to the fatal shooting of two people, one of them his roommate, in a dormitory at the University of Colorado campus in Colorado Springs, the police said.",2024-02-20T06:14:58+0000,article,U.S.,News,Student Arrested in University of Colorado Shooting That Killed Two,School Shootings and Armed Attacks;Colleges and Universities;University of Colorado;Colorado Springs (Colo)
17,This word has appeared in 73 articles on NYTimes.com in the past year. Can you use it in a sentence?,"The word telltale has appeared in 73 articles on NYTimes.com in the past year, including on Jan. 19 in “Test Yourself: Which Faces Were Made by A.I.?” by Stuart A. Thompson:",2024-02-20T07:00:02+0000,article,The Learning Network,News,Word of the Day: telltale,
18,"“I have much to learn,” Stewart said. “‘Disguise your deception and capitulation to power as noble and moral and based in freedom.’ Yes, master.”","Welcome to Best of Late Night, a rundown of the previous night’s highlights that lets you sleep — and lets us get paid to watch comedy. Here are the 50 best movies on Netflix right now.",2024-02-20T07:04:37+0000,article,Arts,News,Jon Stewart Takes Notes From Tucker Carlson’s Coverage of Russia,"Television;Stewart, Jon;The Daily Show with Trevor Noah (TV Program);Carlson, Tucker"
19,New satellites that orbit the Earth at very low altitudes may result in a world where nothing is really off limits.,"For decades, privacy experts have been wary of snooping from space. They feared satellites powerful enough to zoom in on individuals, capturing close-ups that might differentiate adults from children or suited sunbathers from those in a state of nature.",2024-02-20T07:59:31+0000,article,Science,News,When Eyes in the Sky Start Looking Right at You,your-feed-science;Albedo Space Corp;Satellites;Privacy;Human Rights and Human Rights Violations;Computer Vision;Start-ups;Cameras
20,Feeling stuck on today’s puzzle? We can help.,"Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below.",2024-02-20T08:00:04+0000,article,Crosswords & Games,News,Spelling Bee Forum,Spelling Bee (Game);Crossword Puzzles
21,In case you need some puzzle help.,"Welcome to The Wordle Review. Be warned: This page contains spoilers for today’s puzzle. Solve Wordle first, or scroll at your own risk.",2024-02-20T08:00:10+0000,article,Crosswords & Games,News,Today’s Wordle Review,Wordle (Puzzle);Crossword Puzzles
22,"Fleeing political persecution, a family hoped the United States would take them in. After the city evicted them, they questioned whether they should have come.","On the last day of 2023, Thierno Sadou Barry walked from his homeless shelter near Times Square to Harlem, looking to buy inexpensive suitcases he could fill up with all his possessions.",2024-02-20T08:00:25+0000,article,New York,News,"Their Asylum Case Seems Strong. But Instead of Hope, They Feel Despair.","Asylum, Right of;Homeless Persons;Female Genital Mutilation;Homeless Services Department (NYC);Guinea;New York City;Immigration Detention"
23,In case you need some puzzle help.,"Good morning, dear connectors. Welcome to today’s Connections forum, where you can give and receive puzzle — and emotional — support.",2024-02-20T08:00:29+0000,article,Crosswords & Games,News,The Connections Companion,Crossword Puzzles;Connections (Game)
24,The lack of diapers has led some desperate parents to use plastic bags.,The lack of diapers has led some desperate parents to use plastic bags.,2024-02-20T09:20:43+0000,multimedia,World,Video,Gazan Tailors Repurpose Covid Gear to Meet Diaper Demand,Diapers;Rafah (Gaza Strip);Israel-Gaza War (2023- );Shortages;Parenting
25,A martial arts master traces the evolution of lion dancing mapped through his path to teaching.,A martial arts master traces the evolution of lion dancing mapped through his path to teaching.,2024-02-20T09:55:01+0000,multimedia,Opinion,Video,To Become a Lion,"Lunar New Year;Dancing;Martial Arts;Sydney (Australia);Powerhouse Museum (Sydney, Australia)"
26,"Whether you loved it or loathed it as a kid, the exercises can still be a revealing measure of health — now that no one’s forcing you to do them.","If you went to an American public school between 1966 and 2012, you probably have memories of sweating through the Presidential Physical Fitness Test — a gym-class gantlet that involved a mile run, sit-ups, pull-ups (or push-ups), a sit-and-reach and a shuttle run.",2024-02-20T10:00:17+0000,article,Well,News,Could You Pass the Presidential Physical Fitness Test Today?,Exercise;Content Type: Service;Physical Education and Training;Education (K-12)
27,"When a two-week, high-pressure window of cold, clear weather froze lakes south of Anchorage, adventurous skaters, including our writer, were ready.",I’d been waiting for months when I finally got the call from Alaska last March: Wild ice was on.,2024-02-20T10:00:19+0000,article,Travel,News,"In Alaska, the Rare Thrill of ‘Wild’ Ice Skating",Glaciers;Ice Skating;Travel and Vacations;Lakes;ALASKA;Kenai Peninsula (Alaska)
28,"In “Remembering Peasants,” the historian Patrick Joyce presents a stirring elegy for a vanishing culture.","In 1970, when John Lennon wanted to denounce the bourgeoisie in his angry song “Working Class Hero,” he delivered the ultimate insult: “You’re still [expletive] peasants as far as I can see.”",2024-02-20T10:00:40+0000,article,Books,Review,A Love Song to His Roots,"Books and Literature;Agriculture and Farming;Labor and Jobs;Joyce, Patrick (1945- );Europe"
29,Developers are transforming clusters of old homes into micro restaurants to cater to the needs of surrounding neighborhoods.,"Nestled in the dense, residential Los Angeles neighborhood of Victor Heights, a tightly packed plot of Craftsman and Victorian homes has stood the test of time, serving as single-family residences in one of the city’s oldest neighborhoods.",2024-02-20T10:00:41+0000,article,Business Day,News,Culinary Hubs Put a Twist on Home Cooking,Real Estate and Housing (Residential);Restaurants;Historic Buildings and Sites;Area Planning and Renewal;Real Estate (Commercial);Small Business
30,The artist Michaela Stark’s new line highlights body parts women have been conditioned to hide.,It has been a while since a little belly pooch had fashion appeal.,2024-02-20T10:00:54+0000,article,Style,News,Shape-Shifting Lingerie for All Body Shapes,"Fashion and Apparel;Lingerie and Underwear;Performance Art;Content Type: Personal Profile;Milan Fashion Week;Stark, Michaela (Artist);Milan (Italy)"
31,"In “Out of the Darkness,” Frank Trentmann details the way people in the country that started World War II are still confronting and atoning for the atrocities of their government.","“Stalingrad” is what Germans talked about as they settled down for coffee and cake on Sunday afternoons in the first five decades after World War II — the “bitter fate” of prisoners in Soviet camps, the five million German soldiers who lost their lives in the wider conflict, and the widows and orphans they left behind. They brought up “Dresden” and the 20 million people who had lost their homes in the Allied bombing. Almost every family told stories of one of the 12 million refugees who fled the Red Army’s advance or had been expelled from the eastern territories, from Breslau, Danzig and Königsberg. One after another, they followed paths of self-pity.",2024-02-20T10:01:07+0000,article,Books,Review,"Ukraine, Gaza and the Long Shadow of German Guilt","Books and Literature;Politics and Government;International Relations;World War II (1939-45);Holocaust and the Nazi Era;Israel-Gaza War (2023- );Russian Invasion of Ukraine (2022);Jews and Judaism;Middle East and Africa Migrant Crisis;Out of the Darkness: The Germans, 1942-2022 (Book);Trentmann, Frank;Germany;East Germany"
32,"A day with Brett Heyman, the designer who is trying to push the legal cannabis market in a more stylish, sunny direction.","Two weeks ago, an accessories designer named Brett Heyman sold weed, legally, for the first time in New York City.",2024-02-20T10:01:12+0000,article,Style,News,"Selling Weed, but Making It Fashion","Heyman, Brett (Designer);Edie Parker (Fashion Label);Cannabis Foods and Products;Marijuana;Content Type: Personal Profile;Fashion and Apparel;New York City"
33,Forcing Indigenous people out of protected areas they help manage and rely on is not the way to achieve biodiversity and climate goals.,"Over 600,000 tourists travel to Tanzania’s Ngorongoro Conservation Area each year, and many will catch a glimpse of the Great Migration: the famed trek of more than one million wildebeests and thousands of zebras, gazelles and other animals crossing over the Mara River into Kenya and back. Yet the Tanzanian government believes it can attract many more tourists seeking the safari adventure of a lifetime: five million by 2025, bringing $6 billion with them per year, according to a recent plan.",2024-02-20T10:02:07+0000,article,Opinion,Op-Ed,Kicking Native People Off Their Land Is a Horrible Way to Save the Planet,Biodiversity;Indigenous People;Conservation of Resources;Land Use Policies;Eco-Tourism
34,Eighteen openings in two months will drive everyone crazy. But maybe there should be even more.,"Broadway is the pinnacle of the commercial theater, a billion-dollar cultural enterprise and a jewel of New York City. So why is it run like a Christmas tree farm?",2024-02-20T10:02:08+0000,article,Theater,News,Broadway’s Crunchtime Is Also Its Best Life,"Theater;Theater (Broadway);Theater (Off Broadway);New York City;An Enemy of the People (Play);Cabaret (Play);Doubt (Play);Hell's Kitchen (Play);Lempicka (Play);Mary Jane (Play);Mother Play (Play);Stereophonic (Play);Suffs (Play);The Great Gatsby, A New Musical (Play);The Heart of Rock and Roll (Play);The Notebook (Play);The Outsiders (Play);The Wiz (Play);Uncle Vanya (Play);Water for Elephants (Play)"
35,"When war broke out in Gaza on Oct.7, Motaz Azaiza, a Palestinian photographer, turned his camera to covering pain and loss in a territory under siege. In doing so, he attracted millions of followers — documenting the war while also trying to survive it.","When war broke out in Gaza on Oct.7, Motaz Azaiza, a Palestinian photographer, turned his camera to covering pain and loss in a territory under siege. In doing so, he attracted millions of followers — documenting the war while also trying to survive it.",2024-02-20T10:02:09+0000,multimedia,World,Video,Motaz Azaiza Captured Gaza’s Suffering. But ‘Nothing Changed.’,Israel-Gaza War (2023- );Israel;Gaza Strip;Palestinians;Social Media;Committee to Protect Journalists;Civilian Casualties;Refugees and Displaced Persons;Humanitarian Aid
36,"Both a ceremonial custom and a dynamic sport, lion dancing is a cultural practice that spans generations and continents.","I was born in Sydney, Australia, as the only child of parents who immigrated from China with little financial security or knowledge of English. I spent most of my childhood in Sydney’s Chinatown, by my mother’s side during school holidays as she worked the checkout at a Chinese supermarket.",2024-02-20T10:02:13+0000,article,Opinion,Op-Ed,To Become a Lion,"Documentary Films and Programs;Lunar New Year;Dancing;Martial Arts;Sydney (Australia);Powerhouse Museum (Sydney, Australia);China"
