,abstract,lead_paragraph,pub_date,document_type,section_name,type_of_material,headline,keywords
0,"The U.S. secretary of state made two unannounced visits on Sunday, the first to the Israeli-occupied West Bank and the second to Baghdad.","Secretary of State Antony J. Blinken, in visits to both the West Bank and Iraq, sought to reassure Palestinian leaders on Sunday that the United States was committed to minimizing harm to civilians under fire in the Gaza Strip from Israel and to warn Iran not to jump into the conflict.",2023-11-06T00:00:17+0000,article,World,News,Blinken Meets With Palestinian and Iraqi Leaders in Bid to Contain Gaza War,"Israel-Gaza War (2023- );Civilian Casualties;Palestinian Authority;Blinken, Antony J;ABBAS, MAHMOUD;Israel;West Bank;Iraq;Hamas;Sudani, Mohammed Shia al-;International Relations;Palestinians"
1,The authorities opened the inquiry after an Arab Muslim student said that a driver struck him with an S.U.V. as he walked on campus.,The authorities have opened a hate crime investigation into the report of a hit-and-run on Friday that left an Arab Muslim student injured at Stanford University.,2023-11-06T04:23:41+0000,article,U.S.,News,Report of Hit-and-Run at Stanford Prompts Hate Crime Inquiry,Hate Crimes;Colleges and Universities;Israel-Gaza War (2023- );Muslim Americans;Hit-and-Run Drivers;Palestinians;Stanford University;California;Santa Clara County (Calif)
2,"Policymakers, wary of inciting reckless borrowing in real estate, are instead investing heavily in factories and trying to help indebted local governments.","China’s political leaders, under pressure to support the country’s fragile recovery, are slowly steering the economy on a new course. No longer able to rely on real estate and local debt to drive growth, they are instead investing more heavily in manufacturing and increasing borrowing by the central government.",2023-11-06T05:01:14+0000,article,Business Day,News,"More Semiconductors, Less Housing: China’s New Economic Plan",Real Estate and Housing (Residential);Factories and Manufacturing;Politics and Government;Foreign Investments;Economic Conditions and Trends;International Trade and World Market;People's Bank of China;National Development and Reform Commission (China);China
3,"Afghanistan’s cricket team has won big games and many fans in an international competition, in a stark contrast to the pariah status of its government.",The national flag they play under no longer exists officially. The anthem they stand for at the beginning of every game belongs to a republic that was toppled two years ago.,2023-11-06T05:01:42+0000,article,World,News,Cricket Gives a Nation Bowed by Violence a Reason to Stand Tall,"AFGHANISTAN;Cricket (Game);Taliban;Khan, Rashid (1998- );Politics and Government;Refugees and Displaced Persons"
4,Here’s what you need to know.,"The Israeli military announced that its forces had fully encircled Gaza City and were carrying out “a significant operation” in the Gaza Strip late yesterday, as the entire enclave was plunged into the same kind of widespread communications blackout that cut it off from the world during Israel’s initial ground invasion 10 days ago.",2023-11-06T05:48:37+0000,article,Briefing,briefing,Monday Briefing,
5,The winning 2020 Biden coalition is at risk of fracturing.,"The savage terrorist attack on Israel and the ensuing war in Gaza are spurring many young Americans to engage with the political moment at a heightened intensity that could, ultimately, influence the 2024 presidential race. President Biden is offering plentiful support to Israel, though with more words of caution recently. Yet according to multiple recent polls, fewer than a quarter of young voters — who were crucial to Democratic victories in 2020 and overperformance in 2022 — approve of the way that the president is handling the response to the war between Israel and Hamas.",2023-11-06T06:00:08+0000,article,Opinion,Op-Ed,Joe Biden Is in Trouble,"Presidential Election of 2024;Youth;Israel-Gaza War (2023- );Polls and Public Opinion;Palestinians;United States International Relations;Biden, Joseph R Jr;Democratic Party;Trump, Donald J;Gaza Strip;Israel;West, Cornel;Kennedy, Robert F Jr"
6,The country music show airs for the 57th year. Showtime airs a new show with Nathan Fielder and Emma Stone.,"Between network, cable and streaming, the modern television landscape is a vast one. Here are some of the shows, specials and movies coming to TV this week, Nov. 6-Nov. 12. Details and times are subject to change.",2023-11-06T06:00:15+0000,article,Arts,News,What’s on TV This Week: The Annual CMA Awards and ‘The Curse’,Television;Movies
7,This word has appeared in 25 articles on NYTimes.com in the past year. Can you use it in a sentence?,"The word bafflement has appeared in 25 articles on NYTimes.com in the past year, including on Oct. 24 in “Is Roz Chast ‘Terrible at Decorating’? You Decide” by Joanne Kaufman:",2023-11-06T07:00:02+0000,article,The Learning Network,News,Word of the Day: bafflement,
8,"Quotation of the Day for Monday, November 6, 2023.",“I’m so happy to have a schedule again.”,2023-11-06T07:03:55+0000,article,Corrections,Quote,"Quotation of the Day: In Arizona, New Shot at Finding the Truth About Love",
9,"No corrections appeared in print on Monday, Nov. 6, 2023.","Errors are corrected during the press run whenever possible, so some errors noted here may not have appeared in all editions.",2023-11-06T07:05:14+0000,article,Corrections,News,"No Corrections: Nov. 6, 2023",
10,In case you need some puzzle help.,"Welcome to The Wordle Review. Be warned: This page contains spoilers for today’s puzzle. Solve Wordle first, or scroll at your own risk.",2023-11-06T08:00:02+0000,article,Crosswords & Games,News,Today’s Wordle Review,Wordle (Puzzle)
11,Feeling stuck on today’s puzzle? We can help.,"Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below.",2023-11-06T08:00:08+0000,article,Crosswords & Games,News,Spelling Bee Forum,Spelling Bee (Game)
