,abstract,lead_paragraph,pub_date,document_type,section_name,type_of_material,headline,keywords
0,Wall Street’s new favorite is far from a populist.,"It feels like years ago, but actually only a few months have passed since many big Republican donors seemed to believe that Ron DeSantis could effectively challenge Donald Trump for the Republican nomination. It has been an edifying spectacle — an object lesson in the reality that great wealth need not be associated with good judgment, about politics or anything else.",2023-11-28T00:00:09+0000,article,Opinion,Op-Ed,Nikki Haley Is Coming for Your Retirement,"Republican Party;Presidential Election of 2024;Social Security (US);Income Inequality;Income Tax;Retirement;Haley, Nikki R;DeSantis, Ron"
1,The New York schools chancellor promised disciplinary action but also called for understanding students’ viewpoint after hundreds at a Queens high school protested against a Jewish teacher.,"New York City officials are investigating after hundreds of Queens high school students protested against a pro-Israel teacher, who was moved to another part of the building during the demonstration, the schools chancellor said Monday.",2023-11-28T00:19:39+0000,article,New York,News,"After Students Target Pro-Israel Teacher, Officials Try to Quell Outrage","Education (K-12);Demonstrations, Protests and Riots;Teachers and School Employees;Palestinians;Israel-Gaza War (2023- );Jews and Judaism;Social Media;Threats and Threatening Messages;Education Department (NYC);Hillcrest High School (Queens, NY);Banks, David C (1962- );Katz, Melinda R;Gennaro, James F;Hillcrest (Queens, NY);Jamaica (Queens, NY);New York City"
2,"Quotation of the Day for Tuesday, November 28, 2023.","“When we meet them, we start with small chitchat while offering some snacks and coffee. We don’t go all alpha like the men, thus the situation never heightens.”",2023-11-28T00:41:31+0000,article,Corrections,Quote,"Quotation of the Day: As Rangers, Indonesian Women Guard the Forest They Live In",
3,"The retailer, founded in China, filed confidentially to take the company public in the U.S., a person familiar with the plans said.","Shein, the ultrafast-fashion retailer founded in China more than a decade ago, has filed confidentially for an initial public offering in the United States, according to a person familiar with the plans for the deal, who was not authorized to speak publicly about it.",2023-11-28T01:17:03+0000,article,Business Day,News,"Shein, the Fast-Fashion Giant, Is Said to Have Filed for an I.P.O.",Shopping and Retail;Fashion and Apparel;Forced Labor;Uighurs (Chinese Ethnic Group);Initial Public Offerings;Shein (Fashion Label);China;United States
4,You may detect shades of poetry in Gia Bosko’s puzzle.,Jump to: Today’s Theme | Tricky Clues,2023-11-28T03:00:11+0000,article,Crosswords & Games,News,Not Quite on Time,Crossword Puzzles;Games
5,The movie prize season kicks off with honors for the A24 drama and for the star of “The Unknown Country” (who’s better known for “Killers of the Flower Moon”).,"“Past Lives,” the elegiac drama about a young Korean immigrant and the romantic path not taken, won best feature at the 33rd annual Gotham Awards, which were handed out Monday night at Cipriani Wall Street in New York.",2023-11-28T03:00:37+0000,article,Movies,News,‘Past Lives’ and Lily Gladstone Win Big at the Gotham Awards,"Movies;Gladstone, Lily;Melton, Charles (1991- );Anatomy of a Fall (Movie);Four Daughters (Movie);May December (Movie);Past Lives (Movie);The Unknown Country (Movie)"
6,"The plan would put Yellow back on the road with thousands of unionized drivers, but would force the government to wait longer for a loan repayment.","When Yellow abruptly shuttered its operations in the summer and filed for bankruptcy protection, few thought that a buyer would emerge and try to revive the long-troubled trucking giant.",2023-11-28T04:58:13+0000,article,Business Day,News,"New Bidder Aims to Save Bankrupt Trucking Firm, if Creditors Go Along","Trucks and Trucking;Labor and Jobs;YRC Worldwide Inc;International Brotherhood of Teamsters;Treasury Department;Freight (Cargo);Bankruptcies;Federal Aid (US);Jack Cooper Transport Co Inc;Riggs Amico, Sarah"
7,Effective drugs that have made the disease curable have yet to reach most  of the region.,"For seven years, Sulemana Musah put almost every bit of money that came his way into his war with hepatitis C.",2023-11-28T05:00:41+0000,article,Health,News,Egypt Wiped Out Hepatitis C. Now It Is Trying to Help the Rest of Africa.,Hepatitis;Medicine and Health;International Relations;Developing Countries;World Health Organization;AFRICA;Egypt;Ghana;your-feed-healthcare;your-feed-science
8,"The electric carmaker sued the agency to deliver license plates for its cars, the latest escalation as a labor fight enters its second month.","Tesla sued Sweden’s Transport Agency on Monday over a strike by postal workers that has blocked delivery of license plates for Tesla cars, the latest escalation of a widening battle between Sweden’s labor unions and the U.S. manufacturer of electric vehicles.",2023-11-28T05:01:30+0000,article,Business Day,News,Tesla Sues Swedish Transport Agency in Dispute Over License Plates,"Tesla Motors Inc;Sweden;Musk, Elon;Strikes;Electric and Hybrid Vehicles;Automobile Registration and License Plates;Organized Labor;Suits and Litigation (Civil);Automobiles"
9,The strategies used by the Indigenous community policing alternative are in stark contrast to more muscular tactics pitched by the incoming government.,"As tempers flared on a recent evening in a nightlife district in Auckland, New Zealand’s largest city, Joanne Paikea sensed an altercation — or even an arrest — brewing.",2023-11-28T05:01:45+0000,article,World,News,"In New Zealand’s Crackdown on Crime, What Part Can Maori Wardens Play?","New Zealand;Crime and Criminals;Politics and Government;Youth;National Party (New Zealand);Luxon, Christopher"
10,Longevity drugs for our canine companions are moving closer to reality. They also raise questions about what it might mean to succeed.,"The life of a pet dog follows a predictable trajectory. Over time, the floppy-eared puppy that keeps falling asleep in his food bowl will become a lanky-legged adolescent with an insatiable interest in squirrels — before eventually settling into adulthood as a canine creature of habit, with a carefully chosen napping location and a well-rehearsed greeting ritual.",2023-11-28T05:01:45+0000,article,Science,News,Could a Drug Give Your Pet More Dog Years?,your-feed-science;your-feed-animals;Pets;Dogs;Clinical Trials;Drugs (Pharmaceuticals);Veterinary Medicine;Longevity;Loyal (Cellular Longevity Inc);Food and Drug Administration;Regulation and Deregulation of Industry
11,"Chinese families are sending money overseas, a sign of worry about the country’s economic and political future. But a cheaper currency is also helping exports.","Affluent Chinese have moved hundreds of billions of dollars out of the country this year, seizing on the end of Covid precautions that had almost completely sealed China’s borders for nearly three years.",2023-11-28T05:01:46+0000,article,Business Day,News,Gold Bars and Tokyo Apartments: How Money Is Flowing Out of China.,Economic Conditions and Trends;Foreign Investments;Banking and Financial Institutions;Gold;Currency;China;Hong Kong;Savings;Real Estate and Housing (Residential)
12,Here’s what you need to know.,"Israel and Hamas agreed to extend by two days a cease-fire that has brought a measure of calm to the Gaza Strip after seven weeks of intense warfare, the Qatari government said. The two sides struck a deal to exchange more hostages and prisoners and to allow more aid into the beleaguered area.",2023-11-28T05:34:36+0000,article,Briefing,briefing,Tuesday Briefing,
