,abstract,lead_paragraph,pub_date,document_type,section_name,type_of_material,headline,keywords
0,The Venezuelan armed forces planned to deploy canines and drones to find missing residents and to deliver food and medicine.,"Heavy rains and landslides have left dozens of people dead and dozens more missing in a single town in north-central Venezuela, officials said Sunday.",2022-10-10T00:35:12+0000,article,World,News,"Landslides Leave at Least 35 Dead, and Dozens Missing in Venezuela","Venezuela;Maduro, Nicolas;Landslides and Mudslides;Rain;Central America"
1,"With legions of devoted fans and a knack for high-voltage emotional drama, Hoover has sold more than 20 million books. And she’s done it her way.","To hear more audio stories from publications like The New York Times, download Audm for iPhone or Android.",2022-10-10T00:45:10+0000,article,Books,News,How Colleen Hoover Rose to Rule the Best-Seller List,"Books and Literature;Content Type: Personal Profile;Book Trade and Publishing;Writing and Writers;Hoover, Colleen (1979- );Fans (Persons);audio-neutral-informative"
2,Meta’s push to develop virtual and augmented reality technology has had a bumpy year.,"Last October, when Mark Zuckerberg, the chief executive of Facebook, announced that the company would change its name to Meta and become a “metaverse company,” he sketched a vision of a utopian future many years off in which billions of people would inhabit immersive digital environments for hours on end, working, socializing and playing games inside virtual and augmented worlds.",2022-10-10T00:52:57+0000,article,Technology,News,"Skepticism, Confusion, Frustration: Inside Mark Zuckerberg’s Metaverse Struggles","Metaverse (Internet);Computers and the Internet;Virtual Reality (Computers);Augmented Reality (Computers);Social Media;Meta Platforms Inc;Zuckerberg, Mark E;Facebook Inc"
3,"Wendell Pierce and Sharon D Clarke star in a powerful revival of Arthur Miller’s drama, led by a Black cast.","A deeply original work that is also deeply influential may yet in time be trite. What once opened eyes comes to seem preloaded behind them, as if part of the general human inheritance.",2022-10-10T01:00:05+0000,article,Theater,Review,"Review: In a New ‘Salesman,’ the Lomans Look Like All of Us","Theater;Death of a Salesman (Play);Miller, Arthur;Hudson Theater (Manhattan, NY);Cromwell, Miranda;Pierce, Wendell;Clarke, Sharon D;De Shields, Andre"
4,The 17-year-old boys suffered injuries that were not life threatening and officials said there was no connection between the shooting and the residents of the home.,"Two teenagers were wounded in a shooting on Sunday outside the home of Representative Lee Zeldin, the Republican candidate for governor of New York, the candidate said on Twitter.",2022-10-10T01:00:14+0000,article,New York,News,"2 Teenagers Shot Outside Home of Lee Zeldin, Candidate for New York Governor","Murders, Attempted Murders and Homicides;Elections, Governors;Midterm Elections (2022);Zeldin, Lee M;Shirley (NY);New York State"
5,"This week brought the end of an era as the second sons, those overshadowed, resentful men of Westeros, instigated most of the action.","One of the things I’ve always enjoyed about “Game of Thrones” is its ability to evoke real emotion over scenarios that, on paper, are weird and grotesque.",2022-10-10T02:10:04+0000,article,Arts,Review,"‘House of the Dragon’ Season 1, Episode 8 Recap: Calamitous Ambition",Television;House of the Dragon (TV Program)
6,"Stuck in the wild-card round despite 101 wins, the Mets had no answers for San Diego, which took two of three games to advance to a division series.","The Mets’ magical 2022 season ended with a whimper on Sunday evening. Facing a decisive Game 3 in the wild-card round against the San Diego Padres, the Mets failed to deliver on the promise of their 101-win regular season, sputtering at the plate and on the mound, and drawing the ire of their opponent along the way.",2022-10-10T02:14:19+0000,article,Sports,News,Mets Run Out of Magic as Season Ends Against Padres,"Baseball;Playoff Games;New York Mets;San Diego Padres;Musgrove, Joe (1992- );Showalter, Buck;Bassitt, Chris"
7,"Landslides Leave at Least 22 Dead, and Dozens Missing in Venezuela","Landslides Leave at Least 22 Dead, and Dozens Missing in Venezuela",2022-10-10T02:21:57+0000,multimedia,World,Slideshow,"Landslides Leave at Least 22 Dead, and Dozens Missing in Venezuela",
8,"The landslides left at least 22 people dead and 52 missing in the Venezuelan town of Las Tejerías, about 40 miles southwest of the capital, Caracas.","The landslides left at least 22 people dead and 52 missing in the Venezuelan town of Las Tejerías, about 40 miles southwest of the capital, Caracas.",2022-10-10T03:40:12+0000,multimedia,World,Video,Heavy Rains Set Off Deadly Landslides in Venezuela,Landslides and Mudslides;Deaths (Fatalities);Venezuela;Rain
9,"Ron Herrera was part of a secretly recorded conversation in which the Los Angeles City Council president, Nury Martinez, mocked Indigenous immigrants and the Black child of a fellow council member.",Follow for live updates on the Los Angeles City Council controversy.,2022-10-10T03:52:31+0000,article,U.S.,News,Los Angeles Labor Federation Chief Resigns in Furor Over Leaked Conversation,"Herrera, Ron (Union Leader);Martinez, Nury;Black People;Blacks;Native Americans;Discrimination;Race and Ethnicity;Los Angeles County Federation of Labor;City Councils;Politics and Government;Hispanic-Americans;Redistricting and Reapportionment;California;Los Angeles (Calif);Appointments and Executive Changes"
10,HBO airs a documentary about Jeremy Lin’s winning streak with the New York Knicks. And all five vampire/werewolf romance movies play back to back.,"Between network, cable and streaming, the modern television landscape is a vast one. Here are some of the shows, specials and movies coming to TV this week, Oct. 10 — 16. Details and times are subject to change.",2022-10-10T05:00:06+0000,article,Arts,News,What’s on TV This Week: ‘38 at the Garden’ and a ‘Twilight Saga’ Marathon,Television;Movies
11,Repercussions from an attack on the bridge between Crimea and Russia.,"A fireball consumed two sections of the only bridge linking the occupied Crimean Peninsula to Russia on Saturday, disrupting the most important supply line for Russian troops fighting in southern Ukraine. The attack dealt an embarrassing — if mostly symbolic — blow to the Kremlin, which is facing continued losses on the battlefield and mounting criticism at home.",2022-10-10T05:00:29+0000,article,Briefing,briefing,Your Monday Briefing,
12,"No corrections appeared in print on Monday, Oct. 10, 2022.","Errors are corrected during the press run whenever possible, so some errors noted here may not have appeared in all editions.",2022-10-10T05:05:59+0000,article,Corrections,News,"No Corrections: Oct. 10, 2022",
13,"The country’s leader, Kim Jong-un, has inspected a recent flurry of missile tests, vowing to increase — and never give up — his nuclear weapons.","SEOUL — North Korea broke its silence on a recent flurry of missile tests on Monday as its state media reported that the country’s leader, Kim Jong-un, had overseen the test launches of several nuclear-capable short-range ballistic missiles, including one that was fired from an underwater silo.",2022-10-10T05:46:13+0000,article,World,News,North Korea Says It Is Building Underwater Nuclear Weapons Silos,North Korea;Kim Jong-un;Nuclear Tests;Nuclear Weapons;Defense and Military Forces;Missiles and Missile Defense Systems
14,"Quotation of the Day for Monday, October 10, 2022.","“You can build that house back. But that home is a most special place. It’s a place of culture, it’s a place of growth, it’s a place of remembrance and most of all it’s a place of love.”",2022-10-10T06:31:31+0000,article,Today’s Paper,News,Quotation of the Day: Wildfire Destroys a Piece of Black History in Rural California,
15,Feeling stuck on today’s puzzle? We can help.,"MONDAY — Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below. For more Spelling Bee conversation, check out Deb Amlen’s weekly humor column, “Diary of a Spelling Bee Fanatic.”",2022-10-10T07:00:02+0000,article,Crosswords & Games,News,Spelling Bee Forum,Spelling Bee (Game)
16,"The embattled G.O.P. candidate reportedly paid for an ex-girlfriend’s abortion, but conservatives have learned to tolerate the behavior of those who advance their cause.","To hear more audio stories from publications like The New York Times, download Audm for iPhone or Android.",2022-10-10T07:00:10+0000,article,U.S.,News,‘Saved by Grace’: Evangelicals Find a Way Forward With Herschel Walker,"Midterm Elections (2022);Evangelical Movement;Abortion;Christians and Christianity;Conservatism (US Politics);Walker, Herschel;Warnock, Raphael G;Atlanta (Ga);Georgia;Elections, Senate;audio-neutral-informative"
17,Races in state legislatures are often quiet and turn on local issues like roads or schools. But a Supreme Court case could give these legislative bodies nearly absolute power over federal elections.,"To hear more audio stories from publications like The New York Times, download Audm for iPhone or Android.",2022-10-10T07:00:11+0000,article,U.S.,News,Why Little-Noticed State Legislative Races Could Be Hugely Consequential,"Elections, State Legislature;Midterm Elections (2022);State Legislatures;States (US);Democracy (Theory and Philosophy);Project Democracy;Supreme Court (US);Democratic Party;Republican Party;Michigan;United States Politics and Government;audio-neutral-informative"
18,"India’s deep-rooted jute industry has struggled for decades, undercut by cheaper synthetics. Now its bags are a sought-after biodegradable alternative.","NADIA, India — When shoppers in places like America take a woven reusable bag to the store, they aren’t just saving the planet. They are reviving a storied industry thousands of miles away in India.",2022-10-10T07:00:13+0000,article,Business Day,News,That Reusable Trader Joe’s Bag? It’s Rescuing an Indian Industry.,Factories and Manufacturing;Agriculture and Farming;International Trade and World Market;Textiles;Shopping Bags;Shopping and Retail;India;West Bengal (India)
19,Ukrainians had been bracing for a severe Russian response after the main bridge linking Russia to Crimea was damaged over the weekend.,"Ukrainians had been bracing for a severe Russian response after an explosion on Saturday damaged the Kerch Strait Bridge, which links Russia to Crimea, the peninsula that Moscow illegally annexed from Ukraine in 2014.",2022-10-10T07:38:34+0000,article,World,News,The attacks come two days after an explosion damaged Russia’s bridge to Crimea.,Russian Invasion of Ukraine (2022);Kerch Strait;Crimea (Ukraine);War and Armed Conflicts;Ukraine
20,"While many pro-Russian commentators have advocated a much tougher approach to the war, their calls grew louder as Russia suffered setbacks in recent weeks.","Russian hard-liners celebrated on Monday as missiles rained down on Ukrainian cities, saying the attacks were retaliation for the blast that partially destroyed Moscow’s bridge to Crimea and were a long-awaited sign that the Kremlin was intensifying its attacks against Ukraine’s critical infrastructure.",2022-10-10T07:52:29+0000,article,World,News,"Russian hawks celebrate, casting the strikes as revenge for the Crimea bridge attack.",Russian Invasion of Ukraine (2022);War and Armed Conflicts
21,"Ben Bernanke, the former Federal Reserve chair, and the economists Douglas Diamond and Philip Dybvig were awarded for their influential work on the relationship between banks and economic turmoil.","The Nobel Memorial Prize in Economic Sciences was awarded on Monday to Ben S. Bernanke, the former Federal Reserve chair, and two other academics who have helped to reshape how the world understands the relationship between banks and financial crises.",2022-10-10T08:31:23+0000,article,Business Day,News,"Three Economists, Including Ex-Fed Chair Bernanke, Win Nobel for Work on Bank Crises","Nobel Prizes;Economics (Theory and Philosophy);Bernanke, Ben S;Banking and Financial Institutions;Dybvig, Philip H (1955- );Diamond, Douglas (1953- )"
22,Ukraine said Russian strikes had targeted energy facilities in 12 regions across the country.,"Electricity was out across wide swaths of Ukraine on Monday, as President Vladimir V. Putin said that Russia had deliberately targeted Ukraine’s energy system in a series of strikes across the country in response to an attack on a critical bridge linking Russia and Crimea that Mr. Putin blamed on Ukraine.",2022-10-10T08:52:59+0000,article,World,News,Putin says the strikes targeted Ukraine’s energy system.,Russian Invasion of Ukraine (2022)
23,"“It’s almost like people are treating audiences as children,” says the daring, surrealist creator of “Los Espookys”","“It’s almost like people are treating audiences as children,” says the daring, surrealist creator of “Los Espookys”",2022-10-10T09:00:01+0000,multimedia,Magazine,Interactive Feature,Julio Torres Thinks Most Comedy Is Too Easy,"Torres, Julio (Comedian);Los Espookys (TV Program);Saturday Night Live (TV Program);Television;Hypochondria;Armisen, Fred"
