,abstract,lead_paragraph,pub_date,document_type,section_name,type_of_material,headline,keywords
0,The return of 13 Israeli hostages out of more than 200 provided a glimmer of hope for a nation still traumatized by the Hamas assault of Oct. 7.,Israelis waited all day Friday in nervous anticipation for a piece of good news and ray of light after seven weeks of collective mourning and trauma.,2023-11-25T00:15:07+0000,article,World,News,"In a Poignant Moment, Israelis Welcome Some Hostages Home",Israel-Gaza War (2023- );Kidnapping and Hostages;Terrorism;Jews and Judaism;Hamas;Gaza Strip;Israel
1,"Hamas freed two dozen hostages, Israel released 39 imprisoned Palestinians, and more than 130 aid trucks reached Gaza over the first day of a tense, temporary truce after seven weeks of war.","Hamas freed two dozen hostages held in Gaza and Israel released nearly 40 imprisoned Palestinians on Friday, completing the first exchange in a tense, temporary truce that halted the fighting after seven weeks of war.",2023-11-25T00:17:18+0000,article,World,News,First Captives Freed in Tense Gaza Truce Between Israel and Hamas,"Israel-Gaza War (2023- );Israel;Defense and Military Forces;Kidnapping and Hostages;Gaza Strip;Hamas;Terrorism;Palestinians;Civilian Casualties;Humanitarian Aid;United States International Relations;Netanyahu, Benjamin;Egypt;Qatar;Thailand;International Relations"
2,"The demonstrators, who briefly disrupted the Thanksgiving Day parade, were protesting Israel’s killing of civilians in Gaza.","The New York Police Department detained 34 demonstrators at the Macy’s Thanksgiving Day Parade who were protesting Israel’s killings of civilians in Gaza, the authorities said on Friday.",2023-11-25T01:28:10+0000,article,New York,News,N.Y.P.D. Detains 34 Pro-Palestinian Protesters at Macy’s Parade,"Israel-Gaza War (2023- );Demonstrations, Protests and Riots;Parades;Thanksgiving Day;Macy's Inc"
3,"No Americans were released in the first day of the temporary cease-fire, but officials and families were hopeful they would be freed in the coming days.",Families of the Americans being held hostage by Hamas must wait longer to find out if their relatives will be among those released.,2023-11-25T02:16:04+0000,article,World,News,Waiting and Worrying Continue for Families of American Hostages,"Kidnapping and Hostages;Biden, Joseph R Jr"
4,Jeff Stillman makes a flashy Saturday debut.,"SATURDAY PUZZLE — This is a gorgeous grid from Jeff Stillman, who has constructed Monday, Tuesday and Wednesday puzzles for The Times but never a weekend or themeless crossword. Four lively span entries make a frame for the rest of the fill, which also somehow winds around the center of the puzzle.",2023-11-25T03:00:08+0000,article,Crosswords & Games,News,Says Who?,"Crossword Puzzles;Stillman, Jeff (Crossword Constructor)"
5,"Coping with illness was the subject of a popular memoir, “First, You Cry.” In “Last Wish,” a best seller, she wrote about helping her mother end her life. She chose to end her own life as well.","Betty Rollin, a network news correspondent who described intensely personal life passages in two memoirs — “First, You Cry,” about being diagnosed with breast cancer and having a mastectomy, and “Last Wish,” in which she revealed that she had helped her pain-ravaged mother end her life — died on Nov. 7 in Basel, Switzerland. She was 87.",2023-11-25T03:06:47+0000,article,Books,Obituary (Obit),"Betty Rollin, Who Wrote Candidly About Her Breast Cancer, Dies at 87","Rollin, Betty;Deaths (Obituaries);News and News Media;Writing and Writers;Breast Cancer;Euthanasia and Assisted Suicide;NBC News"
6,"Mr. Phillips, 54, a congressman from Minnesota, has called for a new generation of leadership in Washington as he mounts a long-shot bid against his party’s incumbent president.","Representative Dean Phillips of Minnesota, a Democrat who began a long-shot primary challenge to President Biden last month, said on Friday that he would not run for re-election next year.",2023-11-25T03:28:44+0000,article,U.S.,News,"Dean Phillips, Democrat Challenging Biden, Won’t Seek Re-election","Phillips, Dean B;Biden, Joseph R Jr;Elections, House of Representatives"
7,"Winter in Ukraine’s eastern steppe brings an inescapable cold. The wind blowing through damaged homes, the shattered windows, the chill in your bones — it feels as if it will be permanent.","Winter in Ukraine’s eastern steppe brings an inescapable cold. The wind blowing through damaged homes, the shattered windows, the chill in your bones — it feels as if it will be permanent.",2023-11-25T03:41:12+0000,multimedia,World,Interactive Feature,Surviving Winter in a Decimated Ukrainian Village,Russian Invasion of Ukraine (2022);Winter (Season);Ukraine
8,"Mr. Chauvin, a former Minneapolis police officer who was convicted of murdering George Floyd during a 2020 arrest, was serving a sentence of more than 20 years.","Derek Chauvin, the former Minneapolis police officer who was convicted of murdering George Floyd during a 2020 arrest that set off a wave of protests, was stabbed at a federal prison in Tucson, Ariz., on Friday, according to the office of Keith Ellison, the Minnesota attorney general.",2023-11-25T03:41:25+0000,article,U.S.,News,"Derek Chauvin Is Stabbed in Federal Prison, Minnesota Attorney General Says","Chauvin, Derek (1976- );Prisons and Prisoners;Murders, Attempted Murders and Homicides;Police Brutality, Misconduct and Shootings;Federal Bureau of Prisons;Floyd, George (d 2020);Minneapolis (Minn);Tucson (Ariz)"
9,"Quotation of the Day for Saturday, November 25, 2023.","“If you make it to the U.S., then you’re more likely than not to be able to stay. So it’s absolutely worth the chance of taking that risk.”",2023-11-25T05:00:00+0000,article,Corrections,Quote,Quotation of the Day: Chinese Join Migrant Crush on U.S. Border,
10,"Corrections that appeared in print on Saturday, Nov. 25, 2023.","An article on Page 9 this weekend about a new reality competition show on Netflix misidentifies one of the producing studios of “Squid Game: The Challenge.” It is Studio Lambert, not Lambert Studios.",2023-11-25T05:00:01+0000,article,Corrections,Correction,"Corrections: Nov. 25, 2023",
11,"Residents complain of rashes and stomach ailments as 666,000 tons of garbage overwhelm the city. Uncollected waste after natural disasters can lead to illnesses, experts said.","Below the shattered windows of the high-rise hotels in downtown Acapulco, people walk alongside towering hills of garbage bags filled with rotting food and debris, from mattresses to Christmas decorations. Volunteer firefighters from distant states clear the waste, wiping away swarms of cockroaches from their arms.",2023-11-25T05:01:15+0000,article,World,News,Cockroaches and Mountains of Trash Plague Acapulco After Hurricane,ACAPULCO (MEXICO);Hurricane Otis (2023);Waste Materials and Disposal;Hazardous and Toxic Substances;Politics and Government
12,Soccer fans are tuning out broadcasts in favor of watchalongs: streaming parties where you hear what you want to hear and see everything except the game.,"With the lights adjusted and the cameras rolling, the production team gives Joe Smith his cue. In five seconds, he will be broadcasting live to a couple thousand people. Mr. Smith’s mind, though, is elsewhere. “Slate is definitely the best way to build a roof,” he mutters to his co-host, Jay Mottershead, as the countdown hits three. “All these years on, they haven’t topped it.”",2023-11-25T05:05:20+0000,article,Style,News,"Watching People Watch a Game. With 100,000 Friends.","Soccer;Fans (Persons);English Premier League;Video Recordings, Downloads and Streaming;Manchester United (Soccer Team);Liverpool (Soccer Team);Tottenham Hotspur (Soccer Team)"
13,In case you need some puzzle help.,"Welcome to The Wordle Review. Be warned: This page contains spoilers for today’s puzzle. Solve Wordle first, or scroll at your own risk.",2023-11-25T08:00:02+0000,article,Crosswords & Games,News,Today’s Wordle Review,Wordle (Puzzle)
14,In case you need some puzzle help.,"Good morning, dear connectors. Welcome to today’s Connections forum, where you can give and receive puzzle — and emotional — support.",2023-11-25T08:00:03+0000,article,Crosswords & Games,News,The Connections Companion,Crossword Puzzles;Connections (Game)
15,Feeling stuck on today’s puzzle? We can help.,"Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below.",2023-11-25T08:00:04+0000,article,Crosswords & Games,News,Spelling Bee Forum,Spelling Bee (Game)
16,"There are ways to reduce the stress and expense of ending a marriage, but they require both parties to want to end the relationship civilly.","If there is an easy point of agreement in the emotional upheaval of divorce, it is that endless legal battles can break the bank.",2023-11-25T08:00:13+0000,article,Business Day,News,"Can Divorce Be Affordable? Yes, but Only if Spouses Want It to Be.","Personal Finances;Divorce, Separations and Annulments;Arbitration, Conciliation and Mediation"
17,The singer Sabrina Carpenter danced through Annunciation of the Blessed Virgin Mary Church. The Diocese of Brooklyn said it was “appalled.”,"On Halloween, the pop star Sabrina Carpenter uploaded a music video to YouTube for her new song “Feather.” That was a Tuesday. By the end of the week, a Catholic priest had been stripped of his administrative duties because of it.",2023-11-25T08:00:32+0000,article,New York,News,A Pop Star Filmed a Music Video in a Church. The Priest Was Punished.,"Our Lady of Mount Carmel Church (Brooklyn, NY);Churches (Buildings);Priests;Roman Catholic Church;Carpenter, Sabrina (1999- );Pop and Rock Music;Video Recordings, Downloads and Streaming;Brooklyn (NYC)"
18,A new poll sent to previous luxury suite attendees tests the appetite for even more luxury options at Arthur Ashe Stadium.,"The U.S. Open has long catered to tennis fans of all stripes, from hedge fund moguls and celebrities eating rock shrimp in luxury suites to boozy subway-riding fanatics screaming from the top rows past midnight. The future may see that gap widen even more.",2023-11-25T08:00:32+0000,article,New York,News,"Would You Pay $175,000 for a Luxury Bunker at the U.S. Open?","Tennis;United States Tennis Assn;Billie Jean King National Tennis Center;Ashe, Arthur, Stadium;United States Open (Tennis);Stadiums and Arenas;Luxury Goods and Services;High Net Worth Individuals;Flushing Meadows-Corona Park (Queens, NY)"
19,"Hall, the talk show host and author, has a lot on her plate: TV, fiction writing and her family. Somehow she still has time for her parrot, too.",Tamron Hall has a highly organized life — it’s how she manages to put on the “Tamron Hall” talk show five days a week while being present for her family and writing the occasional novel.,2023-11-25T08:00:32+0000,article,New York,News,How Tamron Hall Spends Her Sundays,"Hall, Tamron;Books and Literature;Bicycles and Bicycling;Cooking and Cookbooks;Content Type: Personal Profile"
20,Real guns or replicas? Blank fire or special effects? The killing of a cinematographer on a film set has some in the industry rethinking their approach to firearms.,"Scott Reeder, the head of props on “Walker,” the TV revival about a gun-toting Texas Ranger, was planning for a scene in which a woman points a revolver at a captive when a new set of orders arrived: real guns would no longer be used in the production.",2023-11-25T10:00:24+0000,article,Arts,News,‘Rust’ Killing Forces Hollywood to Make Choices on Guns,"Movies;Television;Rust (Movie);Firearms;Accidents and Safety;Insurance;Baldwin, Alec;Hutchins, Halyna (1979-2021);New Mexico"
21,Arti passed every test for her government job but still faced disappointment and a new set of challenges.,There are moments in life that stick in memory as a fulcrum between before and after.,2023-11-25T10:00:28+0000,article,World,News,Chapter 6: Struggle and Hope,Women and Girls;Government Employees;Marriages;Labor and Jobs;India;Discrimination
22,"Roland Lazenby’s big biography of Magic Johnson gives us a wealth of detail, a huge cast of characters and, in a way, the tapestry of our time.","MAGIC: The Life of Earvin “Magic” Johnson, by Roland Lazenby",2023-11-25T10:00:46+0000,article,Books,Review,Magic Man: The Story of the Greatest Point Guard in N.B.A. History,"Books and Literature;Basketball;Content Type: Personal Profile;Magic: The Life of Earvin ""Magic"" Johnson (Book);Lazenby, Roland;Johnson, Earvin;Los Angeles Lakers;National Basketball Assn"
