,abstract,lead_paragraph,pub_date,document_type,section_name,type_of_material,headline,keywords
0,He was perhaps best known for playing a gangster-turned-police officer on daytime TV. He was also a voice on the video game “Call of Duty.”,"Kamar de los Reyes, an actor best known for playing the police officer Antonio Vega on the soap opera “One Life to Live” and for voicing the villain Raul Menendez in the video game franchise “Call of Duty,” died on Sunday in Los Angeles. He was 56.",2023-12-26T01:39:34+0000,article,Arts,Obituary (Obit),"Kamar de los Reyes, ‘One Life to Live’ Actor, Dies at 56","de los Reyes, Kamar (1967-2023);One Life to Live (TV Program);Call of Duty (Video Game);Actors and Actresses;Deaths (Obituaries)"
1,Neil Shook makes his New York Times debut.,Jump to: Today’s Theme | Tricky Clues,2023-12-26T03:00:08+0000,article,Crosswords & Games,News,Dental Concern,Crossword Puzzles;Games
2,"The strikes followed an attack hours earlier by members of Kataib Hezbollah and affiliated groups on Erbil air base in Iraq that injured three U.S. service members, officials said, one critically.","The United States conducted a new round of airstrikes early on Tuesday in Iraq, most likely killing militants and destroying three facilities used by Iranian proxies that had been targeting American and coalition troops, U.S. officials said.",2023-12-26T03:33:49+0000,article,U.S.,News,U.S. Strikes Iran-Backed Groups in Iraq After Attack on Base Injures 3 Americans,"Drones (Pilotless Planes);United States Defense and Military Forces;Deaths (Fatalities);United States Politics and Government;Defense Department;Kataib Hezbollah;Austin, Lloyd J III;Biden, Joseph R Jr;Erbil (Iraq);Iran"
3,"Corrections that appeared in print on Tuesday, Dec. 26, 2023.","An article on Friday about United States diplomacy in the Middle East misstated the voting record of two U.S. allies on the war in Gaza. Canada and Australia both support calls for a cease-fire, but are not members of the U.N. Security Council and therefore did not vote on a measure calling for additional humanitarian aid to Gaza.",2023-12-26T03:41:05+0000,article,Corrections,Correction,"Corrections: Dec. 26, 2023",
4,"Quotation of the Day for Tuesday, December 26, 2023.",“You’re bending steel. You’re Superman for the day.”,2023-12-26T03:49:11+0000,article,Corrections,Quote,Quotation of the Day: Hobbyist Are Drawn by Hammer and Fire,
5,Hamas’s brutal raid and taking of hostages has left Israelis deeply traumatized and is expected to reshape the country for years to come.,"The Oct. 7 attack on Israel has prompted soul-searching on the Israeli left, undermining faith in a shared future with Palestinians. It has created a crisis of confidence on the Israeli right, sapping support for Prime Minister Benjamin Netanyahu. It has drawn ultra-Orthodox Jews, often ambivalent about their relationship to the Israeli state, closer to the mainstream.",2023-12-26T05:02:25+0000,article,World,News,"As World’s Gaze Shifts to Gaza, Israel’s Psyche Remains Defined by Oct. 7 Attack","Israel-Gaza War (2023- );Politics and Government;Terrorism;Palestinians;Jews and Judaism;Orthodox Judaism;Polls and Public Opinion;Hamas;Likud Party (Israel);Netanyahu, Benjamin;Israel;Gaza Strip"
6,Benjamin Netanyahu’s vow to continue the war in Gaza.,"Prime Minister Benjamin Netanyahu visited Israeli troops fighting in the Gaza Strip yesterday, his second known trip to the territory since the war began. His visit came hours after Gazan health officials reported that a devastating overnight strike on a crowded neighborhood had killed dozens.",2023-12-26T05:16:11+0000,article,World,News,Tuesday Briefing,"Israel-Gaza War (2023- );Politics and Government;Netanyahu, Benjamin;Israel;Gaza Strip"
7,"Anophthalmus hitleri is a small, amber-colored beetle native to a few damp caves in Slovenia. It has one glaring problem.","Since the end of World War II, no scientific animal name has caused more of a stink than has Anophthalmus hitleri, a designation that describes a rare, amber-colored carabid beetle that dwells in a few damp caves in central Slovenia.",2023-12-26T06:00:20+0000,article,Science,News,What to Do With a Bug Named Hitler?,"Insects;Names, Personal;Holocaust and the Nazi Era;Animals;Endangered and Extinct Species;Wildlife Trade and Poaching;Caves and Caverns;Collectors and Collections;American Ornithological Society;Berenbaum, May R;Hitler, Adolf;Linnaeus, Carl;Slovenia;Yugoslavia;your-feed-science;your-feed-animals"
8,"In a traumatized nation, the library has had to rethink its role and adapt its programming.","Before Oct. 7, Hana Cooper downloaded everything from daily news reports to rabbinic blog posts, saving them for posterity in the Israeli National Library’s archive of the Israeli internet and the broader Jewish online world.",2023-12-26T06:15:41+0000,article,World,News,Israel’s National Library Reopens After Delay Caused by Hamas Attacks,Libraries and Librarians;Israel;Terrorism;Israel-Gaza War (2023- )
9,In case you need some puzzle help.,"Welcome to The Wordle Review. Be warned: This page contains spoilers for today’s puzzle. Solve Wordle first, or scroll at your own risk.",2023-12-26T08:00:02+0000,article,Crosswords & Games,News,Today’s Wordle Review,Wordle (Puzzle)
10,Feeling stuck on today’s puzzle? We can help.,"Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below.",2023-12-26T08:00:03+0000,article,Crosswords & Games,News,Spelling Bee Forum,Spelling Bee (Game)
11,In case you need some puzzle help.,"Good morning, dear connectors. Welcome to today’s Connections forum, where you can give and receive puzzle — and emotional — support.",2023-12-26T08:00:16+0000,article,Crosswords & Games,News,The Connections Companion,Crossword Puzzles;Connections (Game)
12,"Mayor Eric Adams said that the move would allow more outlets to cover the police, but critics said it was another blow to transparency.","Since the Police Department opened its headquarters at 1 Police Plaza in Manhattan in 1973, reporters have worked in offices inside the building. Their space, nicknamed “the shack,” provides easy access to department officials.",2023-12-26T08:00:20+0000,article,New York,News,A Plan to Move Police Reporters Into a Trailer Sets Off Complaints,Newspapers;Police;Freedom of Speech and Expression;Police Department (NYC);Associated Press
13,A new program would allow the city to direct money to new construction after a tax incentive favorable to developers lapsed last year.,New York City officials put forward a plan on Tuesday to direct public money toward mixed-income housing projects in wealthier neighborhoods — a proposal aimed at addressing the affordable housing shortage and spurring development after a lucrative property tax exemption lapsed last year.,2023-12-26T08:00:27+0000,article,New York,News,New York City Aims to Build Affordable Housing in Wealthier Neighborhoods,"Zoning;Tax Credits, Deductions and Exemptions;Real Estate and Housing (Residential);Affordable Housing;Homeless Persons;Real Estate Board of New York;Torres-Springer, Maria;New York City"
14,"With drones and infrared cameras, intrepid veterinarians are monitoring the health of wild orcas in the Pacific Northwest.","One day last September, a team of scientists clambered onto a small boat and set out into the Salish Sea, searching for an endangered population of orcas. The Southern Resident killer whales, one of several distinct orca communities that inhabit the Pacific Northwest, can be elusive, so the researchers were delighted to find a small pod of them. But as they drew closer, a putrid smell washed over the boat.",2023-12-26T08:00:31+0000,article,Science,News,These Vets Make House Calls for Killer Whales,Whales and Whaling;Veterinary Medicine;Animal Behavior;Drones (Pilotless Planes);Endangered and Extinct Species;National Oceanic and Atmospheric Administration;Pacific Northwestern States (US);your-feed-science;your-feed-animals
15,"More than 150,000 people have arrived in less than two years, throwing the city into crisis. Missed opportunities made things even harder.","Nearly 70,000 migrants crammed into hundreds of emergency shelters. People sleeping on floors, or huddled on sidewalks in the December cold. Families packed into giant tents at the edge of the city, miles from schools or services.",2023-12-26T08:01:05+0000,article,New York,News,"Chaos, Fury, Mistakes: 600 Days Inside New York’s Migrant Crisis","Asylum, Right of;Immigration and Emigration;Immigration Detention;Homeless Persons;Politics and Government;Federal-State Relations (US);City Council (NYC);Department of Social Services;Homeless Services Department (NYC);Adams, Eric L;Biden, Joseph R Jr;Hochul, Kathleen C;New York City;New York State;Abbott, Gregory W (1957- )"
16,"Older crafters across Britain speak to how knitting can help us heal, even at our most broken.","Older crafters across Britain speak to how knitting can help us heal, even at our most broken.",2023-12-26T09:55:00+0000,multimedia,Opinion,Video,Visible Mending,Knitting and Knit Goods;Elderly;Handicrafts;Wool and Woolen Goods
17,"As Israel’s ground campaign broadens in southern Gaza, thousands more people are pouring into areas that are struggling to offer shelter or security.","As Israel’s ground campaign broadens in southern Gaza, thousands more people are pouring into areas that are struggling to offer shelter or security.",2023-12-26T09:57:31+0000,multimedia,World,Interactive Feature,Nearly Two Million Crowd Into Gaza’s South as Fighting Intensifies,Israel-Gaza War (2023- );Rafah (Gaza Strip);Khan Younis (Gaza Strip);Gaza Strip;Hamas;Israel;Defense and Military Forces;Refugees and Displaced Persons;Palestinians
18,"The sobriety challenge can offer a mental and physical reset, and the chance to adopt healthier habits.",Dry January sounds like a simple proposition: No alcohol. For 31 days. And some enthusiasts jump in without much planning — perhaps  even hungover after a rowdy New Year’s Eve.,2023-12-26T10:00:03+0000,article,Well,News,Considering Dry January? Set Yourself Up for Success.,Alcoholic Beverages;New Year;Mental Health and Disorders
19,We cannot afford to dismiss anyone who aims to build housing in the Bay Area.,"A company backed by Silicon Valley’s most powerful investors, including the LinkedIn co-founder Reid Hoffman and the venture capitalist Marc Andreessen, assembled a land empire outside San Francisco and announced a bold vision to build a brand-new city — and was immediately castigated by the world’s urbanists.",2023-12-26T10:00:26+0000,article,Opinion,Op-Ed,Billionaire-Built Cities Would Be Better Than Nothing,"Flannery Associates;Area Planning and Renewal;Urban Areas;Real Estate and Housing (Residential);Productivity;Affordable Housing;San Francisco Bay Area (Calif);Solano County (Calif);Woodlands, The (Tex);Baltimore (Md);Columbia (Md)"
20,"A.I. generators can produce photorealistic images, which is either an extinction-level event for photographers or a fantastic opportunity. Or both.","John Szarkowski, the legendary former curator of the Museum of Modern Art, once described photography as “the act of pointing.” And for the nearly 200 years since its inception, photography has consisted of capturing a visual perspective from the physical world using light — first with light-sensitive plates, then film, then digital sensors. When digital cameras became widely available, many photographers lamented the move away from analog technology, but basically Szarkowski’s definition still held: Photography consists of pointing, as a reaction to something that exists in the world.",2023-12-26T10:00:43+0000,article,Opinion,Op-Ed,A.I. Is the Future of Photography. Does That Mean Photography Is Dead?,"Photography;Artificial Intelligence;Paglen, Trevor;Simmons, Laurie;Cartagena, Alejandro (1977- );Engman, Charlie"
21,"Travelers to the British capital can take part in the supper club scene, where home cooks and would-be restaurateurs create meals in their homes or other locales, and making friends is part of the experience.","Alone in London with a day to kill, Jon Martin was hungry for an off-the-cuff adventure when he decided to show up for a meal at a stranger’s home.",2023-12-26T10:00:55+0000,article,Travel,News,I Just Arrived in London. Can I Come to Dinner?,"Restaurants;Cooking and Cookbooks;Travel and Vacations;Food;London (England);Organizations, Societies and Clubs"
22,"Donald J. Trump plans to sharply expand his use of tariffs if he returns to power, risking disruption to the economy in an attempt to transform it.",Former President Donald J. Trump is planning an aggressive expansion of his first-term efforts to upend America’s trade policies if he returns to power in 2025 — including imposing a new tax on “most imported goods” that would risk alienating allies and igniting a global trade war.,2023-12-26T10:01:11+0000,article,U.S.,News,A New Tax on Imports and a Split From China: Trump’s 2025 Trade Agenda,"Trump, Donald J;Presidential Election of 2024;Lighthizer, Robert E;United States Economy;Customs (Tariff);International Trade and World Market;China;Factories and Manufacturing"
23,"In Northern Ireland, one couple grappled with a problem familiar to families everywhere: How to get more space without spending too much money.","In Northern Ireland, one couple grappled with a problem familiar to families everywhere: How to get more space without spending too much money.",2023-12-26T10:01:22+0000,multimedia,Real Estate,Slideshow,A ‘Terrible’ Fixer-Upper in Belfast,Real Estate and Housing (Residential);Restoration and Renovation;Interior Design and Furnishings;Home Repairs and Improvements;Belfast (Northern Ireland)
24,"Netflix’s sprawling drama has never been about revealing anything new, but instead speaks to several furtive truths about the British monarchy.","Over the last seven years, “The Crown” has been criticized by numerous prominent Britons on behalf of their royal family.",2023-12-26T10:01:34+0000,article,Arts,News,‘The Crown’ and What the U.K. Royal Family Would Like Us to Forget,The Crown (TV Program);Great Britain;Royal Families;Television
25,"In Northern Ireland, one couple grappled with a problem familiar to families everywhere: How to get more space without spending too much money.","As they awaited the arrival of their third child in Belfast, Northern Ireland, Kerri and Neil Beggs encountered a problem familiar to families everywhere: They needed more space, but didn’t have the budget for the kind of house they wanted.",2023-12-26T10:01:35+0000,article,Real Estate,News,The Belfast Victorian Was in ‘a Terrible State.’ Was It Worth the Risk?,Real Estate and Housing (Residential);Belfast (Northern Ireland);Interior Design and Furnishings;ARCHITECTURE;Restoration and Renovation;Home Repairs and Improvements;Content Type: Service;Northern Ireland
26,"Some states and resorts offer discounted passes for children and teens, knowing that those who start young tend to keep coming back.","Skiing is not a cheap sport. It requires a lot of gear and, depending on where you live, travel. For families, the expense mushrooms with each child, often before they can determine whether skiing — or snowboarding — is an activity the children actually like.",2023-12-26T10:02:19+0000,article,Travel,News,How to Take the Whole Family Skiing Without Going Broke,Families and Family Life;Travel and Vacations;Skiing;Budget Travel;Content Type: Service
27,Remarkable new books from established masters and promising debuts from brilliant young artists.,"Good graphic novels tend to appear in bookstores seemingly out of nowhere after years of rumors, scattershot serialization, “process” zines and snippets posted to social media. As literature, long-form comics are uniquely resistant to editing. As visual art, the cartoonist is in the weird position of having no access to the final product until it’s presented to the public. So it’s frankly miraculous when we get as many good comics as we do. This year there were remarkable new books from established masters and freshman graphic novels from brilliant young artists. Better still, a gratifyingly thick stratum of our 2023 stack was devoted to making us laugh. It’s a rich conversation, and one that promises to continue into next year and long beyond.",2023-12-26T10:02:21+0000,article,Books,News,The Year in Graphic Novels,"Two Thousand Twenty Three;Books and Literature;Comic Books and Strips;Clowes, Daniel;Monica (Book);Carroll, Emily (1983- )"
28,"We tackled congestion, constipation, coffee and more. Here’s the advice you need for a vigorous new year.","One thing I love about editing the Ask Well column is the camaraderie of it. Every week we answer a health question: Why am I so congested all the time? (I’ve wondered that, too!) Why does my sleep get worse as I age? (I’m right there with you.) Is my coffee habit in need of an intervention? (Pour me another while we figure it out.)",2023-12-26T10:02:21+0000,article,Well,News,"Your Top Health Questions of 2023, Answered",Content Type: Service;Medicine and Health
