,abstract,lead_paragraph,pub_date,document_type,section_name,type_of_material,headline,keywords
0,"Millions of Americans were under winter weather warnings, as blizzards and freezing temperatures hammered the Midwest and flooding inundated the Northeast.","Millions of Americans were under winter weather warnings, as blizzards and freezing temperatures hammered the Midwest and flooding inundated the Northeast.",2024-01-14T00:29:06+0000,multimedia,U.S.,Video,Extreme Weather Batters Cities Across America,Floods;Cold and Cold Spells;United States;Snow and Snowstorms
1,"Mazi Pilip, the Republican candidate running in New York’s Third District, drew scrutiny after her initial financial disclosure was missing required information.","The Republican nominee in a special House election to replace George Santos in New York provided a hazy glimpse into her personal finances this week, submitting a sworn financial statement to Congress that prompted questions and led her to amend the filing.",2024-01-14T01:24:55+0000,article,New York,News,"In Race to Replace George Santos, Financial Questions Re-emerge","United States Politics and Government;Elections, House of Representatives;Personal Finances;Ethics and Official Misconduct;Pilip, Mazi Melesa;Santos, George (1988- );Suozzi, Thomas R;House of Representatives;Republican Party;New York State"
2,He had an impressive list of acting credits. But he was probably best known for playing “Crazy” Joe Davola on five episodes of the hit sitcom.,"Peter Crombie, an actor who was probably best known for his memorable portrayal of “Crazy” Joe Davola on five episodes of the hit sitcom “Seinfeld,” died on Wednesday in a health care facility in Palm Springs, Calif. He was 71.",2024-01-14T01:28:44+0000,article,Arts,Obituary (Obit),"Peter Crombie, a Menacing Presence on ‘Seinfeld,’ Dies at 71","Deaths (Obituaries);Actors and Actresses;Television;Crombie, Peter (1952-2024);Seinfeld (TV Program)"
3,"Ramaswamy, the wealthy entrepreneur, had been the Republican candidate most closely aligned with Mr. Trump before the former president recently went on the attack.","Former President Donald J. Trump attacked Vivek Ramaswamy, who is most closely aligned with him in the race for the Republican nomination, accusing the wealthy entrepreneur of engaging in “deceitful campaign tricks.”",2024-01-14T01:57:12+0000,article,U.S.,News,Trump Turns on Ramaswamy Just Days Before the Iowa Caucuses,"Presidential Election of 2024;Primaries and Caucuses;Trump, Donald J;Ramaswamy, Vivek (1985- );Republican Party;Iowa"
4,"The Iowa Poll, one of the most closely watched political surveys in the country, showed Donald Trump with 48 percent, Nikki Haley at 20 percent and Ron DeSantis at 16 percent.","Donald J. Trump has the backing of 48 percent of likely caucusgoers ahead of Monday’s election, a commanding lead for the former president, according to the Iowa Poll by The Des Moines Register, NBC News and Mediacom.",2024-01-14T02:12:08+0000,article,U.S.,News,"Trump Far Ahead, With Haley Edging DeSantis for Second, Key Iowa Poll Finds","Presidential Election of 2024;Polls and Public Opinion;Primaries and Caucuses;DeSantis, Ron;Trump, Donald J;Haley, Nikki R;Republican Party;Ramaswamy, Vivek (1985- );Iowa;Des Moines Register;Mediacom;NBC News"
5,It is no simple task to get an official seal of approval for a bottle of Welsh spirits. Persuading purists to give it a try may also be a challenge.,"It is famed for a love of singing and a passion for rugby. It has a distinctive Celtic language and is the birthplace of the poet Dylan Thomas. But few would claim that Wales, a nation of three million people outnumbered by sheep, is well known for whiskey, or whisky, as it is known in Wales.",2024-01-14T05:01:18+0000,article,World,News,"Whisky From Wales? Believe It, Say the Welsh.",Whiskey;Wales;Factories and Manufacturing;Heaven Hill Distilleries Inc;Great Britain
6,"Corrections that appeared in print on Sunday, Jan. 14, 2024.","An article on Friday about U.S. missile strikes against Houthi targets in Yemen misstated when Abdul-Malik al-Houthi spoke about a confrontation with the United States. It was on Thursday, not Wednesday.",2024-01-14T05:52:49+0000,article,Corrections,News,"Corrections: Jan. 14, 2024",
7,"Lt. Ridge Alkonis, who was sentenced to three years in prison in Japan after a traffic accident in 2021, was moved to a U.S. prison last month.","Lt. Ridge Alkonis, a Navy officer, was released from prison on Friday, about a month after he was transferred to the United States following his conviction in Japan for causing a deadly traffic accident, a case that had strained relations between the two countries.",2024-01-14T06:40:54+0000,article,U.S.,News,U.S. Releases Navy Officer Imprisoned After Causing Fatal Crash in Japan,"Alkonis, Ridge;Japan;Utah;Crime and Criminals;Justice Department"
8,In case you need some puzzle help.,"Welcome to The Wordle Review. Be warned: This page contains spoilers for today’s puzzle. Solve Wordle first, or scroll at your own risk.",2024-01-14T08:00:02+0000,article,Crosswords & Games,News,Today’s Wordle Review,Wordle (Puzzle)
9,Feeling stuck on today’s puzzle? We can help.,"Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below.",2024-01-14T08:00:17+0000,article,Crosswords & Games,News,Spelling Bee Forum,Spelling Bee (Game)
10,"Bay scallops brought prosperity and community to the people of Shelter Island. Today, most of the scallops are gone, but some fishermen haven’t given up hope.","Mike Tehan pilots a fishing boat called Nibbles out of Shelter Island. An hour before sunrise on the first day of scallop season in November, as he unwound the ropes, started the outboard motor and piloted the 25-foot fiberglass boat from an island cove into the open waters of Peconic Bay, Mr. Tehan knew just what he’d find.",2024-01-14T08:00:18+0000,article,New York,News,Fishing for Scallops When the Scallops Are Nearly All Dead,"Scallops;Seafood;Fishing, Commercial;Wildlife Die-Offs;Shelter Island (NY)"
