,abstract,lead_paragraph,pub_date,document_type,section_name,type_of_material,headline,keywords
0,"Muhammad Masood, 31, had been working at a research clinic in Minnesota when he told government informants that he wanted to fight for the terrorist organization. He was arrested in 2020.","A doctor from Pakistan who said he wanted to “fight on the frontline” for the Islamic State group was sentenced on Friday to 18 years in a U.S. prison, federal prosecutors said.",2023-08-26T00:56:14+0000,article,U.S.,News,Doctor Sentenced to 18 Years for Trying to Join ISIS,Terrorism;Doctors;Decisions and Verdicts;Prisons and Prisoners;Mental Health and Disorders
1,"Adrian Johnson makes his Saturday debut and puts us to work, baby.","SATURDAY PUZZLE — This is Adrian Johnson’s third crossword this year and fourth overall for The New York Times. It’s his first appearance on a Saturday. If you’re looking for a challenge, this grid fits the bill. The construction is smooth and self-assured, with a low word count of 64. But there’s a lot of chaotic energy here: four separate blockades of long entries, packed with wordplay and misdirection, some of which had me climbing the walls until it all solved so cleanly that I had to settle down and mutter, “Well played.”",2023-08-26T02:00:09+0000,article,Crosswords & Games,News,Take Two,"Crossword Puzzles;Johnson, Adrian (Crossword Constructor);Riley, Terry (1935- );Musical Instruments"
2,"A Major League Baseball game between the Chicago White Sox and the Oakland Athletics at Guaranteed Rate Field was not interrupted, but a postgame Vanilla Ice performance was canceled.","Two people attending a Major League Baseball game were shot at Guaranteed Rate Field Stadium in Chicago on Friday night, officials said.",2023-08-26T03:42:26+0000,article,U.S.,News,Two People Are Shot at Chicago White Sox Baseball Game,"Baseball;Stadiums and Arenas;Murders, Attempted Murders and Homicides"
3,"Corrections that appeared in print on Saturday, Aug. 26, 2023.","An article on Friday about the sentencing of a man who threatened to harm Representative Marjorie Taylor Greene misspelled the name of the judge at sentencing. It is Brenda K. Sannes, not Brenda K. Sammes.",2023-08-26T03:51:40+0000,article,Corrections,Correction,"Corrections: Aug. 26, 2023",
4,"Quotation of the Day for Saturday, August 26.",“We are the only people fighting for this. Their voice out here is us.”,2023-08-26T03:59:41+0000,article,Corrections,Quote,Quotation of the Day: Documenting Brazil’s Indigenous Groups From the Shadows,
5,Humiliating Russia’s leader may have cost the Wagner group chief his life.,"Very few were taken aback by Yevgeny Prigozhin’s presumed death, even if the means — plunging from the sky in a plane crash — were undeniably dramatic. Such an eventuality had been widely discussed in both Russian and Western circles ever since the mercenary leader’s short-lived mutiny in June. No matter that Mr. Prigozhin subsequently met with the Kremlin and seemed to come and go where he pleased. To many, it was only a matter of time until he got his comeuppance.",2023-08-26T05:00:08+0000,article,Opinion,Op-Ed,Putin Had Every Reason to Want Prigozhin Gone,"Russia;Putin, Vladimir V;Prigozhin, Yevgeny V;Wagner Group;Mercenaries and Private Military Contractors;Defense and Military Forces;Russian Invasion of Ukraine (2022);Deaths (Fatalities)"
6,"For every devoted birder, there is a bird that continues to elude sighting.","In the world of birding, Peter Kaestner stands alone. No one has seen and identified more birds than Mr. Kaestner, a retired U.S. diplomat who aspires to become the first birder to spot 10,000 of the planet’s roughly 11,000 avian species. With 9,697 on his eBird list so far, he is getting close.",2023-08-26T05:00:10+0000,article,Science,News,The Eternal Search for the ‘Nemesis Bird’,Birdwatching;Birds;your-feed-science;your-feed-animals
7,Feeling stuck on today’s puzzle? We can help.,"SATURDAY — Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below. For more Spelling Bee conversation, check out Deb Amlen’s weekly humor column, “Diary of a Spelling Bee Fanatic.”",2023-08-26T07:00:04+0000,article,Crosswords & Games,News,Spelling Bee Forum,Spelling Bee (Game)
8,Our columnist reviews the day’s puzzle. Warning: Contains spoilers!,"Welcome to The Wordle Review. Be warned: This article contains spoilers for today’s puzzle. Solve Wordle first, or scroll at your own risk.",2023-08-26T07:00:11+0000,article,Crosswords & Games,News,Today’s Wordle Review,Crossword Puzzles;Wordle (Puzzle)
9,"Economists say loan rates are affected by a complicated combination of factors, but there are tactics consumers can use to land a lower rate.","Mortgage rates are running at a 22-year high, crimping a housing market already squeezed by high prices.",2023-08-26T07:00:22+0000,article,Business Day,News,"Why Are Mortgage Rates So High, and How Long Will They Stay Up?",Real Estate and Housing (Residential);Mortgages;Interest Rates;Mortgage-Backed Securities;Inflation (Economics);United States Economy
10,"Before Martin Luther King Jr. gave his “I Have a Dream” speech to 250,000 people, a group of civil rights activists spent a summer planning an event many didn’t want to happen.","Sixty years ago, in the summer of 1963, a four-story townhouse on West 130th Street in Harlem became the headquarters for what was then the largest civil rights event in American history, the March on Washington for Jobs and Freedom. For one summer the house, a former home for “delinquent colored girls,” was a hive of activity — so frenetic that the receptionist twice hung up on the Rev. Dr. Martin Luther King Jr. by mistake.",2023-08-26T07:00:29+0000,article,New York,News,The 1963 March on Washington Changed America. Its Roots Were in Harlem.,"Black People;Blacks;Civil Rights Movement (1954-68);Demonstrations, Protests and Riots;Segregation and Desegregation;Nineteen Hundred Sixties;Congress of Racial Equality;Student Nonviolent Coordinating Committee (SNCC);Southern Christian Leadership Conference;National Assn for the Advancement of Colored People;National Urban League;Rustin, Bayard;Randolph, A Philip;Kennedy, John Fitzgerald;King, Martin Luther Jr;Norton, Eleanor Holmes;Harlem (Manhattan, NY);Washington (DC)"
11,"An employee described a “culture of fear” at the National Association of Realtors, a powerful nonprofit that controls access to nearly every U.S. home listing.",[Update: Mr. Parcell resigned on Monday from the National Association of Realtors in the wake of The Times’s investigation.],2023-08-26T07:00:29+0000,article,Real Estate,News,President of Powerful Realtors Group Is Accused of Sexual Harassment,"National Assn of Realtors;Real Estate Brokers;Sexual Harassment;Women and Girls;Discrimination;Parcell, Kenny;Real Estate and Housing (Residential);Workplace Hazards and Violations;#MeToo Movement;United States;Nondisclosure Agreements;Move Inc"
12,"Prescriptions for a new class of medications used for diabetes and weight loss are concentrated in the city’s wealthier, whiter and healthier neighborhoods.","The Upper East Side is one of the city’s wealthiest and healthiest neighborhoods. It has one of the highest life expectancies, and among the lowest rates of diabetes and obesity in New York City. Now the neighborhood’s residents are getting even thinner.",2023-08-26T07:00:29+0000,article,New York,News,The N.Y.C. Neighborhood That’s Getting Even Thinner on Ozempic,"Upper East Side (Manhattan, NY);High Net Worth Individuals;Ozempic (Drug);Semaglutide (Drug);Drugs (Pharmaceuticals);Diabetes;Obesity"
13,"Denzel Rodriguez, a 21-year-old from Harlem, works every summer at a local ice cream shop in between TV and film gigs.",Denzel Rodriguez has mastered the ice cream scoop.,2023-08-26T07:00:29+0000,article,New York,News,How an Ice Cream Scooper and Aspiring Actor Spends His Sundays,"Ice Cream and Frozen Desserts;Actors and Actresses;Content Type: Personal Profile;Sugar Hill Creamery (Manhattan, NY, Restaurant);Harlem (Manhattan, NY)"
14,The commerce secretary’s trip may be the clearest demonstration yet of the balancing act the Biden administration is trying to pull off in its relations with China.,"Gina Raimondo, the secretary of commerce, is heading to China on Saturday with two seemingly contradictory responsibilities: a mandate to strengthen U.S. business relations with Beijing while also imposing some of the toughest Chinese trade restrictions in years.",2023-08-26T07:00:31+0000,article,Business Day,News,"Raimondo Heads to China to Both Promote Trade, and Restrict It",Politics and Government;United States Economy;Foreign Investments;International Trade and World Market;Economic Conditions and Trends
