,abstract,lead_paragraph,pub_date,document_type,section_name,type_of_material,headline,keywords
0,"The executive order, issued as a declaration of a public health emergency, comes after several recent shootings of children. Critics call the step unconstitutional.","Gov. Michelle Lujan Grisham of New Mexico announced a 30-day ban on carrying firearms in public areas or state property in Albuquerque and its county, a move that she said was a necessary response to gun violence in the region but that critics denounced as unconstitutional.",2023-09-10T01:17:57+0000,article,U.S.,News,New Mexico Governor Issues 30-Day Ban on Carrying Guns in Public in Albuquerque,"Gun Control;Executive Orders and Memorandums;Governors (US);Grisham, Michelle Lujan;ALBUQUERQUE (NM);Bernalillo County (NM);New Mexico"
1,"Gauff, 19, has been in the spotlight since she was a 15-year-old playing Wimbledon, but after she won the U.S. Open singles title, those lights will burn far hotter.","The first thing Coco Gauff did after leaving the court in Arthur Ashe Stadium, with her first Grand Slam trophy in hand, was don a sponsor’s T-shirt proclaiming her as a champion. So it begins.",2023-09-10T03:25:47+0000,article,Sports,News,Coco Gauff Says She’s ‘Ready’ for the Headiest Levels of Fame,"Tennis;United States Open (Tennis);Gauff, Cori (2004- );Content Type: Personal Profile;Advertising and Marketing;Gauff, Corey;Gilbert, Brad;Sabalenka, Aryna;Williams, Serena;Celebrities"
2,"Donald J. Trump and Ron DeSantis played off each other at the Iowa-Iowa State game, where the tables appeared to turn on the former president.","Two ardent rivals faced off on Saturday. Thousands of fans cheered and jeered from the sidelines. Tension and hope, celebration and outrage all around.",2023-09-10T03:43:54+0000,article,U.S.,News,"At Iowa’s Biggest Game, Football and Politics Collide","Iowa;Presidential Election of 2024;Football;Trump, Donald J;DeSantis, Ron"
3,"Quotation of the Day for Sunday, September 10, 2023.","“If you want a true nature reserve, you can’t let humans in.”",2023-09-10T05:12:40+0000,article,Corrections,News,Quotation of the Day: Newest Green Space in Paris: An Overgrown Rail Line,
4,"Corrections that appeared in print on Sunday, Sept. 10, 2023.","An article on Page 52 about the gender gap in higher education misspells the name of a video game. It is Valorant, not Valarint.",2023-09-10T05:12:44+0000,article,Corrections,News,"Corrections: Sept. 10, 2023",
5,The U.N. Special Rapporteur on torture said Moscow’s refusal to address the issue represented tacit approval of its use. Russia has denied it practices torture.,"Torture perpetrated by Russian officers against Ukrainian civilians and prisoners of war has reached such a level that it is clearly a systematic, state-endorsed policy, a United Nations expert on torture said Saturday.",2023-09-10T06:53:18+0000,article,World,News,"Ukrainian Accounts of Torture Point to Systematic Russian Policy, Expert Says","Russian Invasion of Ukraine (2022);War Crimes, Genocide and Crimes Against Humanity;Torture;Sex Crimes;Prisoners of War;United Nations;Women and Girls;Ukraine"
6,Our columnist reviews the day’s puzzle. Warning: Contains spoilers!,"Welcome to The Wordle Review. Be warned: This article contains spoilers for today’s puzzle. Solve Wordle first, or scroll at your own risk.",2023-09-10T07:00:02+0000,article,Crosswords & Games,News,Today’s Wordle Review,Crossword Puzzles;Wordle (Puzzle)
7,Feeling stuck on today’s puzzle? We can help.,"SUNDAY — Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below. For more Spelling Bee conversation, check out Deb Amlen’s weekly humor column, “Diary of a Spelling Bee Fanatic.”",2023-09-10T07:00:10+0000,article,Crosswords & Games,News,Spelling Bee Forum,Spelling Bee (Game)
8,More than 100 designer costumes from the New York City Ballet are featured in a new book photographed by Pari Dukovic.,"As a boy of 8, Pari Dukovic would pick up his camera, a gift from his father, and explore his native Istanbul. He learned to station himself on the street corners, hoping for just the right light to show off the city at its most shimmering. Soon enough, he was turning his lens on people.",2023-09-10T07:00:18+0000,article,Style,News,What Leotard Can Compare to This?,"Fashion and Apparel;Dancing;Content Type: Personal Profile;Photography;Books and Literature;New York City Ballet: Choreography & Couture (Book);Happel, Marc;Dukovic, Pari;New York City Ballet"
9,"A taxi makes an unplanned stop, a cozy flight to J.F.K. and more reader tales of New York City in this week’s Metropolitan Diary.",Dear Diary:,2023-09-10T07:00:19+0000,article,New York,News,‘I Hailed a Cab at My Hotel Near Central Park to Go to 47th Street’,New York City
10,The possibility of a federal indictment of Hunter Biden stunned the president. Yet the bond between him and his only surviving son is ironclad.,"Earlier this summer, President Biden was feeling hopeful.",2023-09-10T07:00:25+0000,article,U.S.,News,President Biden Keeps Hunter Close Despite the Political Peril,"Biden, Hunter;Biden, Joseph R Jr;Presidential Election of 2024;United States Politics and Government;Tax Evasion;Firearms;Alcohol Abuse;Drug Abuse and Traffic;Suits and Litigation (Civil);Malibu (Calif);Morris, Kevin (1963- );Content Type: Personal Profile"
11,"After a busy off-season, Damar Hamlin is back, Odell Beckham Jr. is a Raven, Sean Payton leads the Broncos, and 10 players are out because of gambling violations.","The N.F.L. off-season has gotten shorter since the regular season was extended to 17 games, and it certainly feels shorter, too, given that once-mundane calendar entries, such as the start of off-season workouts, are now treated like red-carpet events.",2023-09-10T07:00:31+0000,article,Sports,News,11 Things You Forgot About the 2023 N.F.L. Season,Football;National Football League
12,"Someone with the distinction could be a prankster, a computer programmer or a “real lively” cutter of stone.","On Sept. 14, 1998, the reporter Amy Harmon covered a disturbance at her workplace: “A group calling for the release of Kevin Mitnick, the imprisoned computer criminal, commandeered The New York Times site,” she wrote. It was “the first time that hackers have penetrated the Web site of a major news organization.” (The website was secured later that day.)",2023-09-10T07:00:31+0000,article,Times Insider,News,"A Hacker, by Many Other Names",Cyberwarfare and Defense;Cyberattacks and Hackers;Computer Security;Hoaxes and Pranks
13,"The folk art monument in the desert near the Salton Sea grapples with extreme weather, social-media-fueled tourism and its own tattering beauty.","In the summer, the desert surrounding the Salton Sea in California seems to glow from the glare of the unrelenting sun. The temperature can climb to 110 degrees and higher, and layers of dust coat car tires and the legs of people braving the heat.",2023-09-10T07:00:33+0000,article,Style,News,Salvation Mountain in California Searches for How to Save Itself,"Sculpture;Knight, Leonard (1931-2014);Art;California;Deserts;Salton Sea"
