,abstract,lead_paragraph,pub_date,document_type,section_name,type_of_material,headline,keywords
0,"She fused her mathematical knowledge with minimalist sounds and global spiritual traditions, most notably in her 1976 composition “The Electric Harpsichord.”","Catherine Christer Hennix, a Swedish experimental musician and artist who fused minimalist drones, mathematical logic and global spiritual traditions into an approach she called “infinitary composition,” died on Sunday at her home in Istanbul. She was 75.",2023-11-26T00:11:44+0000,article,Arts,Obituary (Obit),"Catherine Christer Hennix, Spiritual Drone Musician, Dies at 75","Hennix, Catherine Christer (1948-2023);Deaths (Obituaries);Music;Mathematics;Culture (Arts);Moderna Museet;Istanbul (Turkey);Stockholm (Sweden);Sufism (Religion)"
1,"With Sid Krofft, he produced children’s shows, like “H.R. Pufnstuf,” and prime time programs, including “Donny & Marie.”","Marty Krofft, who, with his brother Sid, created a string of television shows that captured audiences from Saturday morning to prime time, including fantastical children’s fare, like “H.R. Pufnstuf” and “Land of the Lost,” and variety shows, like “Donny and Marie,” died on Saturday in Los Angeles. He was 86.",2023-11-26T02:28:09+0000,article,Obituaries,Obituary (Obit),"Marty Krofft, 86, Dies: Created Fantastical TV Shows With Brother","Deaths (Obituaries);Television;Puppets;Krofft, Marty;Krofft, Sid;H R Pufnstuf (TV Program)"
2,"Corrections that appeared in print on Sunday, Nov. 26, 2023.","An article on Page 9 this weekend about a new reality competition show on Netflix misidentifies one of the producing studios of “Squid Game: The Challenge.” It is Studio Lambert, not Lambert Studios.",2023-11-26T04:53:20+0000,article,Corrections,Correction,"Corrections: Nov. 26, 2023",
3,"Offices look very different than they did a century ago, reflecting evolving workplace norms. What’s the best setup for you? Take our quiz to find out what your ideal office looks like.","Offices look very different than they did a century ago, reflecting evolving workplace norms. What’s the best setup for you? Take our quiz to find out what your ideal office looks like.",2023-11-26T05:27:20+0000,multimedia,Business Day,Interactive Feature,What’s Your Dream Office Setup?,Content Type: Quiz;Workplace Environment;Interior Design and Furnishings;Real Estate (Commercial)
4,"Though experts do not think that this season will be the worst yet, they also warn that the past is no longer a reliable guide to the future.","The warmest winter on record, followed by an unusually warm and dry spring. Hundreds of fires along Australia’s east coast, including one that razed 53 homes in Queensland. And last week, on the west coast, a raging blaze just over a dozen miles from the Perth city center was fueled by an unseasonably early heat wave and strong winds.",2023-11-26T07:19:39+0000,article,World,News,"Fire Season in Australia Starts, Early and Ominous",Australia;Global Warming;Wildfires;Heat and Heat Waves;Perth (Australia)
5,"Halfway through a four-day pause in fighting that so far has brought two swaps of hostages and prisoners, Israeli leaders faced a dilemma over whether to restart the war against Hamas in the Gaza Strip once the truce ends on Tuesday morning.","Halfway through a four-day pause in fighting that so far has brought two swaps of hostages and prisoners, Israeli leaders faced a dilemma over whether to restart the war against Hamas in the Gaza Strip once the truce ends on Tuesday morning.",2023-11-26T07:28:21+0000,article,World,News,The pause in fighting enters a third day.,
6,Watsana Yojampa spoke to her son after he was released by Hamas. There are at least 18 Thai citizens still being held hostage in the Gaza Strip.,"Watsana Yojampa had been waiting by the telephone for nearly two months, wondering whether she would get good news — or the worst possible message that a mother could hear.",2023-11-26T07:28:21+0000,article,World,News,A Thai mother rejoices at learning her son is alive.,Israel;Gaza Strip;Hamas;Thailand;Israel-Gaza War (2023- );Kidnapping and Hostages
7,Feeling stuck on today’s puzzle? We can help.,"Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below.",2023-11-26T08:00:09+0000,article,Crosswords & Games,News,Spelling Bee Forum,Spelling Bee (Game)
8,"A firsthand account of arriving to New York City as one of the 140,000 Jewish refugees who fled postwar Europe.","Even with New York’s complicated history as a port for new arrivals, the photographs this summer of more than a hundred migrants sleeping shoulder to shoulder on the sidewalk outside the once-elegant Roosevelt Hotel in Midtown Manhattan were shocking. So were scenes of young migrants idling on sidewalks, stoops and park benches, desperate to work but legally prohibited from doing so.",2023-11-26T08:01:19+0000,article,New York,News,What Today’s Migrant Crisis Looks Like to a Holocaust Refugee,"Immigration and Emigration;Asylum, Right of;Refugees and Displaced Persons;Holocaust and the Nazi Era;Jews and Judaism;Migrant Labor (Non-Agriculture);New York City"
9,"Last year, New York became one of eight states across the country that offer girls’ varsity flag football. The sport’s popularity has only grown.","Honesty Butler was not planning to go to college, let alone leave her home state of New York. She loved art class, but hated math and history. Art school was too expensive, so she began to give up on the idea of higher education entirely.",2023-11-26T08:01:19+0000,article,New York,News,"Girls Thrive in Many Sports. Now They’re Coming for Football, Too.",Football;Colleges and Universities;Education (K-12);Women and Girls;Olympic Games (2028);College Athletics;USA Football;Interscholastic Athletics;New York State
