,abstract,lead_paragraph,pub_date,document_type,section_name,type_of_material,headline,keywords
0,The nations are taking bold steps in the espionage shadow war to try to collect intelligence on leadership thinking and military capabilities.,"As China’s spy balloon drifted across the continental United States in February, American intelligence agencies learned that President Xi Jinping of China had become enraged with senior Chinese military generals.",2023-09-17T04:01:17+0000,article,U.S.,News,"In Risky Hunt for Secrets, U.S. and China Expand Global Spy Operations","China;United States International Relations;United States Defense and Military Forces;Espionage and Intelligence Services;Defense and Military Forces;Central Intelligence Agency;Ministry of State Security of the People's Republic of China;Artificial Intelligence;Taiwan;Biden, Joseph R Jr;Xi Jinping"
1,"Corrections that appeared in print on Sunday, Sept. 17, 2023.","An article on Page 20 this weekend about musicals, plays and festivals happening in the fall and spring misstates the month when “Days of Wine and Roses” is scheduled to begin performances on Broadway. It is January, not February.",2023-09-17T05:13:36+0000,article,Corrections,News,"Corrections: Sept. 17, 2023",
2,Feeling stuck on today’s puzzle? We can help.,"SUNDAY — Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below. For more Spelling Bee conversation, check out Deb Amlen’s weekly humor column, “Diary of a Spelling Bee Fanatic.”",2023-09-17T07:00:04+0000,article,Crosswords & Games,News,Spelling Bee Forum,Spelling Bee (Game)
3,"A walk across town, learning to roller skate in Harlem and more reader tales of New York City in this week’s Metropolitan Diary.",Dear Diary:,2023-09-17T07:00:17+0000,article,New York,News,‘It Was on Just Such a Cool Day That I Set Out From the Upper West Side’,New York City
4,"The woman’s allegation led to the expulsion of Saifullah Khan, who was acquitted in a criminal trial. His lawsuit is now challenging these disciplinary hearings.","In a 2018 disciplinary hearing at Yale University, Saifullah Khan listened as a woman accused him of raping her after a Halloween party.",2023-09-17T07:00:23+0000,article,U.S.,News,How a Yale Student’s Rape Accusation Exposed Her to a Defamation Lawsuit,"Sex Crimes;Yale University;Colleges and Universities;Suits and Litigation (Civil);Libel and Slander;Title IX (Gender Discrimination Legislation);Khan, Saifullah;Connecticut"
5,Many of the country’s youngest elected officials hope to express authenticity through their clothing choices.,"Wearing a dark green suit from Express and Cole Haan dress sneakers, Representative Maxwell Frost, Democrat of Florida, took the stage at Metrobar in Washington. He was speaking at an event this summer by Run for Something, a political action committee that supports young Democrats seeking state and local office.",2023-09-17T07:00:28+0000,article,Style,News,"Doc Martens, Bomber Jackets, No Ties: Parsing Gen Z Politicians’ Style","Generation Z;Fashion and Apparel;State Legislatures;House of Representatives;Senate;Frost, Maxwell Alejandro;Politics and Government;United States Politics and Government"
6,"A plan for Seneca Meadows would fill a “valley” with enough trash to fill MetLife Stadium 10 times, at least.","It’s tough to miss Seneca Meadows, New York state’s largest landfill: Rising nearly 300 feet tall, it’s almost as tall as the Statue of Liberty, including its pedestal.",2023-09-17T07:00:31+0000,article,New York,News,Why a Landfill as Tall as the Statue of Liberty May Rise Even Higher,Waste Materials and Disposal;Conservation of Resources;Hazardous and Toxic Substances;Waste Connections Inc;Finger Lakes Region (NY);Seneca Falls (NY);Waterloo (NY);audio-neutral-informative;audio-neutral-immersive
7,South Korean adoptees have been returning to the country to hold the government accountable for what they call a corrupt adoption system that went largely unchanged until recent decades.,"Mia Lee Sorensen’s Danish parents used to tell her that her birth family in South Korea had put her up for adoption. According to her adoption papers, she was born prematurely in 1987 to a family that could not afford her medical bills and wished for her to have a “good future” abroad.",2023-09-17T07:00:36+0000,article,World,News,World’s Largest ‘Baby Exporter’ Confronts Its Painful Past,South Korea;Politics and Government;Adoptions;Corruption (Institutional);Human Trafficking;International Relations;Babies and Infants;Orphans and Orphanages;Korean-Americans;Women's Rights
8,Our columnist reviews the day’s puzzle. Warning: Contains spoilers!,"Welcome to The Wordle Review. Be warned: This article contains spoilers for today’s puzzle. Solve Wordle first, or scroll at your own risk.",2023-09-17T07:00:36+0000,article,Crosswords & Games,News,Today’s Wordle Review,Crossword Puzzles;Wordle (Puzzle)
9,"Party leaders have rallied behind the president’s re-election bid, but as one top Democratic strategist put it, “The voters don’t want this, and that’s in poll after poll after poll.”","As President Biden shifts his re-election campaign into higher gear, the strength of his candidacy is being tested by a striking divide between Democratic leaders, who are overwhelmingly unified behind his bid, and rank-and-file voters in the party who harbor persistent doubts about whether he is their best option.",2023-09-17T07:00:38+0000,article,U.S.,News,Top Democrats’ Bullishness on Biden 2024 Collides With Voters’ Worries,"Biden, Joseph R Jr;Democratic Party;Primaries and Caucuses;Presidential Election of 2024;Voting and Voters;Polls and Public Opinion;Age, Chronological;Trump, Donald J"
