,abstract,lead_paragraph,pub_date,document_type,section_name,type_of_material,headline,keywords
0,"In a war, the killing ends when one side stops fighting. In a genocide, that’s when the killing begins.","In recent decades, as many as three million people perished in a famine in North Korea that was mainly government-induced. Hundreds of thousands of Syrians were gassed, bombed, starved or tortured to death by the Assad regime, and an estimated 14 million were forced to flee their homes. China has put more than a million Uyghurs through gulag-like re-education camps in a thinly veiled attempt to suppress and erase their religious and cultural identity.",2024-01-17T00:00:09+0000,article,Opinion,Op-Ed,The Genocide Charge Against Israel Is a Moral Obscenity,"Israel-Gaza War (2023- );War Crimes, Genocide and Crimes Against Humanity;International Court of Justice (UN);Civilian Casualties;Jews and Judaism;Israel;Gaza Strip;Palestinians"
1,"Some Democrats consider the former president the Republican they would have the best chance against this fall, but also the one they most fear the consequences of losing to.","To be clear, no one in President Biden’s White House would ever root for Donald J. Trump. To a person, they consider him an existential threat to the nation. But as they watched Mr. Trump open the contest for the Republican presidential nomination with a romp through Iowa, they also saw something else: a pathway to a second term.",2024-01-17T00:24:25+0000,article,U.S.,News Analysis,"For Biden, Another Trump Nomination Presents Opportunity, and Great Risk","Republican Party;Biden, Joseph R Jr;Haley, Nikki R;Trump, Donald J;Presidential Election of 2024;United States Politics and Government;Democratic Party"
2,"Right-wing lawmakers said the attack on Tuesday showed the folly of withdrawing some troops from the Gaza Strip, while Israel’s government faces international pressure to scale back further.","Hamas fighters in the northern Gaza Strip fired at least 25 rockets toward a nearby Israeli city on Tuesday, renewing right-wing criticism in Israel of the government’s decision to scale back some military operations in the war.",2024-01-17T01:00:13+0000,article,World,News,Hamas Rocket Barrage Stirs Debate in Israel Over Direction of War,"Israel-Gaza War (2023- );Defense and Military Forces;Hamas;Gaza Strip;Israel;Ben-Gvir, Itamar;Gallant, Yoav;Netanyahu, Benjamin;Ziv, Israel (1957- );Civilian Casualties;Politics and Government;Palestinians;Refugees and Displaced Persons;International Relations;Kidnapping and Hostages"
3,"Nikki Haley won Johnson County, the state’s bluest, by a single vote.","Former President Donald J. Trump won 98 of 99 counties in the Iowa caucuses on Monday, according to preliminary results published by the state Republican Party, demonstrating just how broadly he swept the first-in-the-nation contest.",2024-01-17T01:24:06+0000,article,U.S.,News,98-1: A Single Iowa County Prevented a Trump Shutout in the Caucuses,"Presidential Election of 2024;Primaries and Caucuses;United States Politics and Government;Republican Party;Trump, Donald J;DeSantis, Ron;Haley, Nikki R;Iowa;Voting and Voters"
4,"The shooting came after the officers responded to a family dispute at a Brooklyn apartment, officials said. The man who grabbed the gun was also shot, they said.","Two New York City police officers were shot in a Brooklyn apartment on Tuesday after a man grabbed a service weapon from one officer during a skirmish that unfolded as the officers responded to a call about a domestic dispute, officials said.",2024-01-17T01:48:30+0000,article,New York,News,"2 N.Y.P.D. Officers Shot After Man Grabs Gun From One, Officials Say","Brooklyn (NYC);Attacks on Police;Butler, Melvin (d 2024);Police Brutality, Misconduct and Shootings"
5,"Gross domestic product expanded 5.2 percent, as China worked to export more to make up for weak demand, high debt and a steep property contraction at home.",Car production set records in China last year. Restaurants and hotels were increasingly full. Construction of new factories surged.,2024-01-17T02:01:04+0000,article,Business Day,News,"China’s Economy Grew Last Year, but Strains Lurk Behind the Numbers","Coronavirus (2019-nCoV);Real Estate and Housing (Residential);International Trade and World Market;Economic Conditions and Trends;Prices (Fares, Fees and Rates);Automobiles;Factories and Manufacturing;Electric and Hybrid Vehicles;Banking and Financial Institutions;Infrastructure (Public Works);Deflation (Economics);Credit and Debt;National Bureau of Statistics (China);China"
6,"Faced with falling births, China’s efforts to stabilize a shrinking population and maintain economic growth are failing.","China’s ruling Communist Party is facing a national emergency. To fix it, the party wants more women to have more babies.",2024-01-17T02:03:43+0000,article,Business Day,News,"China Told Women to Have Babies, but Its Population Shrank Again",Discrimination;Women and Girls;Politics and Government;Women's Rights;Domestic Violence;Parenting;Population;Birth Rates;Gender;Pregnancy and Childbirth;Single Persons;Xi Jinping;China;audio-neutral-informative;audio-neutral-immersive
7,"The lopsided vote reflected broad backing for the measure in the Senate. It faces a more fraught reception in the House, where hard-right Republicans are opposed.","The Senate on Tuesday took the first step in advancing a stopgap spending bill to avoid a partial government shutdown at the end of the week, buying time to enact a broader bipartisan funding agreement for the remainder of the year.",2024-01-17T02:15:21+0000,article,World,News,Senate Advances Stopgap Bill to Avert a Partial Shutdown,"United States Politics and Government;Shutdowns (Institutional);Federal Budget (US);Senate;Republican Party;House Freedom Caucus;Johnson, Mike (1972- );Schumer, Charles E"
8,Things turn out all right in Morton J. Mendelson’s crossword.,Jump to: Today’s Theme | Tricky Clues,2024-01-17T03:00:09+0000,article,Crosswords & Games,News,Votes for Multiple Parties,Crossword Puzzles;Games
9,"The three police officers were found not guilty last month in the death of Manuel Ellis, who died in custody in 2020 after pleading that he could not breathe.","Three Tacoma police officers who were acquitted in the death of Manuel Ellis, a Black man who died in police custody in 2020 after pleading that he could not breathe, will each receive $500,000 for resigning from the Tacoma Police Department, according to documents released by the city on Tuesday.",2024-01-17T04:05:01+0000,article,U.S.,News,"Tacoma Officers Cleared in Black Man’s Death Will Get $500,000 Each to Resign","Tacoma (Wash);Police;Police Brutality, Misconduct and Shootings;Black People;Blacks;Murders, Attempted Murders and Homicides"
10,Dot sees an opportunity. Ole Munch sees an account that needs settling.,"The show may be called “Fargo,” but setting aside the Upper Midwest setting and colloquialisms, this fifth season has been more in conversation with a different Coen Brothers thriller, “No Country for Old Men,” their faithful rendering of the Cormac McCarthy novel. From the beginning, Roy Tillman has served as a malevolent twist on Tommy Lee Jones’s Ed Tom Bell in “No Country,” both hailing from a long line of county sheriffs patrolling arid stretches of countryside occasionally pocked with outlaws.",2024-01-17T04:08:08+0000,article,Arts,Review,‘Fargo’ Season 5 Finale Recap: Debts,Fargo (TV Program);Television
11,"The move is a partial return to a tougher Trump administration stance toward the Iran-backed group, which has attacked commercial ships in the Red Sea and the Gulf of Aden.","The Biden administration will designate Yemen’s Houthi militia as a terrorist organization, partly reimposing penalties it lifted nearly three years ago on the Iran-backed group whose attacks on regional shipping traffic have drawn a U.S. military response.",2024-01-17T04:08:10+0000,article,U.S.,News,U.S. to Return Houthis to Terrorism List,"Terrorism;Israel-Gaza War (2023- );United States International Relations;Humanitarian Aid;Palestinians;Biden, Joseph R Jr;Blinken, Antony J;Trump, Donald J;Gaza Strip;Red Sea;Yemen;Houthis"
12,"Court papers filed by his lawyers, formally a request for discovery evidence, sounded at times more like political talking points.",Lawyers for former President Donald J. Trump said in court papers filed on Tuesday night that they intended to place accusations that the intelligence community was biased against Mr. Trump at the heart of their defense against charges accusing him of illegally holding onto dozens of highly sensitive classified documents after he left office.,2024-01-17T04:46:06+0000,article,U.S.,News,Trump Signals Plans to Go After Intelligence Community in Document Case,"Federal Criminal Case Against Trump (Documents Case);Classified Information and State Secrets;Espionage and Intelligence Services;United States Politics and Government;Trump, Donald J;Smith, Jack (Attorney);Justice Department;Cannon, Aileen M"
13,"With quality control essential, Airbus gains in the rivalry between the world’s biggest plane makers by being seen as “competent.”","Airbus cemented its position last week as the world’s biggest plane maker for the fifth straight year, announcing that it had delivered more aircraft and secured more orders than Boeing in 2023. At the same time, Boeing was trying to put out a huge public-relations and safety crisis caused by a harrowing near disaster involving its 737 Max line of airliners.",2024-01-17T05:01:20+0000,article,Business Day,News,Airbus Is Pulling Ahead as Boeing’s Troubles Mount,"AIRBUS INDUSTRIE;Boeing Company;Aviation Accidents, Safety and Disasters;AIRLINES AND AIRPLANES;Factories and Manufacturing;Boeing 737 Max Groundings and Safety Concerns (2019);International Trade and World Market;Production;Supply Chain"
