,abstract,lead_paragraph,pub_date,document_type,section_name,type_of_material,headline,keywords
0,"An Alaska Airlines plane made an emergency landing at the Portland, Ore., airport on Friday after a hole opened up in the plane while it was in flight.","The Federal Aviation Administration on Saturday ordered U.S. airlines to stop using some Boeing 737 Max 9 planes until they were inspected, after one of those planes lost a piece of its body in midair, terrifying passengers until the plane landed safely.",2024-01-07T00:32:23+0000,article,Business Day,News,F.A.A. Orders Airlines to Ground Some Boeing 737 Max 9 Jets After Midair Emergency,"Aviation Accidents, Safety and Disasters;Boeing 737 Max Groundings and Safety Concerns (2019);AIRLINES AND AIRPLANES;ALASKA AIRLINES;Boeing Company;Federal Aviation Administration;Regulation and Deregulation of Industry"
1,The effort to oust the state’s controversial G.O.P. chair after infighting and financial troubles faces challenges from her allies and is likely headed to the courts.,"Simmering tensions within the Michigan Republican Party boiled over on Saturday, with some party officials voting to remove their embattled chairwoman, Kristina Karamo, in a contentious proceeding that she and other state Republicans argued was illegitimate.",2024-01-07T00:51:38+0000,article,U.S.,News,Michigan Republicans Hold Disputed Vote to Remove Party Leader,"Michigan;Politics and Government;Republican Party;Karamo, Kristina"
2,"The death might have been just a local tragedy. But some of the suspects were from an immigrant community, turning the case into a cause célèbre for the far right.",The traditional village ball 18 minutes outside the city ended in the traditional way: young men fighting outside.,2024-01-07T05:01:20+0000,article,World,News,A Small-Town Stabbing Takes On a Larger Significance for France,"Romans-sur-Isere (France);Murders, Attempted Murders and Homicides;Immigration and Emigration;Discrimination;Men and Boys;Youth;Right-Wing Extremism and Alt-Right;Politics and Government;France;Local Government"
3,"The survivor, who was in her 90s, was dug out from under a collapsed house, injured but responsive.","The police and other rescue workers pulled a woman in her 90s out from under a collapsed house on Saturday in western Japan, five days after a powerful earthquake struck the region, killing more than 126 people.",2024-01-07T05:07:56+0000,article,World,News,Woman Rescued From Rubble in Japan Five Days After Deadly Quake,Earthquakes;Japan;Rescues
4,"Forecasters warned of low visibility and dangerous driving conditions during the heaviest snowfall, which could reach one to two inches per hour.","The first major storm of the winter season dropped more than a foot of snow in parts of the Northeast on Saturday, creating treacherous travel conditions in some areas while also bringing an end to a mostly snowless winter so far.",2024-01-07T05:15:13+0000,article,U.S.,News,"Winter Storm Hits the Northeast, Bringing a Foot of Snow to Some Areas",Snow and Snowstorms;Northeastern States (US);Floods;Weather;Rain;East Coast (US)
5,"Corrections that appeared in print on Sunday, Jan. 7, 2024.",An article last Sunday about “Car­men” at the Metropolitan Opera misstated the performance history of the Russian mezzo-­soprano Aigul Akhmetshina. She has performed at the Met before; “Carmen” is not her Met debut.,2024-01-07T05:51:53+0000,article,Corrections,News,"Corrections: Jan. 7, 2024",
6,"Quotation of the Day for Sunday, January 7, 2024.","“The biggest thing that my generation is begging for is for someone to be honest, and that is something we’re lacking from both sides.”",2024-01-07T05:52:58+0000,article,Corrections,News,Quotation of the Day: Prospect of a Rematch of Biden-Trump Causes Young Voters to Retreat,
7,"Antony J. Blinken, the U.S. secretary of state, met separately in Amman with King Abdullah II and Ayman Safadi, Jordan’s foreign minister.","Antony J. Blinken, the U.S. secretary of state, held meetings on Sunday with leaders in Jordan and Qatar as part of a weeklong eastern Mediterranean and Middle East tour aimed at reducing the risk that the war in Gaza could spread in the region.",2024-01-07T07:34:15+0000,article,World,News,"Blinken, in Jordan and Qatar, continues his Mideast tour in hopes of reducing tensions.",
8,"For four days, Kareem Sabawi’s body lay wrapped in a blanket in a cold, empty apartment as his family sheltered nearby. He was killed during intense Israeli bombardment near his family home, his father and mother said, and in the days that followed, it was too dangerous to step outside and lay their 10-year-old child to rest.","For four days, Kareem Sabawi’s body lay wrapped in a blanket in a cold, empty apartment as his family sheltered nearby. He was killed during intense Israeli bombardment near his family home, his father and mother said, and in the days that followed, it was too dangerous to step outside and lay their 10-year-old child to rest.",2024-01-07T07:35:06+0000,article,World,News,Dignified burials have become another casualty in Gaza.,
9,"What do Queen Camilla, Julia Roberts and Gayle King have in common? Sole Bliss. The brand has become a go to for women who don’t want to suffer foot pain.","Helen Mirren declared herself to be “in love with them,” and Gabrielle Union said that “they might be the most comfortable shoes I have ever worn in my life.” Julia Roberts, Viola Davis and Drew Barrymore have worn them to Hollywood premieres. Queen Camilla owns 13 pairs and wears them at almost all of her public engagements.",2024-01-07T08:00:21+0000,article,Style,News,The Secret Weapon of Celebrity Stylists? Comfortable Shoes.,Sole Bliss (Shoemaker);Shoes and Boots;Feet;Women and Girls;Fashion and Apparel
10,"Proposals to reverse stark racial disparities in who dies during childbirth face deep-rooted obstacles, including hospital quality and the pandemic’s uneven aftereffects.","Late last year, a 30-year-old woman, Christine Fields, died after giving birth at a public hospital in Brooklyn. Within a few weeks, inspectors from the New York State Department of Health arrived and began pulling medical files and interviewing doctors and nurses, the agency said.",2024-01-07T08:00:24+0000,article,New York,News,Why New York Has Faltered in Making Childbirth Safer for Black Mothers,"New York City;Maternal Mortality;Black People;Blacks;Race and Ethnicity;Infant Mortality;Centers for Disease Control and Prevention;Health and Mental Hygiene Department (NYC);Health Department (NYS);Montefiore Medical Center;Woodhull Medical Center;Hochul, Kathleen C;Hospitals;New York State;audio-neutral-informative"
11,"Karissa Bodnar played on her customers’ desire to belong to something bigger than … well, beauty.","On a recent Monday, Karissa Bodnar, the 34-year-old founder and chief executive of Thrive, a cosmetics company, arrived at a launch party for her latest product line. The setting: a fluorescent-lit, fifth-floor office in midtown Manhattan. The bells and whistles: cheese, crudités, basic beer and wine. The entertainment: a Bluetooth speaker playing early aughts hip-hop (Flo Rida, Lil Jon).",2024-01-07T08:00:25+0000,article,Style,News,How a Millennial Estée Lauder Built a Widely Popular Beauty Brand,"Cosmetics and Toiletries;Philanthropy;Content Type: Personal Profile;Thrive Causemetics;Bodnar, Karissa;Corporate Social Responsibility"
