,abstract,lead_paragraph,pub_date,document_type,section_name,type_of_material,headline,keywords
0,A Florida school targeted by DeSantis is becoming unrecognizable.,"In two weeks, the new school year will begin at Florida’s New College, the progressive public liberal arts school singled out by Gov. Ron DeSantis for cultural transformation. Returning students will find an institution that is increasingly unrecognizable.",2023-08-15T00:16:49+0000,article,Opinion,Op-Ed,"At a College Targeted by DeSantis, Gender Studies Is Out, Jocks Are In",Colleges and Universities;Sarasota (Fla);New College of Florida;Politics and Government;College Athletics;Conservatism (US Politics)
1,The rapid expansion came as exports have risen and tourists have flooded the country. But a drop in domestic consumption worried economists.,"Japan’s economy recorded impressive growth in the second quarter of 2023, government data showed on Tuesday, evidence that the country is finally recovering from the Covid doldrums, even as signs of significant challenges remain.",2023-08-15T00:17:28+0000,article,Business Day,News,"Roaring Back From Pandemic, Japan’s Economy Grows at 6% Rate",Economic Conditions and Trends;Inflation (Economics);Yen (Currency);Supply Chain;Currency
2,"In a filing, prosecutors laid out the evidence they plan to use to convict the founder of the failed crypto exchange FTX, who faces trial in October.","Prosecutors in the criminal case against Sam Bankman-Fried, the founder of the collapsed cryptocurrency exchange FTX, on Monday provided the most detailed account to date of the evidence they plan to use to convict him at trial in October.",2023-08-15T00:35:13+0000,article,Technology,News,Prosecutors Detail Evidence Against Sam Bankman-Fried,"Virtual Currency;Frauds and Swindling;Computers and the Internet;HK FTX Trading Ltd (Futures Exchange);Alameda Research LLC;Bankman-Fried, Sam;Ellison, Caroline (1994- );Salame, Ryan"
3,"The main utility serving Hawaii did not pre-emptively shut off power before high winds reached Maui, and power lines fell in the windstorm.","In the hunt to determine what caused the fire that consumed Lahaina, the focus has increasingly turned to Hawaii’s biggest power utility — and whether the company did enough to prevent a wildfire in the high winds that swept over Maui last week.",2023-08-15T00:54:02+0000,article,U.S.,News,Experts Scrutinize Hawaiian Electric as They Search for the Maui Wildfire Cause,Wildfires;Electric Light and Power;Infrastructure (Public Works);Suits and Litigation (Civil);Hawaiian Electric Co Inc;Hawaii;Lahaina (Hawaii);Maui (Hawaii);Pacific Gas and Electric Co
4,"Reports from news agencies said at least 35 people were killed and 66 hospitalized in Dagestan, but there were no immediate reports of foul play or of a connection to the war in Ukraine.","A fire and an explosion at a gas station killed at least 35 people in southern Russia, the authorities said Tuesday, in a disaster that struck one of the country’s poorest regions.",2023-08-15T01:42:31+0000,article,World,News,Dozens Reported Dead in Fire at Gas Station in Southern Russia,Russia;Dagestan (Russia);Makhachkala (Russia);Deaths (Fatalities);vis-video
5,"FEMA is typically the first agency to face scrutiny after disasters. But while the federal agency plays a critical role in disaster response, it is not meant to be the first on the scene.","The Federal Emergency Management Agency encouraged survivors of the Maui wildfires on Monday to register with the government as soon as possible to receive a range of assistance, including an immediate payment of $700 to cover food and water.",2023-08-15T01:45:47+0000,article,U.S.,News,FEMA Outlines Maui Wildfire Support as Victims Critique Government Response,"Wildfires;Disasters and Emergencies;Federal Aid (US);Federal Emergency Management Agency;Criswell, Deanne;Hawaii;Lahaina (Hawaii);Maui (Hawaii)"
6,Malaika Handa takes center stage.,Jump to: Today’s Theme | Tricky Clues,2023-08-15T02:00:08+0000,article,Crosswords & Games,News,Cards Handed to a Bouncer,Crossword Puzzles
7,The Racketeering Influenced and Corrupt Organizations Act is a powerful law enforcement tool.,"At the heart of the indictment against Mr. Trump and his allies in Georgia are racketeering charges under the state Racketeering Influenced and Corrupt Organizations Act, or RICO.",2023-08-15T03:17:11+0000,article,U.S.,News,Trump and Allies in Georgia Face RICO Charges. Here’s What That Means.,"Georgia Criminal Case Against Trump (2020 Election);Racketeering and Racketeers;Trump, Donald J;Georgia;Presidential Election of 2020"
8,The former president has sought to systematically drain the suspense from his criminal cases. But the Trial(s) of the Century loom.,"Another grand jury, another indictment. For the fourth time in as many months, former President Donald J. Trump was charged on Monday with serious crimes and what was once unprecedented has now become surreally routine.",2023-08-15T03:22:23+0000,article,U.S.,News Analysis,"Trump Indictment, Part IV: A Spectacle That Has Become Surreally Routine","Georgia Criminal Case Against Trump (2020 Election);Federal Criminal Case Against Trump (Documents Case);Presidential Election of 2024;New York State Criminal Case Against Trump (71543-23);Polls and Public Opinion;United States Politics and Government;Federal Criminal Case Against Trump (2020 Election Case);Republican Party;Trump, Donald J;Willis, Fani T;Smith, Jack (Attorney);Fulton County (Ga)"
9,"Cecily Aguilar pleaded guilty to accessory to murder in the death of Vanessa Guillén, a soldier at Fort Hood (now Fort Cavazos). The case inspired a federal law and led the Army to discipline more than a dozen officials.","A Texas woman was sentenced to 30 years in prison on Monday for her role in trying to cover up the killing of Vanessa Guillén, a soldier stationed at Fort Hood, now called Fort Cavazos, whose murder in 2020 drew widespread attention to sexual assault in the military and inspired changes in federal law.",2023-08-15T03:25:06+0000,article,U.S.,News,Texas Woman Sentenced to 30 Years in Connection With Killing of Vanessa Guillén,"Murders, Attempted Murders and Homicides;United States Defense and Military Forces;Aguilar, Cecily;Guillen, Vanessa;Robinson, Aaron David (d 2020);Fort Cavazos (Tex);Fort Hood (Tex);Waco (Tex);Prisons and Prisoners"
