,abstract,lead_paragraph,pub_date,document_type,section_name,type_of_material,headline,keywords
0,He has attended the past two summits and calls climate change “the ultimate threat” but will miss the talks that are set to begin in Dubai on Thursday.,"President Biden will not attend a major United Nations climate summit that begins Thursday in Dubai, skipping an event expected to be attended by King Charles III, Pope Francis and leaders from nearly 200 countries, a White House official said Sunday.",2023-11-27T01:32:19+0000,article,Climate,News,"Biden to Skip U.N. Climate Summit, White House Official Says","Global Warming;Greenhouse Gas Emissions;United Nations Framework Convention on Climate Change;United Nations;Biden, Joseph R Jr;United States International Relations"
1,"Portland students have struggled with absenteeism since the pandemic,","The union representing teachers, counselors and other school employees in Portland, Ore., reached a tentative deal with the city's public school district on Sunday, ending a strike that has kept nearly 45,000 students out of classes for more than three weeks in Oregon’s largest district.",2023-11-27T02:04:16+0000,article,U.S.,News,Portland Teachers’ Strike Ends After More Than Three Weeks,Strikes;Education (K-12);Absenteeism and Truancy;Coronavirus (2019-nCoV);Organized Labor;Teachers and School Employees;Portland (Ore);Shutdowns (Institutional)
2,"The United States says the episode is unrelated to regional tensions, though it is still investigating the firing of two missiles at the Navy ship involved in the rescue.","The five gunmen who attacked a chemical tanker in the Gulf of Aden on Sunday and were later captured by the U.S. Navy were Somali pirates, American officials said Monday.",2023-11-27T03:34:07+0000,article,World,News,U.S. Navy Rescues Ship From Somali Pirate Attack,United States Navy;Gulf of Aden;Ships and Shipping;Israel;Hamas;Gaza Strip;Israel-Gaza War (2023- );Piracy at Sea
3,"Rather than take a confrontational approach with trespassers looking to farm or log in a tropical rainforest in Indonesia, teams of women rangers try dialogue first.","Riding her motorbike while balancing a backpack, a wok and a sharp cleaver, Asmia expertly maneuvered her way up a dangerous cliffside: a three-mile trip along a precipitous dirt path, barely 40 inches wide, to reach the mouth of the forest.",2023-11-27T05:01:24+0000,article,World,News,Female Rangers ‘Don’t Go All Alpha Like the Men’ to Protect a Forest,ACEH PROVINCE (INDONESIA);Indonesia;Sumatra (Indonesia);Forests and Forestry;Women and Girls;Muslims and Islam;Environment;Wilderness Areas;Logging Industry;Squatters
4,A third day of hostage exchanges in Israel.,"Hamas, the armed group that controls Gaza, released 17 more hostages, including a 4-year-old girl, and said it would seek to extend a temporary cease-fire with Israel. The current four-day pause is scheduled to end today. An additional 39 Palestinians in custody were freed on Sunday, according to Israel’s prison service.",2023-11-27T05:49:40+0000,article,Briefing,briefing,Monday Briefing,
5,The endurance reality show wraps up its second season. Selena Gomez’s cooking show returns with a holiday special.,"Between network, cable and streaming, the modern television landscape is a vast one. Here are some of the shows, specials and movies coming to TV this week, Nov. 27-Dec. 3. Details and times are subject to change.",2023-11-27T06:00:11+0000,article,Arts,News,What’s on TV This Week: ‘Special Forces’ and ‘Selena + Chef’,Television;Movies
6,This word has appeared in 38 articles on NYTimes.com in the past year. Can you use it in a sentence?,"The word congenial has appeared in 38 articles on NYTimes.com in the past year, including on Dec. 7 in “Day 7: Finding Inner Peace While You’re Underground” by Jack Denton:",2023-11-27T07:00:10+0000,article,The Learning Network,News,Word of the Day: congenial,
7,The effort to rescue 41 construction workers in India has faced repeated setbacks. Now the authorities are trying to drill vertically through a mountain.,"Over the two weeks that dozens of Indian construction workers have been trapped in a Himalayan road tunnel, the authorities have reported meter-by-meter progress toward reaching them and offered hopeful timelines for their rescue. Each time a breakthrough has appeared imminent, politicians have rushed to the scene.",2023-11-27T07:34:27+0000,article,World,News,"Trapped in a Tunnel for 15 Days, With No End in Sight",Bridges and Tunnels;Accidents and Safety;Rescues;Landslides and Mudslides;Uttarakhand (India)
8,In case you need some puzzle help.,"Welcome to The Wordle Review. Be warned: This page contains spoilers for today’s puzzle. Solve Wordle first, or scroll at your own risk.",2023-11-27T08:00:02+0000,article,Crosswords & Games,News,Today’s Wordle Review,Wordle (Puzzle)
9,In case you need some puzzle help.,"Good morning, dear connectors. Welcome to today’s Connections forum, where you can give and receive puzzle — and emotional — support.",2023-11-27T08:00:03+0000,article,Crosswords & Games,News,The Connections Companion,Crossword Puzzles;Connections (Game)
10,Google has a zero-tolerance policy for child abuse content. The scanning process can sometimes go awry and tar innocent individuals as abusers.,"When Jennifer Watkins got a message from YouTube saying her channel was being shut down, she wasn’t initially worried. She didn’t use YouTube, after all.",2023-11-27T08:00:12+0000,article,Technology,News,How Your Child’s Online Mistake Can Ruin Your Digital Life,"Google Inc;YouTube.com;Child Abuse and Neglect;Video Recordings, Downloads and Streaming;Computers and the Internet;Social Media;Children and Childhood;National Center for Missing and Exploited Children;Child Pornography;Parenting;audio-neutral-informative"
11,Feeling stuck on today’s puzzle? We can help.,"Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below.",2023-11-27T08:00:20+0000,article,Crosswords & Games,News,Spelling Bee Forum,Spelling Bee (Game)
12,Circles for Safe Streets encourages New York drivers who hit people to take responsibility. Those who were injured can speak directly to those at fault.,"Bill Penny was the center of attention in a tense room. It had been about nine months since he drove the wrong way down a one-way road in Brooklyn, hitting and critically injuring a woman who was crossing.",2023-11-27T08:00:25+0000,article,New York,News,Car Crash Victims Seek Justice in a New Way: Talking to the Drivers,Traffic Accidents and Safety;Deaths (Fatalities);Drunken and Reckless Driving;Volunteers and Community Service;Families for Safe Streets;Center for Justice Innovation;audio-neutral-informative
13,New York’s best bet for entering the era of offshore wind power is stacked up at the water’s edge in Connecticut.,"The pier on the Connecticut coast is filled with so many massive oddities that it could be mistaken for the set of a sci-fi movie. Sword-shaped blades as long as a football field lie stacked along one edge, while towering yellow and green cranes hoist giant steel cylinders to stand like rockets on a launchpad.",2023-11-27T08:00:25+0000,article,New York,News,Huge Turbines Will Soon Bring First Offshore Wind Power to New Yorkers,Wind Power;Ships and Shipping;Organized Labor;Eversource Energy;Orsted AS;Atlantic Ocean;New London (Conn);Northeastern States (US);Ports
14,"Since the Adult Survivors Act was passed, more than 3,000 civil suits have been filed, some aimed at politicians and others at institutions including hospitals and jails.","In the year since a one-time window opened in New York State allowing people to file sex-abuse lawsuits even after the statute of limitations had expired, more than 3,000 civil suits have been filed.",2023-11-27T08:00:25+0000,article,New York,News,A Final Wave of Sex-Abuse Lawsuits as One-Year Window Closes in New York,"Sex Crimes;Statutes of Limitations;Law and Legislation;New York State;Suits and Litigation (Civil);State Legislatures;Columbia University;New York-Presbyterian Hospital;Adams, Eric L;Combs, Sean;Cuomo, Andrew M;Hadden, Robert A;Rosenthal, Linda B;Rikers Island Prison Complex"
15,"Lauren Grodstein’s new novel takes place in the Warsaw ghetto, where a secret group of archivists made sure the truth survived.","Two decades before World War II, Lauren Grodstein’s great-grandparents fled Poland’s capital city and the antisemitism that was already ascendant there. “In all likelihood,” she writes in the afterword to this accomplished sixth book, “I would not be here had they stayed.” A chilling what-if, an idea for a book. More than a century after those ancestors escaped to safety, Grodstein gives voice to the doomed denizens they might have become.",2023-11-27T10:00:20+0000,article,Books,Review,"When They Were Going Through Hell, They Kept a Record","Grodstein, Lauren;Books and Literature;genre-books-historical-fiction"
16,Rhetorical training is tantamount to installing the operating system for adult social life.,"At the risk of sounding mawkishly positive, I think I’ve discovered a cheap, simple fix for our fraying social, emotional and political health.",2023-11-27T10:00:28+0000,article,Opinion,Op-Ed,An Ancient Solution to Our Current Crisis of Disconnection,Public Speaking;Education (K-12);Toastmasters International
17,We need to create a gold standard of care to treat patients with peripheral artery disease.,"In the fall of 2021, a soft-spoken woman in her 60s came to the emergency room where I worked, complaining of pain in her foot. When I examined her, I could see that I would need to amputate the infected leg immediately, or she risked sepsis and death. I amputated her leg that night. She died 14 months later.",2023-11-27T10:00:29+0000,article,Opinion,Op-Ed,‘My Patient Did Not Have to Die the Way She Did’,AMPUTATION;Deaths (Fatalities);Diabetes;Surgery and Surgeons;Sepsis;Blood;Black People;Blacks
18,A handy guidebook outlines 27 bucolic walks outside the British capital that begin and end at train stations. We tried some out.,"When is walking in circles a good thing? When following a trail through villages, forests and fields using open-access paths that begin and end at the same train station.",2023-11-27T10:00:29+0000,article,Travel,News,Round and Round We Go: Circular Strolls Near London,Travel and Vacations;Walking;London (England)
19,"You won’t find a silver bullet in a single food, experts say, but there are some that may help you build the best defense.","On average, more than one in three people in the United States will develop cancer at some point in their lifetime, according to the American Cancer Society. And many of those cases, they say, can potentially be prevented, including by making changes to your diet.",2023-11-27T10:00:36+0000,article,Well,News,Can Certain Foods Really Reduce Your Cancer Risk?,Cancer;Food;Content Type: Service;Diet and Nutrition;Research;Garlic;Prostate Cancer;Nuts;Tomatoes;Vegetables;Broccoli;Fiber (Dietary)
20,"A lens made in 1902 has been returned to the lantern room atop the lighthouse, which was commissioned by George Washington.",Good morning. It’s Monday. Today we’ll find out why a crucial component in the oldest lighthouse in New York State has just been replaced with one manufactured in 1902.,2023-11-27T10:00:36+0000,article,New York,briefing,"At the Montauk Lighthouse, a Restored Beacon Shines Again",New York City;internal-storyline-no;Lighthouses and Lightships;Maritime Accidents and Safety;Historic Buildings and Sites;Montauk (NY)
21,Expressing feminist views in Russia is now an increasingly dangerous thing to do.,"It has been more than six months since the Russian playwright Svetlana Petriychuk and the theater director Zhenya Berkovich were arrested and jailed for their work on “Finist, the Bright Falcon,” an acclaimed play sympathetic to women recruited by ISIS.",2023-11-27T10:00:37+0000,article,Opinion,Op-Ed,Russian Women Get a Fresh Warning About Their Rights,"Russia;Putin, Vladimir V;Women's Rights"
22,Would you consider pursuing a degree in a field you love even if it wouldn’t necessarily lead to a well-paying job?,"Please note: We ask that adults respect the intent of our Student Opinion questions and refrain from posting here. While there are many other places on nytimes.com for adults to have their say, this is the only forum that explicitly invites the voices of young people.",2023-11-27T10:00:48+0000,article,The Learning Network,News,Is There Such a Thing as a ‘Useless’ College Major?,
