,abstract,lead_paragraph,pub_date,document_type,section_name,type_of_material,headline,keywords
0,"She was on the band’s first two albums, but she was dismissed in 1995. She died in a car crash in Texas on Friday.","Laura Lynch, a founding member of the country music group the Dixie Chicks, died on Friday in a car crash in Texas. She was 65.",2023-12-24T03:54:48+0000,article,Arts,Obituary (Obit),"Laura Lynch, a Founder of the Dixie Chicks, Dies at 65","Lynch, Laura (d 2023);Deaths (Obituaries);Country Music;Dixie Chicks (Music Group);Chicks, The (Music Group)"
1,"The court filing was the latest development in a battle between Mr. Trump and the special counsel, Jack Smith, over whether the former president can be prosecuted for his actions while in office.","Lawyers for former President Donald J. Trump asked an appeals court in Washington on Saturday night to toss a federal indictment accusing him of plotting to overturn the 2020 election, arguing that he was immune to the charges because they arose from actions he had taken while he was in the White House.",2023-12-24T04:43:26+0000,article,U.S.,News,Trump Asks Appeals Court to Toss Election Case on Immunity Grounds,"Immunity from Prosecution;Federal Criminal Case Against Trump (2020 Election Case);Appeals Courts (US);Special Prosecutors (Independent Counsel);Chutkan, Tanya S;Smith, Jack (Attorney);Trump, Donald J;United States Politics and Government"
2,An Australian high court allowed the release of dozens of detained people who are now subject to curfews and monitored by the government with ankle bracelets.,"When Gus Kuster finished a one-year prison sentence in Australia, he anticipated rebuilding his life there, in the only country he has ever known. Instead, as a noncitizen and stateless person, he spent the following five years being shuttled between grim immigration detention centers, with seemingly no release date in sight.",2023-12-24T05:01:14+0000,article,World,News,"Freed From Never-Ending Detention, They Ended Up in Another Limbo","Australia;Immigration Detention;Ex-Convicts;Asylum, Right of;Refugees and Displaced Persons;Politics and Government;Curfews;Surveillance of Citizens by Government"
3,"Quotation of the Day for Monday, December 25, 2023.","“In this time of turmoil and global unrest, it’s kind of fun to think about deviled eggs.”",2023-12-24T05:27:55+0000,article,Corrections,News,"Quotation of the Day: Grits, Gossip and Grammar. Rules of South Are Explained.",
4,"Corrections that appeared in print on Sunday, Dec. 24, 2023.","An article last Sunday about Disney as the company turns 100 misidentified one of the books published by Hyperion. It is “Growing Up Gay,” not “Heather Has Two Mommies.”",2023-12-24T05:33:46+0000,article,Corrections,News,"Corrections: Dec. 24, 2023",
5,Feeling stuck on today’s puzzle? We can help.,"Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below.",2023-12-24T08:00:09+0000,article,Crosswords & Games,News,Spelling Bee Forum,Spelling Bee (Game)
6,The Metropolitan Diary’s illustrator reflects on a year of art and superstition.,"There is a Chinese superstition that the year of your zodiac animal is unlucky. I’m Korean, but the belief was something I grew up with.",2023-12-24T08:00:15+0000,article,New York,News,‘A Lot Happened to Rock My Normally Steady Life’,Superstitions;Art
7,In case you need some puzzle help.,"Welcome to The Wordle Review. Be warned: This page contains spoilers for today’s puzzle. Solve Wordle first, or scroll at your own risk.",2023-12-24T08:00:15+0000,article,Crosswords & Games,News,Today’s Wordle Review,Wordle (Puzzle)
8,"Inspired by the third annual Best of Metropolitan Diary contest, the column’s editor offers a memorable New York City anecdote of his own.",Dear Diary:,2023-12-24T08:00:15+0000,article,New York,News,‘I Hadn’t Gone Far When I Had to Flop Down in the Grass’,"New York City;Fort Tryon Park (Manhattan, NY)"
9,In case you need some puzzle help.,"Good morning, dear connectors. Welcome to today’s Connections forum, where you can give and receive puzzle — and emotional — support.",2023-12-24T08:00:21+0000,article,Crosswords & Games,News,The Connections Companion,Crossword Puzzles;Connections (Game)
10,"Long the epitome of holiday luxury in America, the cut’s place on the table has changed with tastes — and the economy.","On a biting December evening, the St. Clair Supper Club in Chicago’s West Loop neighborhood offered an escape out of the weather — and into America’s culinary past.",2023-12-24T08:00:38+0000,article,Food,News,The Rise and Fall of Prime-Rib Nation,"Beef;Christmas;Restaurants;Grill, The (Manhattan, NY, Restaurant)"
11,The stakes for Russia in the presidential vote are large. Other adversaries also might try to deepen divisions among American voters.,"The U.S. government is preparing for its adversaries to intensify efforts to influence American voters next year. Russia has huge stakes in the presidential election. China seems poised to back a more aggressive campaign. Other countries, like Iran, might again try to sow division in the United States.",2023-12-24T08:00:46+0000,article,U.S.,News,How Russian and Chinese Interference Could Affect the 2024 Election,"Presidential Election of 2024;United States International Relations;Cyberwarfare and Defense;Russian Interference in 2016 US Elections and Ties to Trump Associates;Midterm Elections (2022);Rumors and Misinformation;Artificial Intelligence;Social Media;Elections, Governors;Russian Invasion of Ukraine (2022);Biden, Joseph R Jr;Trump, Donald J;China;Russia;Iran;Cuba"
12,Some small independent pharmacies in the city are benefiting from a decline in chain stores. But theft and low reimbursement rates are still making life hard.,At one of the few chain pharmacies still open in the South Bronx — a Rite Aid on Southern Boulevard — just about everything except for the greeting cards is behind plexiglass barriers and sealed with a lock. The Kit Kats. The Pringles. The soda. The dog toys.,2023-12-24T08:01:24+0000,article,New York,News,Mom-and-Pop Drugstores Thrive as Chain Pharmacies Close in New York,"Drugstores;Small Business;Drugs (Pharmaceuticals);Robberies and Thefts;CVS Caremark Corporation;New York City;Hell's Kitchen (Manhattan, NY);South Bronx (Bronx, NY);Washington Heights (Manhattan, NY)"
13,"An anecdote about wisdom dispensed at a deli claims the top spot in this year’s voting, outpolling four other favorites. All five are presented here.",Dear Diary:,2023-12-24T08:01:24+0000,article,New York,News,The Best Metropolitan Diary of 2023: The Readers Speak,New York City
14,"As President Biden grapples with an unwieldy crisis at the southern border, his likely 2024 rival has leveled many criticisms — including some baseless and misleading claims.",Former President Donald J. Trump has drawn widespread censure after reprising a line that casts undocumented immigrants as “poisoning the blood of our country.”,2023-12-24T08:01:24+0000,article,U.S.,News,Fact-Checking Trump’s Recent Immigration Claims,"Illegal Immigration;Terrorism;Immigration Detention;Rumors and Misinformation;Customs and Border Protection (US);Immigration and Customs Enforcement (US);Biden, Joseph R Jr;Trump, Donald J;Presidential Election of 2024;United States Politics and Government"
15,"The Supreme Court justice has built a network of former clerks who share messages, meals and a common vision — wielding influence at universities, law firms and the highest rungs of government.","In late August, amid a rising outcry over revelations that Justice Clarence Thomas had received decades of undisclosed gifts and free luxury travel, a lawyer in Chicago fired off an email to her fellow former Thomas clerks.",2023-12-24T08:01:25+0000,article,U.S.,News,Clarence Thomas’s Clerks: An ‘Extended Family’ With Reach and Power,"Thomas, Clarence;Supreme Court (US);Conservatism (US Politics);Legal Profession;Law Schools;Courts and the Judiciary;Voting Rights Act (1965);Voting Rights, Registration and Requirements;Affirmative Action;Thomas, Virginia Lamp;Consovoy, William S;Eastman, John C;Trump, Donald J;United States Politics and Government"
16,Next year could see increasing volatility as persistent military conflicts and economic uncertainty influence voting in national elections across the globe.,The attacks on crucial shipping traffic in the Red Sea straits by a determined band of militants in Yemen — a spillover from the Israeli-Hamas war in Gaza — are injecting a new dose of instability into a world economy already struggling with mounting geopolitical tensions.,2023-12-24T08:01:51+0000,article,Business Day,News,"Two Wars, 50 Elections: The Economy Faces Rising Geopolitical Risks","United States Economy;Economic Conditions and Trends;Presidential Election of 2024;International Relations;Europe;Israel-Gaza War (2023- );Russian Invasion of Ukraine (2022);Prices (Fares, Fees and Rates);Oil (Petroleum) and Gasoline;International Trade and World Market;Supply Chain;Freight (Cargo);Houthis;Red Sea;Middle East;Israel;Russia;Ukraine"
17,The Israeli military says its dogs support elite commando units and save the lives of soldiers. But the canine unit also draws criticism.,They search for explosives and are the first members of the Israeli military to enter tunnels and other areas that could have traps in the Gaza Strip.,2023-12-24T09:49:23+0000,article,World,News,Israel Relies on Combat Dogs in Gaza Strip,Israel-Gaza War (2023- );Defense and Military Forces;Dogs;Hamas;Gaza Strip;Israel
18,How a Ukrainian soldier escaped from the embattled Azovstal steel complex in Mariupol and sneaked 125 miles to Ukrainian territory.,"After seven days hiding in a dank and dark tunnel deep in the bowels of the sprawling Azovstal steel plant in Mariupol as the city burned around him, Pfc. Oleksandr Ivantsov was on the verge of collapse.",2023-12-24T10:00:46+0000,article,World,News,"He Was Ready to Die, but Not to Surrender",Russian Invasion of Ukraine (2022);Defense and Military Forces;Mariupol (Ukraine);Russia;Ukraine
19,"This selection of works, available to rent and purchase, features some of today’s boldest directors and greatest vocal talents.",Enjoying opera — fully staged opera — at home has become easier. Recent productions from top European houses have begun to appear for rental and purchase on Amazon Prime Video.,2023-12-24T10:00:48+0000,article,Arts,News,5 Operas You Can Stream at Home,"Opera;Video Recordings, Downloads and Streaming"
