,abstract,lead_paragraph,pub_date,document_type,section_name,type_of_material,headline,keywords
0,,,2023-10-04T00:16:24+0000,multimedia,,,Harry and Meghan’s Royal Real Estate Woes,
1,"“Never take life for granted enjoy it while you have it!” the rapper wrote on social media. He posted a picture from a hospital, saying he had been in a nine-day fight for his life.","Krayzie Bone, a member of Bone Thugs-N-Harmony, one of the most influential rap groups in history, has been fighting for his life for several days, he said in a post on social media on Monday that included a photo of him in a hospital.",2023-10-04T00:59:06+0000,article,Arts,News,Krayzie Bone of Bone Thugs-N-Harmony Posts About His Health Crisis,Pop and Rock Music;Rap and Hip-Hop;Bone Thugs-N-Harmony;Krayzie Bone (1973- )
2,"Jocelyn Bioh’s Broadway playwriting debut, set in a Harlem hair braiding shop, is a hot and hilarious workplace sitcom.","Nothing says comedy to me like hot pink, and pink doesn’t get much hotter than the pink of the house curtain that greets you at the beginning of “Jaja’s African Hair Braiding” by Jocelyn Bioh. In the pale and staid Samuel J. Friedman Theater, a fuchsia drop depicting dozens of elaborately woven hairstyles — micro braids, cornrows, “kinky twists” and more — tells you, along with the bouncy Afro-pop music, to prepare for laughter.",2023-10-04T01:00:14+0000,article,Theater,Review,"Review: At ‘Jaja’s,’ Where Everybody Knows Your Mane","Theater;Theater (Broadway);Jaja's African Hair Braiding (Play);Manhattan Theater Club;Friedman, Samuel J, Theater;Bioh, Jocelyn;White, Whitney"
3,Mr. Gaetz and his fellow disrupters have done what no other rebel band managed before.,Who out there picked nine months in the office betting pool for how long Kevin McCarthy would survive as House speaker? Go ahead. Raise your hands. Looks like you’re due a victory lap.,2023-10-04T01:02:42+0000,article,Opinion,Op-Ed,Can Anyone Lead House Republicans Out of the Darkness?,"United States Politics and Government;Right-Wing Extremism and Alt-Right;House of Representatives;Republican Party;McCarthy, Kevin (1965- )"
4,"Dish, the television provider, failed to move its dead satellite into a higher orbit, where it would pose little threat to active satellites, the agency announced. The company agreed to pay a $150,000 fine.","With a growing number of satellites orbiting the Earth and space junk increasingly becoming a concern, the Federal Communications Commission announced on Tuesday that it had for the first time fined a company for failing to properly dispose of a dead satellite.",2023-10-04T01:05:04+0000,article,Business Day,News,Dish Is First Company to Be Fined by F.C.C. Over Space Junk Rule,Space and Astronomy;Satellites;Federal Communications Commission;Fines (Penalties);Dish Network;EchoStar Corporation;Television
5,The glib Californian made many promises and paid a price when he was unable to fulfill them. But his demise also reflected the challenge of wielding a Republican majority that refuses to be governed.,"Kevin McCarthy did two things right, but too many other things wrong.",2023-10-04T01:29:21+0000,article,U.S.,News,McCarthy’s Extraordinary Downfall Reflects an Ungovernable G.O.P.,"McCarthy, Kevin (1965- );Republican Party;House of Representatives;Right-Wing Extremism and Alt-Right;United States Politics and Government;Democratic Party"
6,"The popular Tuscan outpost in the West Village has moved to more generous quarters, but the bracing minimalism of its cooking remains largely intact.","From 2008 until she moved to larger quarters this year, Rita Sodi served plainspoken Tuscan cooking in her plainspoken restaurant on Christopher Street, I Sodi. The dining room was as tightly packed as the coach section of a sold-out flight on Thanksgiving weekend, and it could be difficult to get in or out of your seat without accidentally becoming intimate with a stranger at the next table.",2023-10-04T01:59:39+0000,article,Food,Review,"Restaurant Review: I Sodi Returns, Without the Sardine-Can Space","Restaurants;Italian Food (Cuisine);I Sodi (Manhattan, NY, Restaurant);Sodi, Rita;Williams, Jody (1963- );West Village (Manhattan, NY)"
7,Gary Larson’s puzzle gives us options.,"WEDNESDAY PUZZLE — It’s fitting that Sam Corbin and I did a switcheroo today, isn’t it? She wrote my usual Saturday post last weekend, and I got to take on a wacky, letter-swapping Wednesday grid by Gary Larson. This is an unusual construction, and there are multiple ways to solve the puzzle correctly.  I was wholly confused for at least the first third, and didn’t fully realize the extent of the theme entries until the cat was out of the bag (or the box, since it’s almost like a Schrödinger grid, although those have single clues for multiple entries).",2023-10-04T02:00:08+0000,article,Crosswords & Games,News,Make a Choice,"Larson, Gary (Crossword Constructor);Crossword Puzzles"
8,"Wab Kinew, an Anishinaabe politician who leads the New Democratic Party, will replace the conservative Heather Stefanson as Manitoba’s leader.","Manitoba became the first province in Canada to elect a government headed by a First Nations member on Tuesday, with a win by the left-of-center New Democratic Party, led by Wab Kinew, who is Anishinaabe.",2023-10-04T03:40:32+0000,article,World,News,"Manitoba Elects a First Nations Provincial Premier, a Canadian First",Indigenous People;New Democratic Party (Canada);Manitoba (Canada)
9,"The victims, including four students, were being treated for non-life-threatening gunshot wounds. The university canceled or postponed all homecoming events.","The authorities in Baltimore on Wednesday said they had not located any suspects or made any arrests after five people, including four students, were shot and injured on the Morgan State University campus on Tuesday night.",2023-10-04T03:42:59+0000,article,U.S.,News,5 People Injured in Shooting at Morgan State University in Baltimore,"Historically Black Colleges and Universities;Mass Shootings;Morgan State University;Police Department (Baltimore, Md);Baltimore (Md)"
10,The ousting of Speaker Kevin McCarthy.,"Lawmakers in the U.S. House of Representatives voted 216 to 210 yesterday to remove Speaker Kevin McCarthy from his leadership position. The vote was instigated by a group of hard-line Republican Party members, and it was the first time in modern history of the House of Representatives that such a vote passed. The House speaker is next in line of succession for the presidency after the vice president.",2023-10-04T03:53:02+0000,article,Briefing,briefing,Wednesday Briefing,
11,"The struggle to save Gagauz, a Turkic tongue used by dwindling numbers of people in an ethnic enclave of Moldova, reflects the emotional power of language loyalties across the former Soviet Union.","He has published collections of poetry, written more than 20 books, as well as plays, translated works by foreign literary giants like Moliere and is rated as a master of his native language.",2023-10-04T04:01:32+0000,article,World,News,‘Our Language Is Dying’,Gagauzia (Moldova);Language and Languages;International Relations;Law and Legislation;Politics and Government;Russian Language;Education (K-12)
12,"Even though it’s now part of NATO, a wary Finland still requires men to serve their country. Women can volunteer, and many do.","The facade of the apartment building was blown off, the remains sagging to one side. Working together, the military police, the emergency services, the fire department and the explosives team cordoned off the scene, swept for other explosives, disarmed one, and searched for those still alive in the rubble with sniffer dogs, while removing the wounded and the dead.",2023-10-04T04:01:35+0000,article,World,News,"When Russia Is a Neighbor, Self-Defense Is Everyone’s Concern",vis-photo;Defense and Military Forces;Draft and Recruitment (Military);Russian Invasion of Ukraine (2022);European Union;North Atlantic Treaty Organization;Europe;Finland;Russia
13,"City services for the poor are lagging under Mayor Eric Adams. Also, Central Park’s Great Lawn, damaged in a concert, is closing six weeks early for maintenance.",Good morning. It’s Wednesday. We’ll look at how it’s taking longer for the city to provide some critical services for vulnerable New Yorkers. We’ll also find out why the Great Lawn in Central Park has been closed for the winter — six weeks earlier than usual.,2023-10-04T04:05:05+0000,article,New York,briefing,It’s Getting Harder to Be Poor in New York,"New York City;internal-storyline-no;Poverty;Parks and Other Recreation Areas;Public and Subsidized Housing;Central Park Conservancy;Human Resources Administration (NYC);Adams, Eric L;Central Park (Manhattan, NY)"
14,"“Nine months? I’ve been to Phish concerts longer than that,” Jimmy Fallon joked of McCarthy’s tenure as speaker of the House.","Welcome to Best of Late Night, a rundown of the previous night’s highlights that lets you sleep — and lets us get paid to watch comedy. Here are the 50 best movies on Netflix right now.",2023-10-04T05:43:06+0000,article,Arts,News,Late Night Hosts Roast Kevin McCarthy on His Way Out,Television;Jimmy Kimmel Live (TV Program);The Tonight Show (TV Program);Late Show with Stephen Colbert (TV Program);Late Night with Seth Meyers (TV Program);Comedy and Humor
15,This word has appeared in 42 articles on NYTimes.com in the past year. Can you use it in a sentence?,"The word interlocutor has appeared in 42 articles on NYTimes.com in the past year, including on April 17 in the Opinion essay “Debate Doesn’t Have to Be Divisive” by Peter Coy:",2023-10-04T06:00:02+0000,article,The Learning Network,News,Word of the Day: interlocutor,
16,How adventurous are you?,"How adventurous are you? Do you seek out new experiences, thrills and challenges, or are you happier with more familiar and safer activities?",2023-10-04T07:00:02+0000,article,The Learning Network,News,Skydiving,
17,Feeling stuck on today’s puzzle? We can help.,"WEDNESDAY — Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below. For more Spelling Bee conversation, check out Deb Amlen’s weekly humor column, “Diary of a Spelling Bee Fanatic.”",2023-10-04T07:00:03+0000,article,Crosswords & Games,News,Spelling Bee Forum,Spelling Bee (Game)
18,Our columnist reviews the day’s puzzle. Warning: Contains spoilers!,"Welcome to The Wordle Review. Be warned: This article contains spoilers for today’s puzzle. Solve Wordle first, or scroll at your own risk.",2023-10-04T07:00:03+0000,article,Crosswords & Games,News,Today’s Wordle Review,Crossword Puzzles;Wordle (Puzzle)
19,"Newly arrived migrants are hawking candy, fruit and beverages in New York City, often with young children in tow. Turf battles with more established vendors are becoming common.","Standing on a subway platform deep below Times Square, Natalí Tualombo, a newly arrived migrant from Ecuador, sold water bottles and sodas from a cooler, her 4-year-old son sitting at her feet.",2023-10-04T07:00:15+0000,article,New York,News,"Turning to Street Vending, New Migrants Find a Competitive World",New York City;Illegal Immigration;Street Vendors (Non-Food);Food Trucks and Vendors;Immigration and Emigration;audio-neutral-informative
20,Much centers on the question of who gets to choose the successor of the Dalai Lama when he dies.,"Tibetan Buddhism has long been led by the Dalai Lama, the 88-year-old spiritual leader who fled Tibet in 1959 and has been living in exile in India ever since.",2023-10-04T07:01:57+0000,article,World,News,Here’s What to Know About Tensions Over Tibetan Buddhism,Buddhism;International Relations;Religion and Belief;Communist Party of China;Dalai Lama;China;Mongolia;Tibet
21,He may have to defend the faith in Mongolia against pressure from China’s ruling Communist Party.,"The boy had seemed destined for a life of affluence and earthly pursuits. Born into the family behind a major mining conglomerate in Mongolia, he might have been picked to someday lead the company from its steel-and-glass headquarters in the country’s capital.",2023-10-04T07:37:06+0000,article,World,News,The 8-Year-Old Boy at the Heart of a Fight Over Tibetan Buddhism,Jebtsundamba Khutughtu;Buddhism;Politics and Government;International Relations;Monasteries and Monks;Communist Party of China;Dalai Lama;Dharamsala (India);Mongolia;Tibet;audio-neutral-informative;audio-neutral-immersive
22,How Miuccia Prada — and Miu Miu — became the muse of the season. Plus a detour through Chanel and Louis Vuitton.,Want to know what you will wear next?,2023-10-04T08:00:55+0000,article,Style,News,The Most Influential Woman in Fashion,"Prada, Miuccia;Fashion and Apparel;Paris Fashion Week;Women and Girls;Miu Miu (Fashion Label);Chanel SA;Viard, Virginie;Givenchy;Williams, Matthew (1985- );McCartney, Stella;Louis Vuitton;Ghesquiere, Nicolas;Beckham, Victoria;your-feed-fashion"
23,Liu Yiqian made global headlines in 2014 and 2015 by paying top prices for paintings and antiquities but is starting to liquidate part of his collection.,"Few Chinese art collectors have made a bigger splash at global auctions in the past decade than Liu Yiqian, a former Shanghai taxi driver who amassed a fortune through big bets on Chinese real estate and pharmaceutical stocks.",2023-10-04T08:17:40+0000,article,Business Day,News,China’s Top Art Investor Amassed a Big Collection. Now He’s Selling.,Art;Real Estate and Housing (Residential);Auctions;Collectors and Collections;Museums;International Trade and World Market;Sotheby's;Liu Yiqian;China;Hong Kong;Shanghai (China)
24,"Apollo was the first to use annuities to build a major financing business. Others followed, driving the growth of the private lending market and worrying regulators.","In 2009, as the banking business was on the verge of being reshaped by new regulations in the wake of the great financial crisis, the private equity giant Apollo Global Management found a way to make money off the retirement savings of millions of everyday Americans.",2023-10-04T09:00:17+0000,article,Business Day,News,"A ‘Shadow’ Lending Market in the U.S., Funded by Insurance Premiums","Private Equity;ANNUITIES;Life Insurance;Regulation and Deregulation of Industry;Banking and Financial Institutions;Mergers, Acquisitions and Divestitures;Federal-State Relations (US);Apollo Global Management;Blackstone Group, The;Brookfield Asset Management;Carlyle Group LP;KKR & Co LP;Prudential Financial Inc;Dimon, James;Federal Reserve System"
25,"Montana calls to storytellers: The cold clear waters of its rivers have carried the voices of its inhabitants from time immemorial, says Debra Magpie Earling, one of its writers. Here, she recommends her favorites.","Long before white settlement and Lewis and Clark tramped through the area now known as Missoula, the Séliš and Qĺispé buffalo hunters gathered in the place where the Blackfoot and the Clark Fork Rivers meet to plan and reconnoiter, and to tell stories of their dangerous hunts.",2023-10-04T09:00:17+0000,article,Books,News,Read Your Way Through Missoula,"Books and Literature;Writing and Writers;Poetry and Poets;Missoula (Mont);Andrews, Bryce;Duncan, David James;Land, Stephanie;Maclean, Norman;McNamer, Deirdre;Quammen, David;Smith, Annick;Holding Fire: A Reckoning With the American West (Book);Maid: Hard Work, Low Pay, and a Mother's Will to Survive (Book);Sun House (Book)"
26,"McKenzie Funk’s “The Hank Show” follows the improbable career of one man, and the surveillance state he helped create.","If there was a Mount Rushmore of the architects of the modern panopticon state, it might be composed of Meta’s Mark Zuckerberg, the Palantir head Peter Thiel, and Hoan Ton-That, founder of Clearview AI. But perhaps there should be a fourth, more chiseled visage up there, one you probably don’t recognize: that of Hank Asher.",2023-10-04T09:00:18+0000,article,Books,Review,The Forrest Gump of Data Mining Saw It All,"Books and Literature;Data-Mining and Database Marketing;Computers and the Internet;Privacy;Content Type: Personal Profile;Asher, Hank (1951-2013);The Hank Show: How a House-Painting, Drug-Running DEA Informant Built the Machine That Rules Our Lives (Book);Funk, McKenzie"
27,Abu Zubaydah was the first prisoner waterboarded by the C.I.A. He has never faced charges at Guantánamo Bay.,Lawyers for the longest-held prisoner in the U.S. war against terrorism have begun a new legal offensive in multiple courts aimed at securing his release from Guantánamo Bay.,2023-10-04T09:00:19+0000,article,U.S.,News,Lawyers Expand Legal Fight for Longest-Held Prisoner of War on Terrorism,"Zubaydah, Abu;Terrorism;Detainees;Guantanamo Bay Naval Base (Cuba);Suits and Litigation (Civil);Human Rights and Human Rights Violations;Torture;Central Intelligence Agency"
28,"“Hell’s Kitchen,” a musical inspired by the singer-songwriter’s teenage years in New York, is set to open Off Broadway.","One night this summer, Alicia Keys fell asleep listening to show tunes.",2023-10-04T09:00:20+0000,article,Theater,News,Alicia Keys Steps Into a New Spotlight,"Hell's Kitchen (Play);Theater;Theater (Off Broadway);Public Theater;Keys, Alicia;Content Type: Personal Profile;Pop and Rock Music;Music;Rhythm and Blues (Music)"
29,How the global economy became weaponized.,"The greatest collateral damage from last year’s Russian invasion of Ukraine has been to various Western European members of NATO, which suddenly find their national interests subordinated to those of their strongest ally.",2023-10-04T09:00:28+0000,article,Opinion,Op-Ed,The U.S. Has a New Set of Tools for Bullying the World,"Russian Invasion of Ukraine (2022);United States International Relations;United States Economy;Economic Conditions and Trends;International Trade and World Market;Banking and Financial Institutions;Europe;Germany;China;Russia;Ukraine;Books and Literature;Underground Empire: How America Weaponized the Global Economy (Book);Farrell, Henry (1970- );Newman, Abraham (1973- )"
