,abstract,lead_paragraph,pub_date,document_type,section_name,type_of_material,headline,keywords
0,Zhouqin Burnikel’s Tuesday puzzle cashes in.,"TUESDAY PUZZLE — Today’s column is brought to you by the letter C, as in “C.C.,” which is how Zhouqin Burnikel is known to her many fans. Ms. Burnikel, who is making her 73rd (!!) appearance in the New York Times Crossword, is a true professional, producing creative and engaging puzzles with an unparalleled ability to keep crossword “glue” to a bare minimum.",2021-09-07T02:00:04+0000,article,Crosswords & Games,News,Junction Points,Crossword Puzzles
1,Britain’s likely tax hike.,"Britain’s Boris Johnson is widely expected to break his vow not to increase taxes today when he announces a plan to bolster the nation’s social care services, a longtime goal that he first unveiled soon after becoming prime minister in 2019.",2021-09-07T02:22:18+0000,article,Briefing,briefing,Your Tuesday Briefing,
2,"Mr. David, who previously worked as a lawyer for Gov. Andrew Cuomo, was identified in a report as having advised Mr. Cuomo’s office on how to handle sexual harassment allegations.","Alphonso David, the president of the Human Rights Campaign, the nation’s largest L.G.B.T.Q. advocacy organization, was ousted by the group’s board on Monday night over a report revealing that he had advised former Gov. Andrew M. Cuomo’s office on how to handle sexual harassment allegations.",2021-09-07T02:41:16+0000,article,U.S.,News,"Alphonso David, Who Advised Cuomo, Fired as Human Rights Campaign President","David, Alphonso B (1970- );Cuomo, Andrew M;Human Rights Campaign;#MeToo Movement;Sexual Harassment;Workplace Hazards and Violations;Boylan, Lindsey (1984- );Homosexuality and Bisexuality;New York State"
3,"From Aaron Rodgers to Tom Brady to Patrick Mahomes, quarterbacks are trying to push football’s status quo. The results have lagged behind stars’ achievements in other sports.",Aaron Rodgers had a lot to get off his mind.,2021-09-07T04:01:08+0000,article,Sports,News,Quarterbacks Are the N.F.L.’s Biggest Investment. Why Won’t It Listen to Them?,"Football;Free Agents (Sports);Wages and Salaries;National Football League;George Floyd Protests (2020);Brady, Tom;Mahomes, Patrick (1995- );Rodgers, Aaron"
4,"As she releases her memoir, Constand details her reactions to the court decision that overturned Bill Cosby’s conviction on sexual assault charges.",The call came just before noon.,2021-09-07T04:05:09+0000,article,Arts,News,"Despite the Cosby Ruling, Andrea Constand Feels Like a ‘Symbol of Hope’","Constand, Andrea;Content Type: Personal Profile;Decisions and Verdicts;#MeToo Movement;Cosby, Bill;The Moment: Standing Up to Bill Cosby, Speaking Up for Women (Book);Sex Crimes"
5,"No corrections appeared in print on Tuesday, Sept. 7, 2021.","Errors are corrected during the press run whenever possible, so some errors noted here may not have appeared in all editions.",2021-09-07T04:26:52+0000,article,Corrections,News,"No Corrections: Sept. 7, 2021",
6,"Quotation of the Day for Tuesday, September 7, 2021.","“They killed all our hope. The Biden government promised many things, and now we feel tricked.”",2021-09-07T04:27:17+0000,article,Today’s Paper,Quote,Quotation of the Day: Court Hands Biden Relief From a Migrant Surge,
7,"Prosecutors declined to charge the man, who a co-worker said had assaulted her, an allegation that highlighted sexism in the Chinese tech scene.","The police in China released a former Alibaba manager who had been accused of rape by a co-worker after prosecutors declined to charge him, deepening debate about an episode that has shaken the Chinese technology industry and prompted a reckoning for the fledgling #MeToo movement in the country.",2021-09-07T05:53:09+0000,article,Business Day,News,"Alibaba Manager Accused of Rape Is Released, Adding to China’s #MeToo Debate",China;Alibaba Group Holding Ltd;Sex Crimes;#MeToo Movement;Workplace Hazards and Violations;Sexual Harassment;Women and Girls;Discrimination;Computers and the Internet
8,This word has appeared in 138 articles on NYTimes.com in the past year. Can you use it in a sentence?,_________,2021-09-07T06:00:02+0000,article,The Learning Network,News,Word of the Day: deft,
9,"As former models prepare to offer testimony against Gérald Marie, their former agency boss, big names like Carla Bruni, Paulina Porizkova and Karen Elson are offering their support.","On the eve of fashion month, six women, all former models, flew into Paris from across the world — not to walk runways but to be interviewed by the child protection unit of the Paris police.",2021-09-07T06:00:07+0000,article,Style,News,Supermodels Speak Out Against Sexual Harassment,"Models (Professional);Women and Girls;#MeToo Movement;Sexual Harassment;Sex Crimes;your-feed-fashion;Marie, Gerald;Elite Model Management;Otis, Carre;Sarkozy, Carla;Christensen, Helena;Porizkova, Paulina;Model Alliance, The;Elson, Karen;Jovovich, Milla;Paris (France);Ziff, Sara"
10,"Tell us about one wonderful moment, big or small, from the summer of 2021.","How was your summer? Instead of telling us about everything you did, we’re challenging you to focus on just one happy memory, big or small, and tell us about it in detail.  ",2021-09-07T07:00:02+0000,article,The Learning Network,News,One Great Summer Memory,
11,Feeling stuck on today’s puzzle? We can help.,"TUESDAY — Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below.",2021-09-07T07:00:04+0000,article,Crosswords & Games,News,Spelling Bee Forum,Spelling Bee (Game)
12,"At universities, some instructors are finding the return to the classroom a nerve-racking experience. A few have quit — one in the middle of class.","Matthew Boedy, an associate professor of rhetoric and composition, sent out a raw emotional appeal to his students at the University of North Georgia just before classes began: The Covid-19 Delta variant was rampaging through the state, filling up hospital beds. He would teach class in the equivalent of full body armor — vaccinated and masked.",2021-09-07T07:00:11+0000,article,U.S.,News,The Masked Professor vs. the Unmasked Student,Colleges and Universities;Coronavirus (2019-nCoV);Workplace Hazards and Violations;Masks;Vaccination and Immunization;Disease Rates;Teachers and School Employees;Georgia State University;University of Georgia;University of North Georgia;Georgia;Perimeter College at Georgia State University
13,"President Nayib Bukele has promoted the cryptocurrency as a path to financial freedom, but economic experts and many Salvadorans worry the move brings great risks.","MEXICO CITY — El Salvador on Tuesday became the first country to adopt Bitcoin as legal tender, allowing the cryptocurrency to be used in any transaction, from buying a cup of coffee to paying taxes.",2021-09-07T07:00:12+0000,article,World,News,"In Global First, El Salvador Adopts Bitcoin as Currency","Bitcoin (Currency);Bukele, Nayib;El Salvador;Latin America;Currency;Economic Conditions and Trends"
14,"As the country’s leader prepares for a likely third term, he is promising “common prosperity” to lift farmers and working families into the middle class.","Four decades ago, Deng Xiaoping declared that China would “let some people get rich first” in its race for growth. Now, Xi Jinping has put China’s tycoons on notice that it is time for them to share more wealth with the rest of the country.",2021-09-07T07:00:13+0000,article,World,News,"Warning of Income Gap, Xi Tells China’s Tycoons to Share Wealth","China;Communist Party of China;Ma, Jack;Income Inequality;Economic Conditions and Trends;High Net Worth Individuals;Philanthropy;Income;Labor and Jobs;Socialism (Theory and Philosophy);Property Taxes;Xi Jinping;Zhejiang Province (China)"
15,A flurry of litigation by advocacy groups seeks to combat what they say is a rise in deceptive marketing by food giants.,"Shoppers drawn to sustainable, humanely raised meat and dairy products could be forgiven for thinking the nation’s big food companies have turned away from the industrial farming practices that have long dominated American agriculture.",2021-09-07T07:00:13+0000,article,Science,News,Lawsuits Over ‘Misleading’ Food Labels Surge as Groups Cite Lax U.S. Oversight,"Suits and Litigation (Civil);Agriculture and Farming;Consumer Protection;Animal Abuse, Rights and Welfare;Turkeys;Food;Labeling and Labels (Product);Dairy Products;Seafood;Meatpacking Plants and Slaughterhouses;AGRICULTURE DEPARTMENT;Butterball LLC;Cargill Inc"
16,Scott Morrison said he was within the rules to travel to his home state without quarantining over the weekend that included Australia’s Father’s Day.,"Prime Minister Scott Morrison defended traveling to his home state for Australian Father’s Day over the weekend, prompting a backlash in a country where millions of people have been unable to see loved ones because of strict measures against Covid-19.",2021-09-07T08:59:45+0000,article,World,News,Australians denounce their prime minister for a trip to see his family during lockdown.,"Coronavirus (2019-nCoV);Australia;Morrison, Scott (1968- )"
17,"As the fall begins, hospitalizations and new deaths are high, though they remain lower than last winter’s peaks.","More than 40 million cases of the coronavirus have been recorded in the United States, according to a New York Times database.",2021-09-07T08:59:47+0000,article,U.S.,News,The U.S. surpasses 40 million known coronavirus cases.,Coronavirus Delta Variant;Coronavirus (2019-nCoV);Vaccination and Immunization;United States
18,"Early-bird dinners, sturdier pizzas, noisier streets: The pandemic has brought a host of new developments that could last awhile.","Early-bird dinners, sturdier pizzas, noisier streets: The pandemic has brought a host of new developments that could last awhile.",2021-09-07T09:00:02+0000,multimedia,Food,Interactive Feature,"How Eating Out Has Changed, From the Menu to the Tip",Restaurants;Quarantine (Life and Culture);Bars and Nightclubs;Delivery Services;Chefs;Fast Food Industry;United States
19,"In “Trans: When Ideology Meets Reality,” Helen Joyce argues that sex is not just a social construct.",TRANSWhen Ideology Meets RealityBy Helen Joyce,2021-09-07T09:00:03+0000,article,Books,Review,Trans Rights and Gender Identity,"Books and Literature;Trans: When Ideology Meets Reality (Book);Joyce, Helen (1969- );Gender;Transgender and Transsexuals;Civil Rights and Liberties"
20,"“Beautiful World, Where Are You” asks readers to consider everything from the nature of fame to our place in the modern world.","BEAUTIFUL WORLD, WHERE ARE YOUBy Sally Rooney",2021-09-07T09:00:04+0000,article,Books,Review,Sally Rooney’s Novel of Letters Puts a Fresh Spin on Familiar Questions,"Books and Literature;Beautiful World, Where Are You (Book);Rooney, Sally (Author)"
21,Lo Yi-Chin’s novel “Faraway” recounts a Taiwanese man’s struggle to get his father home from mainland China.,FARAWAYBy Lo Yi-Chin Translated by Jeremy Tiang,2021-09-07T09:00:04+0000,article,Books,Review,Stuck With a Sick Parent in Hospital Hell,"Books and Literature;Lo Yi-Chin;Faraway (Book);Tiang, Jeremy (Playwright)"
22,"In “Brothers on Three,” Abe Streep follows a high school basketball team through both a championship season and a reservation suicide epidemic.","BROTHERS ON THREEA True Story of Family, Resistance, and Hope on a Reservation in MontanaBy Abe Streep",2021-09-07T09:00:04+0000,article,Books,Review,"For This Basketball Team, a Championship Was Just the First Challenge","Books and Literature;Native Americans;Basketball;Brothers on Three: A True Story of Family, Resistance, and Hope on a Reservation in Montana (Book);Streep, Abe;Interscholastic Athletics;Montana"
23,"In Atticus Lish’s second novel, “The War for Gloria,” a teenage boy shoulders grueling family hardships.",THE WAR FOR GLORIABy Atticus Lish,2021-09-07T09:00:04+0000,article,Books,Review,"His Mother Is Terminally Ill. His Father, a Mystery.","Books and Literature;The War for Gloria: A novel (Book);Lish, Atticus"
24,"Joseph Pfeifer was a battalion chief on 9/11, and his memoir, “Ordinary Heroes,” vividly describes the day as seen by someone at ground zero.",ORDINARY HEROESA Memoir of 9/11By Joseph Pfeifer,2021-09-07T09:00:04+0000,article,Books,Review,How One New York Firefighter Remembers 9/11 — and What He Learned,"Books and Literature;September 11 (2001);Fires and Firefighters;Fire Department (NYC);Pfeifer, Joseph W;Content Type: Personal Profile;Ordinary Heroes: A Memoir of 9/11 (Book)"
25,Emily Itami’s debut novel asks an age-old question: Does marriage and kids mean monotony and obligation or is there room for one’s authentic self?,FAULT LINES By Emily Itami,2021-09-07T09:00:05+0000,article,Books,News,"In Tokyo, a Trapped Wife Seeks Excitement","Books and Literature;Fault Lines (Book);Itami, Emily"
26,"Kennedy’s new essay collection, “Say It Loud!,” challenges many common beliefs in the name of individuality.","SAY IT LOUD!On Race, Law, History, and CultureBy Randall Kennedy",2021-09-07T09:00:05+0000,article,Books,Review,"On Matters of Race, Randall Kennedy Demands Thinking Over Feeling","Books and Literature;Black People;Blacks;Brown v Board of Education (Supreme Court Decision);Segregation and Desegregation;Kennedy, Randall;Thomas, Clarence;Wilson, Woodrow;Say It Loud!: On Race, Law, History, and Culture (Book)"
27,"“Happy Hour,” a debut novel by Marlowe Granados, follows a pair of thrifty, stylish and nimble young women navigating the big city.",HAPPY HOURBy Marlowe Granados,2021-09-07T09:00:05+0000,article,Books,Review,Moving to New York With Little Cash but Charm to Spare,"Books and Literature;Happy Hour (2021) (Book);Granados, Marlowe"
28,"The philosopher Amia Srinivasan explores the complex interactions among desire, love and politics.","“Feminists have long dreamed of sexual freedom,” writes Amia Srinivasan. “What they refuse to accept is its simulacrum: sex that is said to be free not because it is equal but because it is ubiquitous.”",2021-09-07T09:00:07+0000,article,Opinion,Op-Ed,Can We Change Our Sexual Desires? Should We?,"Dating and Relationships;Philosophy;Polyamory and Non-Monogamous Relationships;Srinivasan, Amia;The Right to Sex: Feminism in the Twenty-First Century (Book);audio-neutral-informative;Sex"
29,"Private companies are lagging behind publicly traded firms, but don’t receive the same scrutiny.","Last summer, major public companies across the country pledged to increase diversity in their boardrooms, one of the actions taken after the murder of George Floyd in police custody. Corporate directors set goals, and some have begun to make progress, with investors, activists and others tracking their commitments on racial equity.",2021-09-07T09:00:08+0000,article,Business Day,News,The Missing Piece in the Push for Boardroom Diversity,"Boards of Directors;Private Equity;Appointments and Executive Changes;Venture Capital;Burns, Ursula M;Black People;Blacks;Race and Ethnicity;Discrimination;Minorities;Board Diversity Action Alliance"
30,"In her memoir, “Beautiful Country,” Qian Julie Wang gives readers a child’s-eye view of what it’s like to find your way in a strange land.","Welcome to Group Text, a monthly column for readers and book clubs about the novels, memoirs and short-story collections that make you want to talk, ask questions and dwell in another world for a little bit longer.",2021-09-07T09:00:08+0000,article,Books,News,"New to the American Melting Pot, and Finding Its Taste Bittersweet","Books and Literature;Illegal Immigration;Immigration and Emigration;Content Type: Personal Profile;Brooklyn (NYC);China;Beautiful Country: A Memoir (Book);Wang, Qian Julie"
31,"As Nancy Salzman awaits sentencing, some who fell prey to the Nxivm cultlike group say Ms. Salzman’s enabling made the group’s misdeeds possible.","Three days after her recorded message played in a Brooklyn courtroom last fall, describing the lasting pain that the Nxivm cult leader Keith Raniere had inflicted on her, Ivy Nevares got a phone call.",2021-09-07T09:00:08+0000,article,New York,News,"Nxivm’s Second-in-Command Helped Build a Culture of Abuse, Survivors Say","Religious Cults;Sex Crimes;Racketeering and Racketeers;Nxivm;Raniere, Keith;Salzman, Nancy;Bronfman, Clare;Mack, Allison"
32,"In the lesson, students will learn more about America’s longest war — its causes and its consequences. Then, they will consider arguments for and against removing U.S. forces and debate: Should we have withdrawn from Afghanistan?","Featured Article: “The U.S. War in Afghanistan: How It Started, and How It Ended” by David Zucchino",2021-09-07T09:00:09+0000,article,The Learning Network,News,"Lesson of the Day: ‘The U.S. War in Afghanistan: How It Started, and How It Ended’",Afghanistan War (2001- );Defense and Military Forces;September 11 (2001);United States Defense and Military Forces;Taliban
33,"On his new album, the Nicaraguan Canadian producer considers the political expressions embedded in moments of stillness.","Brandon Valdivia’s “Momento Presente” is like a summons. On the arresting track from his September album, “Máscaras,” an offbeat, not-quite-footwork rhythm thumps under the swirls of a tin whistle. A bell chimes, and before long, the godlike voice of an elder intones a call to action. “Right now, the oppressors and the oppressed are being separated,” it reflects in Spanish. “We’re not going to wait 2,000 years for the good ones to be on one side and the bad ones to be on another. We are living in that moment now.”",2021-09-07T09:00:09+0000,article,Arts,News,Mas Aya’s Music Holds Quiet Rebellions,"Music;Content Type: Personal Profile;Politics and Government;Valdivia, Brandon (Mas Aya);Mascaras (Album);Canada;Nicaragua"
34,"The Elizabeth Holmes fraud trial is set to be a major spectacle, but tech executives generally get a pass when it comes to wrongdoing.","SAN FRANCISCO — The coronavirus pandemic has helped Silicon Valley companies in many ways, from bringing them hordes of new customers to weakening the competition to juicing the bottom line.",2021-09-07T09:00:14+0000,article,Technology,News,"In Silicon Valley, Criminal Prosecutors See No Evil","Frauds and Swindling;Theranos Inc;Holmes, Elizabeth (1984- );Tests (Medical);Computers and the Internet;Enterprise Computing;Entrepreneurship;Start-ups;United States Attorneys"
35,"As Gov. Gavin Newsom faces a recall election, he has struggled to connect with Hispanic voters, who make up nearly a third of the electorate.",Follow our latest updates on the California Recall Election and Governor Newsom.,2021-09-07T09:00:14+0000,article,U.S.,News,Latinos Shape California. Why Are So Many Sitting Out the Recall?,"California;Newsom, Gavin;Elections, California Gubernatorial Recall (2021);Politics and Government;Hispanic-Americans;Democratic Party;Coronavirus (2019-nCoV);Polls and Public Opinion;Voting and Voters"
36,"The U.S. Open play of Leylah Fernandez, Carlos Alcaraz and Emma Raducanu has been exhilarating. But if the past is prelude, rough seas are ahead.","It has been quite a run for the teenagers at the U.S. Open, especially a bright-eyed and beguiling troika that has managed to turn the Billie Jean King National Tennis Center into its personal playground.",2021-09-07T09:00:15+0000,article,Sports,News,The Teenagers Are Taking Over Tennis. That Might Not End Well.,"Tennis;United States Open (Tennis);Alcaraz, Carlos (2003- );Fernandez, Leylah (2002- );Raducanu, Emma (2002- );Teenagers and Adolescence"
37,"With all the aggravation associated with flying these days, airport designers are hoping to calm things down with outdoor spaces, wide-open views, less noise and even foliage.","During this summer of frequent flight delays and cancellations, many travelers spent more time in airports than expected, often subjected to blaring TV news, rock-hard seats and scarce electrical outlets. Add anxiety over Covid-19 and disagreements regarding mandated masking and it’s little wonder incidents of bad behavior have surged in the air. The Federal Aviation Administration reported more than 4,000 cases of unruly passenger complaints this year through August, initiating more than 700 investigations to date, compared to 183 in 2020.",2021-09-07T09:00:16+0000,article,Travel,News,"The Trouble With Airports, and How to Fix Them",Airports;Airport Security;Travel and Vacations;Delays (Transportation);Anxiety and Stress;ARCHITECTURE;Infrastructure (Public Works)
38,"Those who served in the wars that began after Sept. 11, 2001, are struggling with health problems, trauma and feelings of displacement and alienation.",Follow our live coverage of the 20th anniversary of 9/11.,2021-09-07T09:00:17+0000,article,U.S.,News,Veterans Struggle With Issues That Are Often Invisible to Others,Veterans;United States Defense and Military Forces;Mental Health and Disorders;Post-Traumatic Stress Disorder;Sexual Harassment;Sex Crimes;Afghanistan War (2001- );Iraq War (2003-11);September 11 (2001)
39,"After spending $40,000 to get rid of an army of mice, they could finally start thinking about updating their new house.","After spending $40,000 to get rid of an army of mice, they could finally start thinking about updating their new house.",2021-09-07T09:00:18+0000,multimedia,Real Estate,Slideshow,A Connecticut Home With No Uninvited Guests,Interior Design and Furnishings;Furniture;Farmington (Conn);Real Estate and Housing (Residential);Restoration and Renovation;Home Repairs and Improvements;Rodents
40,"Some $40,000 later, they could finally start thinking about updating the house they bought in Farmington, Conn.","Drew and Jeanne Barber thought they had found a heavenly place to raise their two young children when they toured a four-bedroom, 4,900-square-foot house on 11 acres in Farmington, Conn., in 2018.",2021-09-07T09:00:20+0000,article,Real Estate,News,"Before Renovating, They Had to Get Rid of the Current Occupants: Mice",Real Estate and Housing (Residential);Restoration and Renovation;Interior Design and Furnishings;Home Repairs and Improvements;Furniture;Lighting;Rodents;Farmington (Conn)
41,"“The nation and the world are in peril,” President Biden said as he visited Queens. “And that’s not hyperbole. That is a fact.”","President Biden warned Americans on Tuesday that Hurricane Ida’s lethal destruction was a sure sign of a nation and world “in peril” from climate change, and said drastic action would be needed to prevent extreme weather patterns from worsening.",2021-09-07T09:00:22+0000,article,U.S.,News,‘This is code red.’ Biden visits areas of New York and New Jersey hit hard by Ida.,"Hurricane Ida (2021);Biden, Joseph R Jr;New Jersey;New York City;Global Warming"
