,abstract,lead_paragraph,pub_date,document_type,section_name,type_of_material,headline,keywords
0,"A revered member of Nashville’s A-Team of studio musicians, he was a major contributor to Bob Dylan’s “Blonde on Blonde” album.","NASHVILLE — Hargus “Pig” Robbins, one of country music’s most prolific session piano players and a key contributor to Bob Dylan’s landmark 1966 album, “Blonde on Blonde,” died on Sunday in Franklin, Tenn. He was 84.",2022-01-31T00:15:23+0000,article,Arts,News,"Hargus Robbins, Pianist on Country Music Hits, Dies at 84","Robbins, Hargus (1938-2022);Country Music;Deaths (Obituaries);Country Music Hall of Fame and Museum;Dylan, Bob"
1,"Mr. Hesseman played a fallen radio star who landed in the Midwest on the popular sitcom, which captured the misadventures of a struggling station.","Howard Hesseman, the actor and improvisational comedian best known for playing a stuck-in-the-’60s radio disc jockey in the TV sitcom “WKRP in Cincinnati,” died on Saturday in Los Angeles. He was 81.",2022-01-31T00:23:05+0000,article,Arts,Obituary (Obit),"Howard Hesseman, 81, the D.J. Johnny Fever in ‘WKRP in Cincinnati,’ Dies","Hesseman, Howard (1940-2022);WKRP in Cincinnati (TV Program);Deaths (Obituaries);Actors and Actresses;Comedy and Humor;Television"
2,"Because of a strong performance in the snap elections, the governing party will not have to form a coalition in the fractious Parliament.","LISBON — Portugal’s governing Socialist Party was victorious in snap elections on Sunday, winning enough seats in Parliament to govern without a coalition.",2022-01-31T00:30:45+0000,article,World,News,Portugal’s Socialists Win an Outright Majority in Parliamentary Election,"Portugal;Elections;Costa, Antonio (1961- );Politics and Government;Coronavirus (2019-nCoV);Rebelo de Sousa, Marcelo"
3,"The state Republican chairman denounced a new map that would reconfigure congressional districts to benefit Democrats as “filthy, partisan gerrymandering.”","ALBANY, N.Y. — New York Democrats on Sunday proposed a starkly partisan redesign of the state’s congressional map that would be one of the most consequential in the nation, offering the party’s candidates an advantage in 22 of the state's 26 House districts in this fall’s midterm election.",2022-01-31T00:32:06+0000,article,New York,News,N.Y. Democrats Could Gain 3 House Seats Under Proposed District Lines,"Midterm Elections (2022);Elections, House of Representatives;Redistricting and Reapportionment;Politics and Government;Democratic Party;New York State"
4,"The Bengals’ defense had the antidote for Patrick Mahomes’s late-game magic, and the Rams did just enough to keep San Francisco’s offense in check.","The 2021-22 sports year is hellbent on healing wounded fan bases. The state of Georgia saw its Major League Baseball franchise and flagship college football program win titles, Milwaukee won its first N.B.A. championship since Kareem Abdul-Jabbar was tossing up sky hooks, and the Cincinnati Bengals are now Super Bowl-bound for the first time in 33 years, after a 24-21 overtime win in Kansas City, Mo.",2022-01-31T02:02:16+0000,article,Sports,News,What We Learned From the N.F.L.’s Conference Championships,"Football;American Football Conference;Cincinnati Bengals;National Football League;Kansas City Chiefs;Burrow, Joe (1996- );Chase, Ja'Marr;Hill, Tyreek (1994- );Mahomes, Patrick (1995- )"
5,"Prince and Chuck make the world a better place, each in his own underhanded way.","If you’re looking for the future of “Billions,” two quotes from this week’s episode point the way forward, I think. The first comes from Wendy Rhoades, describing to Taylor Mason her fear that their boss, Mike Prince, might suffer from narcissistic personality disorder: “He thinks he’s better than everyone else, and he won’t stop till he gets what he wants.”",2022-01-31T03:00:04+0000,article,Arts,Review,"‘Billions’ Season 6, Episode 2 Recap: No One Is Safe",Television;Billions (TV Program)
6,"As the “NFL on CBS” crew broke down the first half of the game, a performance by the country music singer Walker Hayes was so loud, it made the commentary all but inaudible.","At halftime of the A.F.C. championship game on Sunday, Kansas City led the Cincinnati Bengals, 21-10. For the Bengals to win, they would need to make some adjustments.",2022-01-31T03:32:29+0000,article,Sports,News,‘I Have No Idea What You Just Said’: Concert Drowns Out A.F.C. Halftime Analysis,"Football;Music;Television;Computers and the Internet;Athletics and Sports;CBS Corporation;Cincinnati Bengals;Kansas City Chiefs;Simms, Phil;Spain, Sarah C (1980- );Hayes, Walker (1979- );Brown, James (1933-2006)"
7,"Brian Houston, who was the leader of Hillsong, is accused of concealing past abuse by his father, who later died and was never charged.","MELBOURNE, Australia — The leader of Hillsong, the Australian megachurch that has attracted throngs of young people and celebrities worldwide, has stepped down as he prepares to fight a criminal charge of concealing historical child sexual abuse by his father.",2022-01-31T04:17:20+0000,article,World,News,Leader of Australian Megachurch Steps Down After Charge Over Father’s Sexual Abuse,"Australia;Hillsong Church;Houston, Brian (1954- );Child Abuse and Neglect;Sex Crimes;Houston, Frank (1922-2004)"
8,This word has appeared in 15 articles on NYTimes.com in the past year. Can you use it in a sentence?,,2022-01-31T04:30:03+0000,article,The Learning Network,News,Word of the Day: teem,
9,"The Super Bowl, set for Feb. 13 near Los Angeles, will feature two quarterbacks who were No. 1 draft picks: Cincinnati’s Joe Burrow and Matthew Stafford of the Rams.","After a string of five Super Bowls featuring either Tom Brady or Patrick Mahomes, Cincinnati’s Joe Burrow and the Rams’ Matthew Stafford, made sure that trend didn’t continue.",2022-01-31T05:01:09+0000,article,Sports,News,The Bengals and the Rams Bring Offensive Power to Super Bowl,Football;Playoff Games;Super Bowl;American Football Conference;Cincinnati Bengals;Los Angeles Rams;National Football League;National Football Conference
